best_delay_chips,best_doppler_hz,label,phase,prn,projection_ratio,residual_direction_dominant_coordinate,residual_direction_phase_rad,residual_direction_weighted_norm,scenario,second,second_source_amplitude,time_s
0.75,150.0,CLEAN_DIAGNOSTIC,train,16,0.8758625855016683,57,-1.3660691285112583,11.393571498390568,cleanStatic,10,0.025704389808055863,10.022221
0.75,150.0,CLEAN_DIAGNOSTIC,train,3,0.7167270903100521,14,3.0844858559573867,5.811754579702144,cleanStatic,10,0.012818884920833808,10.02656428
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,20,0.94521010027821,73,0.9291005248978151,32.58014660003876,cleanStatic,10,0.1338963993526441,10.01426452
0.125,150.0,CLEAN_DIAGNOSTIC,train,30,0.7767622221448477,153,2.3127707431124973,20.279014818457792,cleanStatic,10,0.03497494713932583,10.03956432
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,6,0.8881937576019777,28,2.909522030349888,11.354768733790273,cleanStatic,10,0.030737703330786605,10.01064496
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,7,0.9559603162902782,51,0.35997278467941674,18.170164015824767,cleanStatic,10,0.05784736913414977,10.01024576
0.75,-150.0,CLEAN_DIAGNOSTIC,train,10,0.9044581505218887,30,-0.16809589572308656,21.235459238708437,cleanStatic,10,0.05863975954367065,10.01039164
0.75,150.0,CLEAN_DIAGNOSTIC,train,13,0.809953237259094,69,2.681965584826434,7.086468997950037,cleanStatic,10,0.011324712307871233,10.01072192
0.375,150.0,CLEAN_DIAGNOSTIC,train,19,0.8290214312462775,183,-2.303913880381395,10.45367228675844,cleanStatic,10,0.024705956340069717,10.01957848
0.75,150.0,CLEAN_DIAGNOSTIC,train,23,0.7754936582607855,56,-1.1671112502869987,7.5123273837593425,cleanStatic,10,0.019495137020433505,10.01060404
-0.75,150.0,CLEAN_DIAGNOSTIC,train,16,0.8991733330945341,73,-1.654682216562749,11.685112672775878,cleanStatic,12,0.03685324794152162,12.00122452
-0.75,75.0,CLEAN_DIAGNOSTIC,train,3,0.8371006263635816,155,-2.472382503718439,6.2236124000676085,cleanStatic,12,0.025186326938568777,11.99056332
0.375,150.0,CLEAN_DIAGNOSTIC,train,20,0.8166674995871743,5,2.130521908309844,17.647894912227603,cleanStatic,12,0.039628463877328504,11.99026824
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,30,0.7565779584173415,20,-1.6996150385167508,14.004732879434242,cleanStatic,12,0.03316289365367486,12.18456884
-0.75,150.0,CLEAN_DIAGNOSTIC,train,6,0.7729222698206665,13,1.6917118083830465,8.680478083495037,cleanStatic,12,0.017978929125503054,11.9906456
-0.75,150.0,CLEAN_DIAGNOSTIC,train,7,0.924795411739308,174,-0.1600712844682243,13.552850163685472,cleanStatic,12,0.04174789574358955,11.99024344
-0.75,150.0,CLEAN_DIAGNOSTIC,train,10,0.8489591424029495,125,0.9632170273687528,20.96556822010012,cleanStatic,12,0.06698267904672113,11.99039084
0.75,150.0,CLEAN_DIAGNOSTIC,train,13,0.7861956864826503,183,1.8533649962429126,5.987829765697792,cleanStatic,12,0.015054997635944123,11.9907196
0.75,-150.0,CLEAN_DIAGNOSTIC,train,19,0.7299282814877527,33,0.32644995288041223,8.598461471165733,cleanStatic,12,0.019155289084513503,11.9945752
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,23,0.8573042880253362,18,-1.274325176813196,7.898873488571342,cleanStatic,12,0.023192150929448166,11.99060456
0.0,75.0,CLEAN_DIAGNOSTIC,train,16,0.8215654875101607,58,-0.8228187310898732,6.658773310202888,cleanStatic,14,0.00792928856741386,14.00622808
-0.75,150.0,CLEAN_DIAGNOSTIC,train,3,0.9026932737113001,156,-1.7067758456625872,8.673867738300702,cleanStatic,14,0.029992440206688266,14.00056232
0.75,-150.0,CLEAN_DIAGNOSTIC,train,20,0.873259335010537,174,-0.7938664893128436,22.763350363706568,cleanStatic,14,0.053104681447308365,13.990272
0.375,-150.0,CLEAN_DIAGNOSTIC,train,30,0.8162705181753749,96,1.7232466904606834,18.95604000446137,cleanStatic,14,0.0415185754401321,14.04257276
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,6,0.7589180592865551,176,2.355729158738693,6.465330722756292,cleanStatic,14,0.020036898166832063,13.99064628
0.75,150.0,CLEAN_DIAGNOSTIC,train,7,0.96594244228148,23,2.6041122982402913,18.142244018133386,cleanStatic,14,0.038600187819544995,13.99024108
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,10,0.8305551643512361,14,-2.5380515758927564,13.581265327315235,cleanStatic,14,0.031604986403129795,14.00839
0.75,-150.0,CLEAN_DIAGNOSTIC,train,13,0.8413958532836044,137,0.3244772310126958,7.612159839915438,cleanStatic,14,0.017044732460684997,14.00771724
-0.375,150.0,CLEAN_DIAGNOSTIC,train,19,0.7711421348603504,25,0.59483685179988,7.10460246893266,cleanStatic,14,0.010594701991255225,13.99157188
0.75,150.0,CLEAN_DIAGNOSTIC,train,23,0.8467396244108337,170,1.0712846571040138,7.552890786329236,cleanStatic,14,0.009319818888217524,13.99060512
-0.375,-150.0,CLEAN_DIAGNOSTIC,train,16,0.8325593025216566,0,-1.5137083078910638,8.646168515010137,cleanStatic,16,0.014739513083936423,16.00723164
-0.75,150.0,CLEAN_DIAGNOSTIC,train,3,0.8683333869420738,158,2.622361199379034,8.009767918142794,cleanStatic,16,0.019893780231913075,15.99056136
0.75,150.0,CLEAN_DIAGNOSTIC,train,20,0.7877810637156873,122,-0.8354066496271682,17.417894047104358,cleanStatic,16,0.0457392481655296,16.0052758
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,30,0.8018101572543138,72,-2.885200729284892,21.910434242861406,cleanStatic,16,0.05952903496584328,16.01657692
-0.75,150.0,CLEAN_DIAGNOSTIC,train,6,0.6228985571265937,131,2.75970436724628,8.39740683561691,cleanStatic,16,0.012563910164030575,15.99064692
0.75,-150.0,CLEAN_DIAGNOSTIC,train,7,0.9499909862647821,118,0.20311631307212585,18.280967629673974,cleanStatic,16,0.03514029366087693,15.99023872
0.75,-150.0,CLEAN_DIAGNOSTIC,train,10,0.7385520842444413,97,-0.09680732178328935,14.896453294387799,cleanStatic,16,0.03291845820592992,15.9903892
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,13,0.8495220981003635,28,2.7148517105116685,7.313546856886627,cleanStatic,16,0.022290816004436928,15.99271492
-0.75,150.0,CLEAN_DIAGNOSTIC,train,19,0.7506347946780271,30,-0.7268993851484634,8.365286014515085,cleanStatic,16,0.021935454003460513,15.99056856
-0.75,150.0,CLEAN_DIAGNOSTIC,train,23,0.8961067962265333,175,1.2276503758693624,9.640303699191826,cleanStatic,16,0.0239155825870786,15.99060564
-0.375,-150.0,CLEAN_DIAGNOSTIC,train,16,0.8295200366823592,41,-0.6823962585989808,8.594641389335077,cleanStatic,18,0.0148420292222409,17.99023516
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,3,0.8393378574584509,51,2.885179920926931,8.314860372101311,cleanStatic,18,0.026528580155150097,17.99056036
-0.375,150.0,CLEAN_DIAGNOSTIC,train,20,0.6769451313821772,16,2.6102286001240023,15.283450546431117,cleanStatic,18,0.030544522018682192,18.00327956
-0.75,150.0,CLEAN_DIAGNOSTIC,train,30,0.892581709097996,103,2.655061726694096,18.88255219643826,cleanStatic,18,0.07138108781689674,18.01058112
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,6,0.866792531852695,129,-1.5664273706950458,9.789904495195692,cleanStatic,18,0.02194605240012711,18.0096476
0.75,-150.0,CLEAN_DIAGNOSTIC,train,7,0.9638911128228685,83,-0.2654351296702468,18.230037938408255,cleanStatic,18,0.04516201550017037,17.99223636
0.0,-150.0,CLEAN_DIAGNOSTIC,train,10,0.8161061544030909,178,2.368016735467567,14.215328701966499,cleanStatic,18,0.019886000556936578,17.9903884
-0.75,150.0,CLEAN_DIAGNOSTIC,train,13,0.7154975835335994,129,2.7825880637004854,5.306483319159765,cleanStatic,18,0.014387245494375329,17.9907126
0.75,-150.0,CLEAN_DIAGNOSTIC,train,19,0.9023197780444452,48,-1.6434326665826682,13.255553343625431,cleanStatic,18,0.02546393803924255,17.99056524
0.125,-75.0,CLEAN_DIAGNOSTIC,train,23,0.8850191973297183,20,2.437706310110404,7.375561693526439,cleanStatic,18,0.009473970347552487,17.9906062
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,16,0.7489028740793767,4,0.24478314901807366,7.730940805967137,cleanStatic,20,0.02399682808694297,19.99023872
-0.375,-150.0,CLEAN_DIAGNOSTIC,train,3,0.7850572254835586,179,-0.13538040240868326,6.0454008703737045,cleanStatic,20,0.01535902095986236,19.9905594
0.375,150.0,CLEAN_DIAGNOSTIC,train,20,0.8529066492271392,176,2.7173646223381214,20.96050748856455,cleanStatic,20,0.06412041180980017,20.00128332
-0.75,150.0,CLEAN_DIAGNOSTIC,train,30,0.7903002476792285,88,-2.529688872309493,25.225958900715316,cleanStatic,20,0.0856692751213363,20.11058556
-0.75,150.0,CLEAN_DIAGNOSTIC,train,6,0.7506567004297577,149,-2.34163045622908,6.888212564377483,cleanStatic,20,0.014466414632286989,19.99064824
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,7,0.9507461332865993,0,0.8786046360573678,16.298631898089127,cleanStatic,20,0.04820003874824561,19.999234
-0.75,150.0,CLEAN_DIAGNOSTIC,train,10,0.8773299949224245,176,1.35844896935407,15.488892219545605,cleanStatic,20,0.06291952151431207,19.9903876
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,13,0.9219046938392749,107,-2.4407633650937566,8.117929387745635,cleanStatic,20,0.02088805285035271,20.00271024
-0.375,-150.0,CLEAN_DIAGNOSTIC,train,19,0.7090810749286206,22,-1.882512221421847,7.5469158547558095,cleanStatic,20,0.01591518639247741,20.00756188
0.75,150.0,CLEAN_DIAGNOSTIC,train,23,0.9081738437511145,108,1.1670904925546717,7.970101712785179,cleanStatic,20,0.018249378274133355,19.99060676
-0.75,150.0,CLEAN_DIAGNOSTIC,train,16,0.9045072089081065,29,-0.6085583567925464,10.891721213464258,cleanStatic,22,0.024065709098862253,21.99024228
