run_id,prn,window_bin_s,window_start_s,window_end_s,window_mid_s,target_window_index,availability_offset_s,b0_prn_node_rmse,residual_000,residual_001,residual_002,residual_003,residual_004,residual_005,residual_006,residual_007,residual_008,recording_id,history_id,source_segment,source_channel,history_chunk,q_rmse,p_rmse,e_rmse,q_diag_mahalanobis,p_diag_mahalanobis,e_diag_mahalanobis,q_full_shrinkage_mahalanobis,p_full_shrinkage_mahalanobis,e_full_shrinkage_mahalanobis,q_max_standardized_tap,p_max_standardized_tap,e_max_standardized_tap,q,p,e
DS4,G18,7.5,7.12830808,8.12830808,7.62830808,12,1.0,0.5361011028289795,0.02124643325805664,-0.10369396209716797,0.09407758712768555,-0.6163463592529297,0.024982202798128128,0.7843074798583984,1.0001230239868164,0.6318321228027344,0.41410398483276367,DS4,history-094552d90a9c89755411,0,9,0,0.5361011113019325,0.0006802721088435374,27.721756005376513,60.26274556115659,0.0006802721088435374,27.721756005376513,76.79001343910684,0.0006802721088435374,27.721756005376513,4.280249436261906,0.004081632653061225,8.758344461091689,76.79001343910684,0.0006802721088435374,27.721756005376513
DS4,G18,8.0,7.62830808,8.62830808,8.12830808,13,1.0,1.272871494293213,0.9756350517272949,0.7753987312316895,1.1059613227844238,0.2969551086425781,0.02127883955836296,1.3749361038208008,2.1968846321105957,1.9518709182739258,1.0910415649414062,DS4,history-094552d90a9c89755411,0,9,0,1.2728714552380511,0.0006802721088435374,27.721756005376513,315.3750116717425,0.0006802721088435374,27.721756005376513,274.9217102627648,0.0006802721088435374,27.721756005376513,9.508917607030213,0.0006802721088435374,27.721756005376513,274.9217102627648,0.0006802721088435374,27.721756005376513
DS4,G18,8.5,8.12830808,9.12830808,8.62830808,14,1.0,0.485960990190506,-0.04172801971435547,-0.33577919006347656,-0.03936958312988281,-0.2795534133911133,0.025850612670183182,-0.04570817947387695,1.171703815460205,0.7442717552185059,0.04056835174560547,DS4,history-094552d90a9c89755411,0,9,0,0.4859609640144912,0.0006802721088435374,27.721756005376513,55.65415440324417,0.0006802721088435374,27.721756005376513,240.20127071856064,0.0006802721088435374,27.721756005376513,5.029888309202215,0.0013605442176870747,17.58362112427143,240.20127071856064,0.0006802721088435374,27.721756005376513
DS4,G18,9.0,8.62830808,9.62830808,9.12830808,15,1.0,0.6503874659538269,-0.40875911712646484,-0.7005047798156738,-0.8382906913757324,-1.0578203201293945,0.02622971311211586,-0.7322077751159668,-0.35497283935546875,-0.4768037796020508,-0.6613354682922363,DS4,history-094552d90a9c89755411,0,9,0,0.6503874453516052,0.0006802721088435374,27.721756005376513,97.43644333893765,0.0006802721088435374,27.721756005376513,70.51544526057322,0.0006802721088435374,27.721756005376513,4.49961567870002,0.0027210884353741495,11.284227410410685,70.51544526057322,0.0006802721088435374,27.721756005376513
DS4,G18,9.5,9.12830808,10.12830808,9.62830808,16,1.0,0.5821577906608582,-0.1914806365966797,-0.1686387062072754,-0.4672999382019043,-0.8013339042663574,0.021718043833971024,-1.145853042602539,-0.5440592765808105,-0.49280595779418945,-0.5217766761779785,DS4,history-094552d90a9c89755411,0,9,0,0.5821577757443894,0.0006802721088435374,27.721756005376513,70.0594371196008,0.0006802721088435374,27.721756005376513,57.73087812763141,0.0006802721088435374,27.721756005376513,4.773730799568305,0.0020408163265306124,13.544467780931475,57.73087812763141,0.0006802721088435374,27.721756005376513
DS4,G18,10.0,9.62830808,10.62830808,10.12830808,17,1.0,0.6598057746887207,-0.26877832412719727,-0.2764558792114258,-0.42272329330444336,-1.0465025901794434,0.023810062557458878,-1.3182039260864258,-0.6376476287841797,-0.4506645202636719,-0.38423776626586914,DS4,history-094552d90a9c89755411,0,9,0,0.6598057351976868,0.0006802721088435374,27.721756005376513,86.96351116692095,0.0006802721088435374,27.721756005376513,82.28139490840323,0.0006802721088435374,27.721756005376513,5.47258879512571,0.0006802721088435374,27.721756005376513,82.28139490840323,0.0006802721088435374,27.721756005376513
DS4,G18,10.5,10.12830808,11.12830808,10.62830808,18,1.0,0.37323495745658875,-0.1615004539489746,-0.2651233673095703,-0.35451841354370117,-0.5364599227905273,0.02394312247633934,-0.3748807907104492,0.316439151763916,0.5786867141723633,0.40960073471069336,DS4,history-094552d90a9c89755411,0,9,0,0.37323496367466746,0.0006802721088435374,27.721756005376513,37.52268862140356,0.0006802721088435374,27.721756005376513,61.810151554328584,0.0006802721088435374,27.721756005376513,3.461260904934627,0.007482993197278911,6.052075118926798,61.810151554328584,0.0006802721088435374,27.721756005376513
DS4,G18,11.0,10.62830808,11.62830808,11.12830808,19,1.0,0.56125408411026,-0.593472957611084,-0.5739831924438477,-0.7984414100646973,-0.9189462661743164,0.023361917585134506,-0.6985764503479004,0.2179112434387207,0.3505120277404785,0.11188888549804688,DS4,history-094552d90a9c89755411,0,9,0,0.5612541247089387,0.0006802721088435374,27.721756005376513,71.68011314854587,0.0006802721088435374,27.721756005376513,84.95601893082828,0.0006802721088435374,27.721756005376513,3.906266501679849,0.006122448979591836,6.83113521667426,84.95601893082828,0.0006802721088435374,27.721756005376513
DS4,G18,11.5,11.12830808,12.12830808,11.62830808,20,1.0,0.6905421018600464,0.7793827056884766,0.7765927314758301,0.7146759033203125,0.04842710494995117,0.021699432283639908,0.155609130859375,1.1680808067321777,0.803248405456543,0.7305402755737305,DS4,history-094552d90a9c89755411,0,9,0,0.690542092764492,0.0006802721088435374,27.721756005376513,107.14349487931366,0.0006802721088435374,27.721756005376513,103.82145803992844,0.0006802721088435374,27.721756005376513,5.014059333498063,0.0013605442176870747,17.58362112427143,103.82145803992844,0.0006802721088435374,27.721756005376513
DS4,G18,12.0,11.62830808,12.62830808,12.12830808,21,1.0,1.809859037399292,1.2797150611877441,1.0682082176208496,1.2036442756652832,1.2217555046081543,0.02139352634549141,1.9121885299682617,2.8903589248657227,2.5256471633911133,2.317354679107666,DS4,history-094552d90a9c89755411,0,9,0,1.8098590848705438,0.0006802721088435374,27.721756005376513,635.6916972631931,0.0006802721088435374,27.721756005376513,222.4960075117118,0.0006802721088435374,27.721756005376513,12.538716471867936,0.0006802721088435374,27.721756005376513,222.4960075117118,0.0006802721088435374,27.721756005376513
DS4,G18,12.5,12.12830808,13.12830808,12.62830808,22,1.0,1.087326169013977,0.8502750396728516,0.669832706451416,0.6511073112487793,0.6589865684509277,0.021496597677469254,0.8978033065795898,1.7215843200683594,1.6788372993469238,1.4218993186950684,DS4,history-094552d90a9c89755411,0,9,0,1.087326248096127,0.0006802721088435374,27.721756005376513,238.73928153158872,0.0006802721088435374,27.721756005376513,108.81237534966016,0.0006802721088435374,27.721756005376513,7.88065381687376,0.0006802721088435374,27.721756005376513,108.81237534966016,0.0006802721088435374,27.721756005376513
DS4,G18,13.0,12.62830808,13.62830808,13.12830808,23,1.0,0.9393205046653748,1.1961121559143066,1.4308810234069824,1.420236587524414,1.1852760314941406,0.024377603083848953,0.22528314590454102,0.8448305130004883,0.4106144905090332,0.32735633850097656,DS4,history-094552d90a9c89755411,0,9,0,0.9393205475401333,0.0006802721088435374,27.721756005376513,199.9606137445724,0.0006802721088435374,27.721756005376513,97.06947917136017,0.0006802721088435374,27.721756005376513,7.427465581020381,0.0006802721088435374,27.721756005376513,97.06947917136017,0.0006802721088435374,27.721756005376513
DS4,G18,13.5,13.12830808,14.12830808,13.62830808,24,1.0,0.7783263921737671,0.4028024673461914,0.5516376495361328,0.6231980323791504,0.2088618278503418,0.029212478548288345,0.38739728927612305,1.2934513092041016,1.154029369354248,1.182304859161377,DS4,history-094552d90a9c89755411,0,9,0,0.7783263995431445,0.0006802721088435374,27.721756005376513,135.97371627578275,0.0006802721088435374,27.721756005376513,84.80810566637754,0.0006802721088435374,27.721756005376513,5.767651152886648,0.0006802721088435374,27.721756005376513,84.80810566637754,0.0006802721088435374,27.721756005376513
DS4,G18,14.0,13.62830808,14.62830808,14.12830808,25,1.0,1.4712049961090088,1.1150422096252441,1.0675835609436035,1.0291953086853027,0.7100515365600586,0.02611687406897545,2.3885083198547363,2.137248992919922,1.556441307067871,1.6844968795776367,DS4,history-094552d90a9c89755411,0,9,0,1.471204970210613,0.0006802721088435374,27.721756005376513,413.15471916853863,0.0006802721088435374,27.721756005376513,142.09542375218052,0.0006802721088435374,27.721756005376513,9.557595198962789,0.0006802721088435374,27.721756005376513,142.09542375218052,0.0006802721088435374,27.721756005376513
