window_start_s,window_end_s,score_available_s,reconstruction,latent_score,combined_score,threshold,alarm
410.0,411.0,411.0,1.0159775,0.8197308531338877,0.8879690671626321,134914.8453732542,False
410.5,411.5,411.5,0.97888285,1.6931616561048104,1.2136804402061045,134914.8453732542,False
411.0,412.0,412.0,0.8841091,3.1978748365333893,1.6824309190450315,134914.8453732542,False
411.5,412.5,412.5,0.8947723,0.8466871154500069,0.5387462241337276,134914.8453732542,False
412.0,413.0,413.0,0.87613547,2.5340029642560666,1.3266343205650208,134914.8453732542,False
412.5,413.5,413.5,0.8275125,0.0,0.0,134914.8453732542,False
413.0,414.0,414.0,0.847658,1.827433036435125,0.9137165182175625,134914.8453732542,False
413.5,414.5,414.5,0.9602276,1.587461597224531,1.1050054682760935,134914.8453732542,False
414.0,415.0,415.0,0.9257687,1.6755370279268442,1.045926417295031,134914.8453732542,False
414.5,415.5,415.5,0.8882514,2.284538086981237,1.2381583166534573,134914.8453732542,False
415.0,416.0,416.0,1.0091736,1.831538487068045,1.3735126179643955,134914.8453732542,False
415.5,416.5,416.5,0.97744495,1.9090202663619324,1.3173068889091548,134914.8453732542,False
416.0,417.0,417.0,0.8442114,1.5882326827945348,0.7941163413972674,134914.8453732542,False
416.5,417.5,417.5,0.75092113,2.3098363846758114,1.1549181923379057,134914.8453732542,False
417.0,418.0,418.0,0.89552104,2.0473274193731927,1.1413069863762553,134914.8453732542,False
417.5,418.5,418.5,0.8489723,2.349390504102865,1.1746952520514324,134914.8453732542,False
418.0,419.0,419.0,0.69245917,0.73581438152502,0.36790719076251,134914.8453732542,False
418.5,419.5,419.5,0.7326917,0.025919773291832,0.012959886645916,134914.8453732542,False
419.0,420.0,420.0,0.71265155,0.0,0.0,134914.8453732542,False
419.5,420.5,420.5,0.6973238,2.094747460688313,1.0473737303441566,134914.8453732542,False
420.0,421.0,421.0,1.0636613,3.650054121567046,2.4458223671942303,134914.8453732542,False
420.5,421.5,421.5,1.0601544,1.0040036393125218,1.1123028937401833,134914.8453732542,False
421.0,422.0,422.0,0.761339,0.8836775887310148,0.4418387943655074,134914.8453732542,False
421.5,422.5,422.5,0.74291205,1.2643434492818022,0.6321717246409011,134914.8453732542,False
422.0,423.0,423.0,0.77894396,0.0,0.0,134914.8453732542,False
422.5,423.5,423.5,0.8096964,1.203859540083632,0.601929770041816,134914.8453732542,False
423.0,424.0,424.0,0.9038613,1.6610775271283484,0.9731398203979231,134914.8453732542,False
423.5,424.5,424.5,0.9056058,1.8543393066547895,1.0749910717040823,134914.8453732542,False
424.0,425.0,425.0,0.8081643,0.6374567040492345,0.31872835202461725,134914.8453732542,False
424.5,425.5,425.5,0.79819524,0.40223342207399876,0.20111671103699938,134914.8453732542,False
425.0,426.0,426.0,0.89376044,2.365030233789989,1.294889873724898,134914.8453732542,False
425.5,426.5,426.5,0.902266,1.5031544032564814,0.8894045207164925,134914.8453732542,False
426.0,427.0,427.0,0.8037681,0.4882839999657667,0.24414199998288336,134914.8453732542,False
426.5,427.5,427.5,0.8990891,1.9853011273885286,1.1209710743146115,134914.8453732542,False
427.0,428.0,428.0,0.93902934,1.6470805807485975,1.0713801116705228,134914.8453732542,False
427.5,428.5,428.5,0.9800474,2.0824028480062875,1.4117859146530143,134914.8453732542,False
428.0,429.0,429.0,0.92983854,1.8774884211557783,1.1590809955041883,134914.8453732542,False
428.5,429.5,429.5,0.95330954,0.9532725850394804,0.7672089503329904,134914.8453732542,False
429.0,430.0,430.0,0.9053929,0.0,0.14718430168161517,134914.8453732542,False
429.5,430.5,430.5,0.8850957,0.5749791923510805,0.3739355585030183,134914.8453732542,False
430.0,431.0,431.0,0.8911281,0.0,0.10449766147590595,134914.8453732542,False
430.5,431.5,431.5,0.8591662,0.5186478120786303,0.26817700994746596,134914.8453732542,False
431.0,432.0,432.0,0.8558538,2.0434222221620417,1.0217111110810209,134914.8453732542,False
431.5,432.5,432.5,0.9413209,0.0,0.2546972088826604,134914.8453732542,False
432.0,433.0,433.0,1.0649824,1.786683610493861,1.518090374375886,134914.8453732542,False
432.5,433.5,433.5,1.0387491,0.9560811916337246,1.0242871845234718,134914.8453732542,False
433.0,434.0,434.0,0.8555243,0.3496697847708008,0.1748348923854004,134914.8453732542,False
433.5,434.5,434.5,0.7403669,0.47810588874342025,0.23905294437171012,134914.8453732542,False
434.0,435.0,435.0,0.72711796,1.095488205584912,0.547744102792456,134914.8453732542,False
434.5,435.5,435.5,0.7971526,1.1243832015295758,0.5621916007647879,134914.8453732542,False
435.0,436.0,436.0,0.914019,0.797682740723664,0.5718388865855122,134914.8453732542,False
435.5,436.5,436.5,0.9779591,2.7545843780065202,1.7416275137716766,134914.8453732542,False
436.0,437.0,437.0,0.8894082,2.066199165164475,1.1324503685393845,134914.8453732542,False
436.5,437.5,437.5,0.8207831,1.2904943612737376,0.6452471806368688,134914.8453732542,False
437.0,438.0,438.0,0.8307091,2.2339406553798775,1.1169703276899388,134914.8453732542,False
437.5,438.5,438.5,0.90286946,0.0,0.13963307760474455,134914.8453732542,False
438.0,439.0,439.0,0.8126972,3.0175200595291476,1.5087600297645738,134914.8453732542,False
438.5,439.5,439.5,0.74956393,1.4424457994855178,0.7212228997427589,134914.8453732542,False
439.0,440.0,440.0,0.8131215,2.189311830651274,1.094655915325637,134914.8453732542,False
439.5,440.5,440.5,0.75709337,1.0532732064872068,0.5266366032436034,134914.8453732542,False
440.0,441.0,441.0,0.70594865,0.3588290504046012,0.1794145252023006,134914.8453732542,False
440.5,441.5,441.5,0.798405,1.5423093850677243,0.7711546925338622,134914.8453732542,False
441.0,442.0,442.0,0.75305283,0.0,0.0,134914.8453732542,False
441.5,442.5,442.5,0.80048954,0.039160008088598965,0.019580004044299482,134914.8453732542,False
442.0,443.0,443.0,0.77699924,1.3320003141241443,0.6660001570620722,134914.8453732542,False
442.5,443.5,443.5,0.7459097,0.09114640757717733,0.045573203788588666,134914.8453732542,False
443.0,444.0,444.0,0.8741201,0.2610953281527327,0.18414965433480257,134914.8453732542,False
443.5,444.5,444.5,0.98230183,1.5771510725115603,1.1659062936351356,134914.8453732542,False
444.0,445.0,445.0,0.925756,2.130929521165854,1.2735846723534918,134914.8453732542,False
444.5,445.5,445.5,0.8812187,0.8562790842146725,0.5029836308212436,134914.8453732542,False
445.0,446.0,446.0,0.8135135,0.01779790840875801,0.008898954204379006,134914.8453732542,False
445.5,446.5,446.5,0.9131301,0.0,0.17033757185816695,134914.8453732542,False
446.0,447.0,447.0,0.78022873,1.0291257751776715,0.5145628875888357,134914.8453732542,False
446.5,447.5,447.5,0.6507148,1.5098873905090047,0.7549436952545023,134914.8453732542,False
