window_start_s,window_end_s,score_available_s,reconstruction,latent_score,combined_score,threshold,alarm
0.0,1.0,1.0,899.9316,50.50260942336112,2715.6926759756834,134914.8453732542,False
0.5,1.5,1.5,867.4248,48.86721654828529,2617.599962580937,134914.8453732542,False
1.0,2.0,2.0,820.2461,51.199226692226475,2477.585862267132,134914.8453732542,False
1.5,2.5,2.5,753.3355,55.94804797896224,2279.733453616595,134914.8453732542,False
2.0,3.0,3.0,666.76605,54.05222658623105,2019.7304529894477,134914.8453732542,False
2.5,3.5,3.5,564.17926,50.57322882147341,1711.0047347541865,134914.8453732542,False
3.0,4.0,4.0,476.79572,43.20437665531349,1445.8291013891585,134914.8453732542,False
3.5,4.5,4.5,314.21353,34.142938499142204,954.7787341059676,134914.8453732542,False
4.0,5.0,5.0,307.18628,34.47726155690081,933.9171692015055,134914.8453732542,False
4.5,5.5,5.5,301.08017,35.96697275437504,916.3897748299247,134914.8453732542,False
5.0,6.0,6.0,295.53525,34.569458467823615,899.0980960253207,134914.8453732542,False
5.5,6.5,6.5,301.38153,34.631152624120965,916.6236738382258,134914.8453732542,False
6.0,7.0,7.0,323.7524,35.82860548729146,984.1662219880385,134914.8453732542,False
6.5,7.5,7.5,347.35986,32.70679603583464,1053.2495241608221,134914.8453732542,False
7.0,8.0,8.0,366.08322,33.776796125692535,1109.8133055113924,134914.8453732542,False
7.5,8.5,8.5,391.3117,34.542271074722414,1185.691115136304,134914.8453732542,False
8.0,9.0,9.0,407.0149,31.577286445064377,1231.1996790687035,134914.8453732542,False
8.5,9.5,9.5,411.30957,32.92941683773651,1244.7273682939415,134914.8453732542,False
9.0,10.0,10.0,401.4725,31.26628513912584,1214.4588365167444,134914.8453732542,False
9.5,10.5,10.5,386.7706,34.824319258881154,1172.243086514121,134914.8453732542,False
10.0,11.0,11.0,386.55145,35.18081801660413,1171.7655494670291,134914.8453732542,False
10.5,11.5,11.5,388.61777,32.060500781942224,1176.388741791749,134914.8453732542,False
11.0,12.0,12.0,392.8607,32.53260447748425,1189.3215348138872,134914.8453732542,False
11.5,12.5,12.5,395.83124,31.238303036299204,1197.5636188678193,134914.8453732542,False
12.0,13.0,13.0,396.0739,30.267017908718834,1197.8041723295382,134914.8453732542,False
12.5,13.5,13.5,396.58527,26.25718342185867,1197.329453854145,134914.8453732542,False
13.0,14.0,14.0,396.83633,23.94151541558697,1196.9229295469172,134914.8453732542,False
13.5,14.5,14.5,396.62076,24.319810120159804,1196.4669751984748,134914.8453732542,False
14.0,15.0,15.0,395.87772,26.355723840119364,1195.2614133425225,134914.8453732542,False
14.5,15.5,15.5,396.33575,24.319025599598458,1195.613722691435,134914.8453732542,False
15.0,16.0,16.0,396.89407,24.7051269784472,1197.4775173806945,134914.8453732542,False
15.5,16.5,16.5,397.1191,26.886889798593238,1199.2418104472188,134914.8453732542,False
16.0,17.0,17.0,396.72604,28.52714539941698,1198.8857052485669,134914.8453732542,False
16.5,17.5,17.5,396.56192,26.97751167888319,1197.6197563177282,134914.8453732542,False
17.0,18.0,18.0,396.54037,29.534558992013753,1198.8338063331958,134914.8453732542,False
17.5,18.5,18.5,397.1568,26.078904211815274,1198.9506008645321,134914.8453732542,False
18.0,19.0,19.0,397.37875,22.806597622053093,1197.9786356598834,134914.8453732542,False
18.5,19.5,19.5,396.93274,21.13908690175327,1195.8102028710596,134914.8453732542,False
19.0,20.0,20.0,396.7573,23.068894497956588,1196.2500939741599,134914.8453732542,False
19.5,20.5,20.5,396.08484,25.348262623130584,1195.377488119482,134914.8453732542,False
20.0,21.0,21.0,395.31952,26.31881155500429,1193.5725784898812,134914.8453732542,False
20.5,21.5,21.5,0.9320433,4.405607637608299,2.4297382931343474,134914.8453732542,False
21.0,22.0,22.0,1.1732714,7.566814793982555,4.732205788686597,134914.8453732542,False
21.5,22.5,22.5,1.7737088,7.479938320056076,6.485548644504939,134914.8453732542,False
22.0,23.0,23.0,1.840198,10.062669578793313,7.975880181437935,134914.8453732542,False
22.5,23.5,23.5,1.5333377,6.684212119126558,5.3683861462276194,134914.8453732542,False
23.0,24.0,24.0,1.6282023,6.750562760154424,5.685439405060725,134914.8453732542,False
23.5,24.5,24.5,1.2586955,3.682450203154053,3.0456510494902522,134914.8453732542,False
24.0,25.0,25.0,1.0473335,3.108003901937355,2.125936899321901,134914.8453732542,False
24.5,25.5,25.5,0.8798616,1.187421350168618,0.6644937691416076,134914.8453732542,False
25.0,26.0,26.0,0.81809443,1.2300459072501504,0.6150229536250752,134914.8453732542,False
25.5,26.5,26.5,0.79049397,1.74191582748805,0.870957913744025,134914.8453732542,False
26.0,27.0,27.0,0.7518262,2.5483756893732448,1.2741878446866224,134914.8453732542,False
26.5,27.5,27.5,0.7510424,3.511102744414057,1.7555513722070284,134914.8453732542,False
27.0,28.0,28.0,0.8901981,5.8302769882665695,3.01685313998959,134914.8453732542,False
27.5,28.5,28.5,0.93408155,1.8183135453738901,1.1421905870240556,134914.8453732542,False
28.0,29.0,29.0,1.0182658,4.472479762592915,2.7211912778152185,134914.8453732542,False
28.5,29.5,29.5,0.8238915,3.5305554363211886,1.7652777181605943,134914.8453732542,False
29.0,30.0,30.0,0.8049176,2.0874446528270485,1.0437223264135242,134914.8453732542,False
29.5,30.5,30.5,0.905927,2.0087242816449793,1.1531447635300127,134914.8453732542,False
30.0,31.0,31.0,0.7181692,2.1701359709759207,1.0850679854879604,134914.8453732542,False
30.5,31.5,31.5,0.6794788,2.168682488942587,1.0843412444712934,134914.8453732542,False
31.0,32.0,32.0,0.8518247,2.1752296556589616,1.0876148278294808,134914.8453732542,False
31.5,32.5,32.5,0.65869546,1.6609102229138448,0.8304551114569224,134914.8453732542,False
32.0,33.0,33.0,0.7784069,2.855504069752183,1.4277520348760915,134914.8453732542,False
32.5,33.5,33.5,0.7918612,3.114611856141373,1.5573059280706865,134914.8453732542,False
33.0,34.0,34.0,0.942124,3.390484633751873,1.9523428041318904,134914.8453732542,False
33.5,34.5,34.5,0.96785855,1.2789991763296908,0.9736095047500981,134914.8453732542,False
34.0,35.0,35.0,0.80195624,0.0,0.0,134914.8453732542,False
34.5,35.5,35.5,0.85449606,1.8503175870754431,0.9251587935377216,134914.8453732542,False
35.0,36.0,36.0,0.9119094,3.2385039861062808,1.7859366673986867,134914.8453732542,False
35.5,36.5,36.5,0.70012635,1.1840913489726232,0.5920456744863116,134914.8453732542,False
36.0,37.0,37.0,0.7463365,1.8399025326285787,0.9199512663142894,134914.8453732542,False
36.5,37.5,37.5,0.7740233,2.4610771204375856,1.2305385602187928,134914.8453732542,False
37.0,38.0,38.0,0.85206205,0.9796968772229123,0.48984843861145616,134914.8453732542,False
37.5,38.5,38.5,0.9360944,1.394057447659076,0.9360858950514728,134914.8453732542,False
38.0,39.0,39.0,0.78876716,0.3168816381510577,0.15844081907552884,134914.8453732542,False
38.5,39.5,39.5,0.78657883,2.4673808814516676,1.2336904407258338,134914.8453732542,False
39.0,40.0,40.0,0.7102588,1.5319243874610802,0.7659621937305401,134914.8453732542,False
39.5,40.5,40.5,0.8010426,1.8959306920015893,0.9479653460007946,134914.8453732542,False
40.0,41.0,41.0,0.7129405,1.6270763246466509,0.8135381623233254,134914.8453732542,False
40.5,41.5,41.5,0.63056207,2.7292649533705324,1.3646324766852662,134914.8453732542,False
41.0,42.0,42.0,0.8493274,2.8246522660495903,1.4123261330247951,134914.8453732542,False
41.5,42.5,42.5,0.8469201,1.5896338502534046,0.7948169251267023,134914.8453732542,False
42.0,43.0,43.0,0.7486947,1.8856398882440326,0.9428199441220163,134914.8453732542,False
42.5,43.5,43.5,0.6240716,2.09313182106803,1.046565910534015,134914.8453732542,False
43.0,44.0,44.0,0.67248064,0.1905188183619328,0.0952594091809664,134914.8453732542,False
43.5,44.5,44.5,0.8053051,2.3067643165066616,1.1533821582533308,134914.8453732542,False
44.0,45.0,45.0,0.78355014,1.0310232136146233,0.5155116068073117,134914.8453732542,False
44.5,45.5,45.5,0.73873496,2.7935159493298762,1.3967579746649381,134914.8453732542,False
45.0,46.0,46.0,0.7903921,2.5217564020606535,1.2608782010303268,134914.8453732542,False
45.5,46.5,46.5,0.82806087,1.3611973140059375,0.6805986570029687,134914.8453732542,False
46.0,47.0,47.0,0.6960727,0.10849103113513055,0.054245515567565274,134914.8453732542,False
46.5,47.5,47.5,0.8188467,2.9722725908799235,1.4861362954399617,134914.8453732542,False
47.0,48.0,48.0,0.7850836,2.611295305774446,1.305647652887223,134914.8453732542,False
47.5,48.5,48.5,0.77825385,0.012765468816602203,0.006382734408301101,134914.8453732542,False
48.0,49.0,49.0,0.8161572,1.2025950343808374,0.6012975171904187,134914.8453732542,False
48.5,49.5,49.5,0.7927704,0.09487487832210177,0.047437439161050886,134914.8453732542,False
49.0,50.0,50.0,0.7113589,0.3765739173022757,0.18828695865113784,134914.8453732542,False
49.5,50.5,50.5,0.815376,0.5897840930138899,0.29489204650694495,134914.8453732542,False
50.0,51.0,51.0,0.79095006,1.4645178357211732,0.7322589178605866,134914.8453732542,False
50.5,51.5,51.5,0.90107644,1.4474905805308333,0.8580128179202269,134914.8453732542,False
51.0,52.0,52.0,0.83239824,0.0,0.0,134914.8453732542,False
51.5,52.5,52.5,0.80163234,2.8059095981042947,1.4029547990521474,134914.8453732542,False
52.0,53.0,53.0,0.76415074,0.22022290607155542,0.11011145303577771,134914.8453732542,False
52.5,53.5,53.5,0.920291,1.4125183046022158,0.898025391501377,134914.8453732542,False
53.0,54.0,54.0,0.84062845,0.0,0.0,134914.8453732542,False
53.5,54.5,54.5,0.91094816,1.1471166218349584,0.737366506835973,134914.8453732542,False
54.0,55.0,55.0,0.8252189,0.3122715082906687,0.15613575414533434,134914.8453732542,False
54.5,55.5,55.5,0.7817626,2.9971315255737068,1.4985657627868534,134914.8453732542,False
55.0,56.0,56.0,0.88577133,1.2298853684182434,0.7034104040222225,134914.8453732542,False
55.5,56.5,56.5,0.9345803,2.6003044573746483,1.534678594117482,134914.8453732542,False
56.0,57.0,57.0,0.7547495,2.5778610293517645,1.2889305146758823,134914.8453732542,False
56.5,57.5,57.5,0.74533033,2.6249374744565275,1.3124687372282637,134914.8453732542,False
57.0,58.0,58.0,0.8664324,0.0,0.030596940679198277,134914.8453732542,False
57.5,58.5,58.5,0.7920557,0.0,0.0,134914.8453732542,False
58.0,59.0,59.0,0.77210665,0.8651263016961809,0.43256315084809044,134914.8453732542,False
58.5,59.5,59.5,0.8603244,0.0,0.01231889744173152,134914.8453732542,False
59.0,60.0,60.0,0.74208915,0.21919720075680005,0.10959860037840002,134914.8453732542,False
59.5,60.5,60.5,0.76079094,2.235705808270071,1.1178529041350356,134914.8453732542,False
60.0,61.0,61.0,0.80931836,0.9149703406652497,0.45748517033262487,134914.8453732542,False
60.5,61.5,61.5,0.77166694,1.6368945145587908,0.8184472572793954,134914.8453732542,False
61.0,62.0,62.0,0.78202623,0.36583774833475835,0.18291887416737918,134914.8453732542,False
61.5,62.5,62.5,0.7502565,2.468185731261848,1.234092865630924,134914.8453732542,False
62.0,63.0,63.0,0.6887011,2.185969594095776,1.092984797047888,134914.8453732542,False
62.5,63.5,63.5,0.8451079,3.2513374659748435,1.6256687329874218,134914.8453732542,False
63.0,64.0,64.0,0.6994309,2.3289885054124357,1.1644942527062179,134914.8453732542,False
63.5,64.5,64.5,0.67080826,0.390531149394121,0.1952655746970605,134914.8453732542,False
64.0,65.0,65.0,1.0892404,4.080492516147913,2.73758582014634,134914.8453732542,False
64.5,65.5,65.5,0.90420884,2.3239555463426647,1.3056188712841872,134914.8453732542,False
65.0,66.0,66.0,1.0589881,3.3944106948108206,2.3040161920690707,134914.8453732542,False
65.5,66.5,66.5,0.9424083,4.751696579722315,2.6337995740475413,134914.8453732542,False
66.0,67.0,67.0,1.0498027,1.4213939607350647,1.2900208414335403,134914.8453732542,False
66.5,67.5,67.5,1.0477413,4.150169998315379,2.6482403149318774,134914.8453732542,False
67.0,68.0,68.0,1.0141513,1.0259365132379314,0.9856071768049043,134914.8453732542,False
67.5,68.5,68.5,0.9118145,4.096514763919814,2.2146581006003703,134914.8453732542,False
68.0,69.0,69.0,0.9129551,1.2444074120420625,0.7920176007748498,134914.8453732542,False
68.5,69.5,69.5,0.9639684,1.7231947214158425,1.1840661635696046,134914.8453732542,False
69.0,70.0,70.0,0.96428,4.860587853102838,2.753695217117984,134914.8453732542,False
