channel,source_channel,prn,first_raw_interval_start_sample,source_raw_interval_start_sample,code_nco_rate_chips_s,carrier_doppler_hz,residual_code_phase_chips,residual_carrier_phase_rad,code_phase_step_chips_per_sample,carrier_phase_step_rad_per_sample,code_phase_rate_step_chips_per_sample2,carrier_phase_rate_step_rad_per_sample2,dll_filter_output_chips_s,pll_fll_filter_output_hz,carrier_phase_accumulator_rad,residual_code_phase_samples,interval_length_samples
0,0,15,25002180,475002180,1022997.946035061,-3094.76806640625,0.014383313208735423,-3.6084117889404297,0.2045995892070122,-0.0038890002487944743,0.0,0.0,0.044375285506248474,-3094.76806640625,95642.11973643734,0.07029981469895574,5000
1,1,25,25002000,475002000,1023001.7747649256,2929.039306640625,0.026707960361868864,0.5039730668067932,0.20460035495298512,0.0036807393471271796,0.0,0.0,0.1272086501121521,2929.039306640625,-88685.34742250107,0.13053721420965303,5000
2,10,11,25001295,475001295,1023001.2404185612,2188.164306640625,0.04939142135845131,3.935593843460083,0.20460024808371224,0.0027497283642358428,0.0,0.0,0.18046735227108002,2188.164306640625,-68470.89773257368,0.24140450376307854,5000
3,2,18,25000069,475000069,1022997.6316543996,-3801.318603515625,0.043667843056237166,-5.764638900756836,0.2045995263308799,-0.0047768778395035705,0.0,0.0,-0.10004310309886932,-3801.318603515625,116617.7559149013,0.21343081208124204,5000
4,3,24,25001549,475001549,1022998.7593345236,-2205.768798828125,0.03342667237880826,-5.04416036605835,0.2045997518669047,-0.002771850821566414,0.0,0.0,-0.19165192544460297,-2205.768798828125,67390.47277874866,0.16337591846422583,5000
5,4,12,25000576,475000576,1023001.6621477854,2458.660400390625,0.04057888788910788,4.918887615203857,0.20460033242955708,0.003089643780615738,0.0,0.0,-0.06561505794525146,2458.660400390625,-76285.40505881816,0.1983324631355572,5000
6,5,21,25001073,475001073,1022998.2669551804,-2818.372314453125,0.07534956557997673,-6.007100582122803,0.20459965339103608,-0.0035416711032667278,0.0,0.0,-0.09706707298755646,-2818.372314453125,86851.78912249411,0.3682780705203186,5000
7,6,20,25003098,475003098,1022999.1760625653,-908.8359375,0.11110331878757218,-5.701361179351807,0.20459983521251307,-0.0011420769218273596,0.0,0.0,0.23378422856330872,-908.8359375,25189.28634607925,0.5430274109075981,5000
8,7,8,25002357,475002357,1022999.2442425725,-1063.5958251953125,0.0881658630433132,-0.07444130629301071,0.20459984884851448,-0.00133655393232895,0.0,0.0,0.06511078774929047,-1063.5958251953125,33352.05859756094,0.4309185150405028,5000
9,8,14,25004123,475004123,1023001.3691051925,2141.63525390625,0.09041588973456964,1.202069640159607,0.2046002738210385,0.0026912582321363208,0.0,0.0,0.021567050367593765,2141.63525390625,-66495.69767930657,0.4419148031720397,5000
10,9,10,25000220,475000220,1023000.6573362452,1169.231201171875,0.1387795110475913,2.728278875350952,0.20460013146724904,0.0014692992607798162,0.0,0.0,0.10190479457378387,1169.231201171875,-36632.12946251164,0.6782962945935651,5000
