channel,source_channel,prn,first_raw_interval_start_sample,source_raw_interval_start_sample,code_nco_rate_chips_s,carrier_doppler_hz,residual_code_phase_chips,residual_carrier_phase_rad,code_phase_step_chips_per_sample,carrier_phase_step_rad_per_sample,code_phase_rate_step_chips_per_sample2,carrier_phase_rate_step_rad_per_sample2,dll_filter_output_chips_s,pll_fll_filter_output_hz,carrier_phase_accumulator_rad,residual_code_phase_samples,interval_length_samples
0,0,20,125010616,2375010616,1022997.8815589421,-2970.336669921875,0.01780353675270737,-0.5272331833839417,0.040919915262357685,-0.0007465270288731962,0.0,0.0,0.1896510124206543,-2970.336669921875,67988.11021563389,0.43508244429540355,25000
1,1,19,125010949,2375010949,1023001.6506136529,2588.065673828125,0.032770768722074864,5.6651434898376465,0.04092006602454611,0.0006504518486325099,0.0,0.0,0.02994847297668457,2588.065673828125,-79366.24434850077,0.8008483833436912,25000
2,10,23,125015710,2375015710,1022999.7526282314,-478.5928039550781,0.008873837375061604,-1.7412744760513306,0.040919990105129256,-0.00012028349095729735,0.0,0.0,-0.06340277940034866,-478.5928039550781,14203.07827489031,0.2168582483100181,25000
3,2,3,125013098,2375013098,1023000.4683843547,605.92919921875,0.019078037994792442,1.0945030450820923,0.04092001873537419,0.00015228661766889404,0.0,0.0,-0.07492383569478989,605.92919921875,-18589.927268399595,0.4662274990187143,25000
4,3,30,253014358,2503014358,1023000.0,-100.0,0.0,0.0,0.04092,-2.51327412287184e-05,0.0,0.0,0.0,0.0,0.25175466888807224,0.0,25000
5,4,16,125009311,2375009311,1022998.2729077659,-2817.24658203125,0.03915061883672881,-1.2197151184082031,0.04091993091631064,-0.000708051293236828,0.0,0.0,-0.10228866338729858,-2817.24658203125,87039.92779704378,0.9567616063868627,25000
6,5,6,125016851,2375016851,1022999.8142430946,-565.6341552734375,0.02917955897250677,-0.45359867811203003,0.040919992569723784,-0.0001421593685461203,0.0,0.0,-0.18153800070285797,-565.6341552734375,17336.74576341695,0.713088080912712,25000
7,6,7,125003645,2375003645,1023001.2492046178,1849.987060546875,0.038444254088526274,4.667748928070068,0.04092004996818471,0.0004649524606920201,0.0,0.0,-0.04791431874036789,1849.987060546875,-57825.71944009701,0.9394967532643932,25000
8,7,13,125015588,2375015588,1023001.1379710004,1804.1285400390625,0.02406856596280927,0.0014299075119197369,0.040920045518840015,0.0004534269574014728,0.0,0.0,0.03354103863239288,1804.1285400390625,-55808.07874495848,0.5881852196798718,25000
9,8,26,125016741,2375016741,1022997.3495088993,-5820.43310546875,0.029927442805675053,-3.8432159423828125,0.04091989398035597,-0.0014628343907881194,0.0,0.0,-1.1290109157562256,-5820.43310546875,165849.64284641822,0.7313665773435787,25000
10,9,10,125008957,2375008957,1023000.1549675654,594.02587890625,0.008595231218008372,0.6978928446769714,0.04092000619870262,0.00014929498697712794,0.0,0.0,0.2307635247707367,594.02587890625,-18731.406396701193,0.21004960693971952,25000
