i_mean,q_mean,i_std,q_std,iq_corr,power_mean,power_std,amp_mean,amp_std,psd_entropy,psd_flatness,ac_00,ac_01,ac_02,ac_03,ac_04,ac_05,ac_06,ac_07,ac_08,ac_09,ac_10,ac_11,run_id,window_index,t,window_start_s,window_end_s,start_sample,end_sample,block_ms,stride_s
-29.1989803314209,9.548500061035156,2081.56884765625,2059.06103515625,0.0012054590089080914,8573604.0,8572150.0,2595.220458984375,1355.8887939453125,0.9481877048185231,0.5582605826263702,0.015783241018652916,-0.001754320110194385,0.015880439430475235,0.007148248143494129,0.0019596663769334555,0.007412000093609095,-0.004634573590010405,0.00499694375321269,0.006815329659730196,-0.0013720951974391937,0.0009689727448858321,0.0016797480639070272,smoke-syn-oak,0,0.0,0.0,0.01,0,50000,10.0,0.5
-8.149760246276855,1.5485800504684448,2075.5556640625,2064.94287109375,0.0027293753926642345,8571990.0,8574861.0,2595.982177734375,1353.83349609375,0.9500003477456815,0.5566480082345827,0.01624184288084507,-0.0027920634020119905,0.016480080783367157,0.007226157933473587,-0.003310886677354574,0.007948542945086956,0.004810124170035124,-0.005091432482004166,0.007004282902926207,-0.001569333951920271,0.0030553569085896015,0.003434823825955391,smoke-syn-oak,1,0.5,0.5,0.51,2500000,2550000,10.0,0.5
-18.844039916992188,15.752900123596191,2079.30712890625,2088.363525390625,0.006714115623832954,8685384.0,8713449.0,2613.265625,1362.43408203125,0.9503163395669953,0.5689808779901928,0.01601773500442505,-0.0015933463582769036,0.01609678752720356,0.008584510535001755,0.0006978805176913738,0.008612831123173237,0.002042453270405531,0.00013628620945382863,0.002046995097771287,-0.002043718472123146,0.0007882706122472882,0.0021904692985117435,smoke-syn-oak,2,1.0,1.0,1.01,5000000,5050000,10.0,0.5
-18.585020065307617,14.644399642944336,2066.975341796875,2074.79296875,0.0028943238127078575,8577713.0,8503231.0,2597.935302734375,1352.199951171875,0.9482052498794802,0.5508612177807073,0.01801334135234356,0.00028956044116057456,0.01801566779613495,0.008677465841174126,-0.005305672995746136,0.010170967318117619,0.004817814566195011,-0.004105802159756422,0.006330003961920738,-0.00419570179656148,-0.006824927870184183,0.008011464029550552,smoke-syn-oak,3,1.5,1.5,1.51,7500000,7550000,10.0,0.5
-6.686659812927246,17.028400421142578,2078.773681640625,2077.6767578125,0.003794552499158463,8638376.0,8635235.0,2604.991455078125,1361.0274658203125,0.9482142683425153,0.5527825422926784,0.009983643889427185,-0.004952176474034786,0.011144380085170269,0.01370520330965519,0.0035444849636405706,0.014156128279864788,0.006324807181954384,-0.0041350009851157665,0.007556547876447439,0.005934318993240595,0.00275938562117517,0.006544490344822407,smoke-syn-oak,4,2.0,2.0,2.01,10000000,10050000,10.0,0.5
-4.492660045623779,0.5812600255012512,2077.538818359375,2071.59814453125,-0.0030048771718915682,8607707.0,8587233.0,2601.7685546875,1355.91552734375,0.9480448042621648,0.553341810145134,0.021824415773153305,0.0018427226459607482,0.021902071312069893,0.013754119165241718,-0.0018813100177794695,0.013882187195122242,0.007200152147561312,-0.002566203474998474,0.007643794175237417,0.00010195044160354882,0.002217961009591818,0.0022203028202056885,smoke-syn-oak,5,2.5,2.5,2.51,12500000,12550000,10.0,0.5
-14.87362003326416,6.541900157928467,2070.72900390625,2060.150146484375,0.0048357965329838,8532401.0,8487157.0,2591.509765625,1347.7677001953125,0.9502734739045102,0.5688635929948569,0.01364656537771225,0.002301200060173869,0.013839229010045528,0.009857356548309326,-0.0011783316731452942,0.009927534498274326,0.0031698844395577908,0.00011715824803104624,0.003172048833221197,-0.003499432932585478,-0.002306690439581871,0.004191282670944929,smoke-syn-oak,6,3.0,3.0,3.01,15000000,15050000,10.0,0.5
-6.706739902496338,6.293540000915527,2071.236328125,2067.407470703125,0.00788215049724486,8564277.0,8622527.0,2590.7197265625,1361.0465087890625,0.9459746313967589,0.5478260535153057,0.014429152943193913,-0.0031701596453785896,0.014773298986256123,0.010664897970855236,-0.001548333209939301,0.010776706039905548,0.009848962537944317,0.001253318740054965,0.009928387589752674,0.0010973067255690694,-0.0002747685357462615,0.0011311850976198912,smoke-syn-oak,7,3.5,3.5,3.51,17500000,17550000,10.0,0.5
-5.189740180969238,18.228740692138672,2065.373779296875,2058.06103515625,-0.0048387955497302335,8501743.0,8507857.0,2583.892578125,1351.015625,0.9490284388639679,0.5624661612049502,0.012528357096016407,-0.0012723682448267937,0.012592801824212074,0.012679621577262878,-0.002071022754535079,0.012847643345594406,0.00644232053309679,0.0002254132559755817,0.006446262821555138,0.0031097896862775087,-0.002384400460869074,0.003918693400919437,smoke-syn-oak,8,4.0,4.0,4.01,20000000,20050000,10.0,0.5
-18.04844093322754,16.267480850219727,2057.52099609375,2064.812744140625,0.002060303157480406,8497434.0,8438059.0,2584.082275390625,1349.0562744140625,0.9482980980267216,0.5610032372404223,0.017069535329937935,-0.0042905439622700214,0.01760050654411316,0.008796226233243942,0.003595020854845643,0.009502514265477657,0.008327292278409004,0.0018462534062564373,0.008529504761099815,0.0010154228657484055,-0.003954129293560982,0.00408242829144001,smoke-syn-oak,9,4.5,4.5,4.51,22500000,22550000,10.0,0.5
-10.273039817810059,11.375760078430176,2066.86865234375,2067.040771484375,-0.001658835703834461,8544839.0,8551613.0,2591.4296875,1352.5277099609375,0.9501891717921407,0.5692668173995264,0.01752207614481449,0.005356594920158386,0.01832256093621254,0.00727611081674695,-0.004708203952759504,0.008666543290019035,0.0031229269225150347,-0.007473052013665438,0.008099332451820374,-0.002159191993996501,-0.0008965542656369507,0.0023379307240247726,smoke-syn-oak,10,5.0,5.0,5.01,25000000,25050000,10.0,0.5
-18.003019332885742,33.4863395690918,2074.91455078125,2067.0439453125,0.0027457712970573502,8579386.0,8571613.0,2596.837646484375,1354.9241943359375,0.9477689293174602,0.5560842580157744,0.015703262761235237,0.002291392767801881,0.015869559720158577,0.00567204225808382,0.0024906941689550877,0.0061948057264089584,1.2654792044486385e-05,-0.0010561984963715076,0.001056274282746017,0.0026512525510042906,0.0014914365019649267,0.003041960299015045,smoke-syn-oak,11,5.5,5.5,5.51,27500000,27550000,10.0,0.5
-3.334700107574463,17.690479278564453,2086.452392578125,2070.559814453125,-0.0013561517831654731,8640825.0,8696798.0,2602.4541015625,1366.7694091796875,0.9475380897259108,0.5513875343633727,0.014270434156060219,-0.0021804976277053356,0.01443606149405241,0.008616834878921509,-0.000754578213673085,0.008649811148643494,0.0027418381068855524,-0.00273389951325953,0.003871935186907649,0.002526913769543171,-0.002061083447188139,0.0032608830370008945,smoke-syn-oak,12,6.0,6.0,6.01,30000000,30050000,10.0,0.5
