i_mean,q_mean,i_std,q_std,iq_corr,power_mean,power_std,amp_mean,amp_std,psd_entropy,psd_flatness,ac_00,ac_01,ac_02,ac_03,ac_04,ac_05,ac_06,ac_07,ac_08,ac_09,ac_10,ac_11,run_id,window_index,t,window_start_s,window_end_s,start_sample,end_sample,block_ms,stride_s
3.5529439449310303,-1.2266119718551636,597.0968627929688,595.080810546875,0.011291902088998901,710660.0,709080.5625,747.2255859375,390.274169921875,0.9274922048987347,0.25935208032034507,0.251047283411026,-0.0395328626036644,0.2541408836841583,-0.03471486642956734,0.008830220438539982,0.035820312798023224,0.006584747228771448,-0.00032667521736584604,0.006592845544219017,0.08515166491270065,-0.00807355996221304,0.08553355187177658,DS4,0,0.0,0.0,0.01,0,250000,10,0.5
2.22898006439209,-6.302832126617432,595.58935546875,598.1184692382812,0.020733474456055695,712517.0625,710449.125,748.2557373046875,390.6793212890625,0.9256551452582801,0.2595851182204586,0.25216346979141235,-0.04096882417798042,0.2554698884487152,-0.03179677575826645,0.007098402827978134,0.03257947787642479,0.005400556139647961,-0.0022649415768682957,0.005856276024132967,0.08728677034378052,-0.006514376495033503,0.08752952516078949,DS4,1,0.5,0.5,0.51,12500000,12750000,10,0.5
-6.842564105987549,-2.441391944885254,595.5352172851562,595.2655639648438,0.0005505403959568128,709056.125,708226.0625,746.6826171875,389.25714111328125,0.9271491194196582,0.2609096148920941,0.24874846637248993,-0.04195939004421234,0.25226253271102905,-0.03486720100045204,0.008236788213253021,0.035826895385980606,0.005192058626562357,-0.003442845307290554,0.006229819729924202,0.08535720407962799,-0.007169565185904503,0.08565777540206909,DS4,2,1.0,1.0,1.01,25000000,25250000,10,0.5
-1.1437480449676514,2.347208023071289,599.0278930664062,593.6141967773438,-0.016990541961354074,711219.0,711793.9375,747.2808227539062,390.8841857910156,0.9280207891826595,0.2587356194794559,0.2505110502243042,-0.037969883531332016,0.2533722519874573,-0.03431868180632591,0.007858578115701675,0.03520694747567177,0.00336832064203918,-0.0046068225055933,0.005706872791051865,0.0866764634847641,-0.006612177472561598,0.08692830801010132,DS4,3,1.5,1.5,1.51,37500000,37750000,10,0.5
-1.0646159648895264,7.833444118499756,594.5945434570312,592.7171020507812,0.0008281949736682475,704918.8125,707911.9375,743.4661254882812,390.0985412597656,0.9278113503753295,0.2617077042856775,0.24901659786701202,-0.041514892131090164,0.252453476190567,-0.03730358928442001,0.006747371982783079,0.037908900529146194,0.0019882614724338055,-0.0037223240360617638,0.004220056813210249,0.08593421429395676,-0.005586425773799419,0.08611560612916946,DS4,4,2.0,2.0,2.01,50000000,50250000,10,0.5
2.202523946762085,2.9230918884277344,590.7454223632812,596.87548828125,-0.02272689720296678,705253.875,705688.75,744.1863403320312,389.15350341796875,0.9264122837239193,0.2598021066598578,0.24826185405254364,-0.03886658325791359,0.2512858211994171,-0.037475548684597015,0.005048738792538643,0.037814103066921234,0.001462719403207302,-0.002332554664462805,0.0027532451786100864,0.08531871438026428,-0.005708556156605482,0.08550947904586792,DS4,5,2.5,2.5,2.51,62500000,62750000,10,0.5
2.391684055328369,-1.0030640363693237,594.4686279296875,596.4937133789062,-0.002206623114554282,709204.5,710347.5,746.4201049804688,389.9507141113281,0.9247457877283775,0.2544332202091102,0.2502875328063965,-0.040189675986766815,0.25349369645118713,-0.035320647060871124,0.006211817264556885,0.035862721502780914,0.003988111857324839,-0.0028800233267247677,0.00491930590942502,0.08605454117059708,-0.007657135836780071,0.0863945335149765,DS4,6,3.0,3.0,3.01,75000000,75250000,10,0.5
-1.5896199941635132,-5.151371955871582,595.1873168945312,604.4351806640625,-0.009402839286466989,719618.8125,723892.5625,751.2240600585938,394.05743408203125,0.9289619913164999,0.26493926126553957,0.2493208646774292,-0.03864944726228714,0.2522987723350525,-0.037428420037031174,0.005977643188089132,0.03790275380015373,0.005782767664641142,-0.006374706048518419,0.008606815710663795,0.08600413799285889,-0.00965697132050991,0.08654460310935974,DS4,7,3.5,3.5,3.51,87500000,87750000,10,0.5
-1.7321200370788574,-1.995028018951416,598.98095703125,598.1580810546875,0.0036762488113883333,716578.25,717161.3125,750.2249145507812,392.0979309082031,0.9250586243152287,0.2543022586174564,0.24830850958824158,-0.03842281550168991,0.25126367807388306,-0.03553934395313263,0.005766233894973993,0.03600408881902695,0.00021685748652089387,-0.00377957453019917,0.003785790642723441,0.08690683543682098,-0.005989208351820707,0.08711296319961548,DS4,8,4.0,4.0,4.01,100000000,100250000,10,0.5
-5.030263900756836,5.0375800132751465,593.94140625,604.3655395507812,-0.004673218542444633,718074.8125,718827.0625,750.9203491210938,392.6747741699219,0.9222418481792817,0.25181419710076913,0.24836890399456024,-0.03633533790707588,0.2510126829147339,-0.03602244332432747,0.005211994983255863,0.0363975465297699,0.0012512344401329756,-0.002103277714923024,0.0024473178200423717,0.0834154561161995,-0.006221726071089506,0.08364716172218323,DS4,9,4.5,4.5,4.51,112500000,112750000,10,0.5
-2.662584066390991,3.5632081031799316,598.8878784179688,600.086669921875,-0.0037497906618825785,718790.4375,720211.0625,750.974365234375,393.48187255859375,0.9258476607678889,0.25875014905728844,0.25084707140922546,-0.0383312962949276,0.25375881791114807,-0.035159189254045486,0.002557988278567791,0.03525212034583092,0.00459243031218648,-0.00397006468847394,0.006070571020245552,0.08606694638729095,-0.006145395338535309,0.08628606796264648,DS4,10,5.0,5.0,5.01,125000000,125250000,10,0.5
4.488403797149658,-0.5878520011901855,596.676513671875,603.1835327148438,0.01918011766876647,719873.6875,721352.5,751.84716796875,393.1914367675781,0.9253657530209783,0.253687479827685,0.24900738894939423,-0.039151836186647415,0.25206655263900757,-0.03614334017038345,0.004895985126495361,0.036473438143730164,0.0013015605509281158,-0.004229490179568529,0.004425228573381901,0.08524495363235474,-0.0061466023325920105,0.08546626567840576,DS4,11,5.5,5.5,5.51,137500000,137750000,10,0.5
0.2816559970378876,-5.8108439445495605,593.9827270507812,601.7028198242188,0.003653108516387004,714895.625,715156.4375,749.2183227539062,391.87701416015625,0.930613587660211,0.27262417318942017,0.24901527166366577,-0.03870547190308571,0.252005398273468,-0.035716086626052856,0.006477078422904015,0.036298640072345734,0.003470408031716943,-0.0035869574639946222,0.004990991670638323,0.08903970569372177,-0.005825570318847895,0.08923007547855377,DS4,12,6.0,6.0,6.01,150000000,150250000,10,0.5
3.3673319816589355,-4.543484210968018,598.6232299804688,589.2058715820312,0.007345663353322579,705545.375,704433.4375,744.5615844726562,388.81024169921875,0.9242519577635281,0.2519715573310893,0.251025915145874,-0.03914263844490051,0.2540593445301056,-0.033913787454366684,0.008359340950846672,0.034928835928440094,0.00360242766328156,-0.0043463618494570255,0.005645205732434988,0.08664625138044357,-0.0051870145834982395,0.08680137246847153,DS4,13,6.5,6.5,6.51,162500000,162750000,10,0.5
-5.508148193359375,1.7228080034255981,602.3929443359375,589.620361328125,0.014195465372835796,710562.6875,711445.125,747.0317993164062,390.5203552246094,0.9265912595975839,0.25510754743699104,0.2509034276008606,-0.03709838539361954,0.25363126397132874,-0.0337553508579731,0.007615881506353617,0.03460383415222168,0.0040394277311861515,-0.0015653152950108051,0.004332111217081547,0.0865132287144661,-0.006137021817266941,0.08673062920570374,DS4,14,7.0,7.0,7.01,175000000,175250000,10,0.5
-3.9407401084899902,4.018404006958008,600.1194458007812,596.4646606445312,0.015435837279632944,715945.125,718714.4375,749.6224975585938,392.4425964355469,0.9239781768305821,0.26335967731679616,0.2495369017124176,-0.03866095840930939,0.2525140345096588,-0.03693399950861931,0.0066064042039215565,0.03752019256353378,0.004176479764282703,-0.00219413498416543,0.004717755131423473,0.08420784026384354,-0.006398748140782118,0.0844506025314331,DS4,15,7.5,7.5,7.51,187500000,187750000,10,0.5
-0.14856399595737457,4.109931945800781,597.42138671875,598.0725708007812,-0.0035508814189391374,714620.0,716495.1875,748.8328247070312,392.26190185546875,0.9251503928398993,0.2592294585107016,0.24912822246551514,-0.03778635710477829,0.2519775331020355,-0.03634355962276459,0.004311906173825264,0.03659845516085625,0.0036682370118796825,-0.0074513815343379974,0.008305362425744534,0.08675708621740341,-0.009344539605081081,0.08725888282060623,DS4,16,8.0,8.0,8.01,200000000,200250000,10,0.5
4.3163161277771,0.026871999725699425,588.9474487304688,600.9666748046875,-0.015202580401093548,708038.6875,707387.8125,745.8933715820312,389.4634704589844,0.9266906321520892,0.26196374851016513,0.2504788339138031,-0.03680339455604553,0.2531681954860687,-0.034967534244060516,0.007933881133794785,0.03585631027817726,0.0034263862762600183,-0.0002881760592572391,0.0034384834580123425,0.08631595969200134,-0.010338778607547283,0.08693293482065201,DS4,17,8.5,8.5,8.51,212500000,212750000,10,0.5
-0.29720398783683777,-0.00964799989014864,590.4480590820312,599.1417846679688,0.00340448236363954,707599.875,707387.0625,745.406494140625,389.8320617675781,0.922132824730876,0.2613507626607489,0.2508763372898102,-0.041567493230104446,0.2542966604232788,-0.0321192592382431,0.004542658571153879,0.03243890404701233,0.0037703292910009623,-0.004959364887326956,0.0062298220582306385,0.08903845399618149,-0.005543310195207596,0.08921084553003311,DS4,18,9.0,9.0,9.01,225000000,225250000,10,0.5
-2.437079906463623,-6.0402679443359375,599.3703002929688,590.7244262695312,0.002044948173957187,708242.5625,708072.8125,745.8468017578125,389.81427001953125,0.9242759340744314,0.2512646184549829,0.2517186105251312,-0.03824508935213089,0.2546074390411377,-0.03153389319777489,0.007296625524759293,0.03236706927418709,0.005088251084089279,-0.0020874771289527416,0.005499805323779583,0.08915530890226364,-0.0040572392754256725,0.08924757689237595,DS4,19,9.5,9.5,9.51,237500000,237750000,10,0.5
-6.93144416809082,-2.874948024749756,604.9241943359375,590.8677978515625,-0.009373746476865088,715114.3125,718661.5625,748.8981323242188,392.76708984375,0.9253327917997339,0.2600326619979673,0.2526785731315613,-0.036243438720703125,0.25526466965675354,-0.03228195384144783,0.005988591350615025,0.03283272311091423,0.003691802266985178,-0.004349044989794493,0.005704699549823999,0.08804783970117569,-0.007256370037794113,0.08834634721279144,DS4,20,10.0,10.0,10.01,250000000,250250000,10,0.5
-1.9504640102386475,6.801951885223389,595.5796508789062,593.9904174804688,-0.0009275324531085516,707589.75,706230.0,745.7056274414062,389.2466735839844,0.9242427404311686,0.2567460813277055,0.25170212984085083,-0.037880342453718185,0.25453659892082214,-0.03282831981778145,0.007057162467390299,0.0335782989859581,0.00575902359560132,-0.00223333016037941,0.0061769019812345505,0.0868028774857521,-0.004849545191973448,0.08693823963403702,DS4,21,10.5,10.5,10.51,262500000,262750000,10,0.5
-1.4427039623260498,5.540711879730225,591.9047241210938,598.1365356445312,0.0025537615724657097,708151.1875,708926.0,745.7931518554688,389.7997741699219,0.9267054281177943,0.2683309214216568,0.25108933448791504,-0.041907478123903275,0.2545625567436218,-0.0338192842900753,0.005287692882120609,0.03423015773296356,0.0034785764291882515,-0.002969158347696066,0.004573444370180368,0.08937960863113403,-0.004535898566246033,0.08949463069438934,DS4,22,11.0,11.0,11.01,275000000,275250000,10,0.5
7.7265400886535645,-0.04621199890971184,589.4556884765625,599.2891845703125,0.0011492511281956544,706665.25,706342.3125,745.0949096679688,389.228515625,0.9258720577201089,0.26896388049700226,0.2491738498210907,-0.04142218083143234,0.25259336829185486,-0.03687584772706032,0.007632831111550331,0.037657514214515686,0.0035785853397101164,-0.002110626082867384,0.004154637921601534,0.08557093888521194,-0.008026259019970894,0.08594653010368347,DS4,23,11.5,11.5,11.51,287500000,287750000,10,0.5
1.2085800170898438,-6.097804069519043,592.0281372070312,593.875244140625,0.0006330727439678923,703223.6875,702963.5625,742.995849609375,388.81976318359375,0.9259195730976777,0.25741624800228297,0.2491515874862671,-0.04140397906303406,0.25256842374801636,-0.03533113747835159,0.008809322491288185,0.03641282021999359,0.0037336659152060747,-0.001597367925569415,0.004061015322804451,0.08899695426225662,-0.004449496977031231,0.08910811692476273,DS4,24,12.0,12.0,12.01,300000000,300250000,10,0.5
-1.8563920259475708,-0.2047639936208725,594.8148193359375,595.2646484375,-0.010217752887708556,708148.125,706347.625,746.012451171875,389.37579345703125,0.931087091294777,0.270371775973727,0.25019821524620056,-0.03928840532898903,0.2532641291618347,-0.03340519964694977,0.007746927905827761,0.034291721880435944,0.005342497490346432,-0.003261941485106945,0.006259595975279808,0.09016856551170349,-0.007801307365298271,0.09050542116165161,DS4,25,12.5,12.5,12.51,312500000,312750000,10,0.5
-2.1822879314422607,-0.5004519820213318,589.082763671875,600.8877563476562,0.0023282161505134634,708089.625,708836.75,745.5693359375,390.148681640625,0.9246386545327259,0.2515712588374098,0.2525031864643097,-0.037039726972579956,0.2552054226398468,-0.03253969922661781,0.009125976823270321,0.033795200288295746,0.006172107998281717,-0.001085728988982737,0.006266875192523003,0.08792684972286224,-0.0026517619844526052,0.08796682953834534,DS4,26,13.0,13.0,13.01,325000000,325250000,10,0.5
-1.3935120105743408,4.338640213012695,590.3941650390625,598.9308471679688,0.011791677755743791,707304.25,707781.75,745.3578491210938,389.54583740234375,0.9244121618019948,0.254632335358502,0.24900105595588684,-0.03709403797984123,0.25174885988235474,-0.036591269075870514,0.007750153541564941,0.03740302100777626,0.003150858450680971,-0.0037703218404203653,0.004913576878607273,0.08734393119812012,-0.0071621788665652275,0.08763708919286728,DS4,27,13.5,13.5,13.51,337500000,337750000,10,0.5
1.7279959917068481,-0.11993200331926346,596.9212646484375,599.7061767578125,-0.010290688464670093,715965.5,717064.5625,749.6826782226562,392.3537292480469,0.923629290457876,0.25056789738763324,0.24920573830604553,-0.04004555568099022,0.25240275263786316,-0.0367513969540596,0.006095399148762226,0.03725344315171242,0.0018085967749357224,-0.002226305427029729,0.0028683545533567667,0.08801563084125519,-0.003639897797256708,0.08809085935354233,DS4,28,14.0,14.0,14.01,350000000,350250000,10,0.5
5.288919925689697,-1.9792239665985107,592.5685424804688,602.2496948242188,-0.014106024953101738,713874.125,714065.4375,748.7384033203125,391.49053955078125,0.9274445267275305,0.26435389176001023,0.250505268573761,-0.039702486246824265,0.25363197922706604,-0.03598267585039139,0.0027367742732167244,0.03608660399913788,0.003590329084545374,-0.003941769246011972,0.005331791937351227,0.08528053760528564,-0.003704089904204011,0.08536094427108765,DS4,29,14.5,14.5,14.51,362500000,362750000,10,0.5
1.081936001777649,-2.3626999855041504,600.2341918945312,595.207763671875,-0.005781005592072334,714560.125,715933.625,748.91455078125,392.0293273925781,0.9299574960740172,0.2617434839479987,0.25066012144088745,-0.03824276849627495,0.2535606622695923,-0.03185594081878662,0.005581471603363752,0.032341208308935165,0.0039015046786516905,-0.004343247972428799,0.005838282406330109,0.08891904354095459,-0.005383627489209175,0.08908186852931976,DS4,30,15.0,15.0,15.01,375000000,375250000,10,0.5
-2.432368040084839,-3.39437198638916,605.6326293945312,588.3575439453125,-0.0005499700392325833,712972.9375,712390.0625,748.485107421875,390.8234558105469,0.9283461612723825,0.2673820063800121,0.2540530562400818,-0.03772205486893654,0.25683829188346863,-0.034809619188308716,0.00483925174921751,0.0351443886756897,0.00561817130073905,-0.0008699126192368567,0.0056851208209991455,0.08525300025939941,-0.005339458119124174,0.08542004227638245,DS4,31,15.5,15.5,15.51,387500000,387750000,10,0.5
-4.82122802734375,3.2692599296569824,597.2582397460938,595.9503173828125,0.009132733548581415,711908.0625,711069.875,747.8887939453125,390.60260009765625,0.9268610936454477,0.26933949433464,0.2504256069660187,-0.03821098431944847,0.253324031829834,-0.03387005627155304,0.0075049204751849174,0.03469156473875046,0.004394992720335722,-0.0021717462223023176,0.004902289714664221,0.08613671362400055,-0.0020957891829311848,0.08616220951080322,DS4,32,16.0,16.0,16.01,400000000,400250000,10,0.5
-2.180579900741577,6.307675838470459,588.5169067382812,600.7833862304688,0.008763292911080734,707337.375,707459.9375,745.3981323242188,389.51116943359375,0.9281785580818409,0.2698882027967665,0.25076836347579956,-0.04042179509997368,0.2540053129196167,-0.033429138362407684,0.007214266806840897,0.03419872745871544,0.0046866280026733875,-0.004089484456926584,0.0062199970707297325,0.08645109832286835,-0.006993134506046772,0.08673347532749176,DS4,33,16.5,16.5,16.51,412500000,412750000,10,0.5
0.7021759748458862,3.9822959899902344,592.1502685546875,594.733154296875,-0.00823508448250357,704365.875,701999.25,744.0738525390625,388.2266540527344,0.9270358510879493,0.2645497795106101,0.2496829777956009,-0.040938422083854675,0.2530168890953064,-0.03375425562262535,0.007178866304457188,0.034509215503931046,0.0030143631156533957,-0.001840699347667396,0.003531934227794409,0.08890030533075333,-0.008630970492959023,0.08931829780340195,DS4,34,17.0,17.0,17.01,425000000,425250000,10,0.5
3.0727720260620117,0.3833560049533844,596.746826171875,591.5389404296875,0.0028105651005677357,706034.6875,705617.0625,744.66796875,389.2354736328125,0.926336162601746,0.26245049709785717,0.2512390911579132,-0.041992902755737305,0.25472432374954224,-0.03312870115041733,0.00486794114112854,0.03348444029688835,0.004116508644074202,-0.003000758122652769,0.0050941333174705505,0.08853904902935028,-0.007560813333839178,0.08886129409074783,DS4,35,17.5,17.5,17.51,437500000,437750000,10,0.5
1.771615982055664,-4.262539863586426,592.239013671875,595.4638061523438,-0.0016119516139406825,705345.5,706022.5,744.2713623046875,389.1087646484375,0.9257247498174219,0.2600967103221523,0.2497532218694687,-0.03967711329460144,0.25288525223731995,-0.035741452127695084,0.007190633099526167,0.0364576019346714,0.0032591475173830986,-0.0017576923128217459,0.0037029075901955366,0.08543756604194641,-0.00556102953851223,0.08561835438013077,DS4,36,18.0,18.0,18.01,450000000,450250000,10,0.5
-2.9528400897979736,-3.8529880046844482,591.7382202148438,596.3972778320312,-0.020296547803436392,705867.375,705645.25,744.4843139648438,389.3719177246094,0.927663609372326,0.26856229414156807,0.2516341507434845,-0.040381599217653275,0.2548537254333496,-0.03217693045735359,0.009082397446036339,0.0334341861307621,0.004015104845166206,-0.0018302630633115768,0.004412587732076645,0.08712784945964813,-0.0020967184100300074,0.08715307712554932,DS4,37,18.5,18.5,18.51,462500000,462750000,10,0.5
-5.902307987213135,3.100980043411255,592.7177734375,594.3423461914062,0.004239544496469725,704601.625,704997.6875,743.8760986328125,388.9087829589844,0.9269969807352215,0.25857970102019356,0.25087568163871765,-0.03945270553231239,0.25395891070365906,-0.03409730643033981,0.006443182937800884,0.03470073267817497,0.004827227909117937,-0.004255799110978842,0.0064353677444159985,0.08736816048622131,-0.00468160305172205,0.08749350160360336,DS4,38,19.0,19.0,19.01,475000000,475250000,10,0.5
