run_id,source_fingerprint,label,prn,channel,sample_rate_hz,segment_index,window_index,window_start_s,window_end_s,window_mid_s,epoch_count,tap_count,tap_layout,left_right_imbalance_mean,left_right_imbalance_std,peak_index_mean,peak_index_std,peak_width_mean,peak_width_std,peak_sharpness_mean,peak_sharpness_std,doppler_std,doppler_slope,cn0_std,code_err_abs_mean,code_err_std,prompt_mag_cv,tap_E4_mean,tap_E4_std,tap_E4_cv,tap_E4_rel_prompt_mean,tap_E4_rel_sum_mean,tap_E3_mean,tap_E3_std,tap_E3_cv,tap_E3_rel_prompt_mean,tap_E3_rel_sum_mean,tap_E2_mean,tap_E2_std,tap_E2_cv,tap_E2_rel_prompt_mean,tap_E2_rel_sum_mean,tap_E_mean,tap_E_std,tap_E_cv,tap_E_rel_prompt_mean,tap_E_rel_sum_mean,tap_P_mean,tap_P_std,tap_P_cv,tap_P_rel_prompt_mean,tap_P_rel_sum_mean,tap_L_mean,tap_L_std,tap_L_cv,tap_L_rel_prompt_mean,tap_L_rel_sum_mean,tap_L2_mean,tap_L2_std,tap_L2_cv,tap_L2_rel_prompt_mean,tap_L2_rel_sum_mean,tap_L3_mean,tap_L3_std,tap_L3_cv,tap_L3_rel_prompt_mean,tap_L3_rel_sum_mean,tap_L4_mean,tap_L4_std,tap_L4_cv,tap_L4_rel_prompt_mean,tap_L4_rel_sum_mean,dmcpd_prompt_dominance_mean,dmcpd_prompt_to_max_side_mean,dmcpd_max_side_to_prompt_mean,dmcpd_second_side_to_prompt_mean,dmcpd_centroid_shift_mean,dmcpd_centroid_shift_std,dmcpd_width_variance_mean,dmcpd_left_right_energy_abs_mean,dmcpd_curvature_e1l1_mean,dmcpd_pair1_signed_asym_mean,dmcpd_pair1_abs_asym_mean,dmcpd_pair1_ratio_mean,dmcpd_pair1_sum_to_prompt_mean,dmcpd_pair2_signed_asym_mean,dmcpd_pair2_abs_asym_mean,dmcpd_pair2_ratio_mean,dmcpd_pair2_sum_to_prompt_mean,dmcpd_pair3_signed_asym_mean,dmcpd_pair3_abs_asym_mean,dmcpd_pair3_ratio_mean,dmcpd_pair3_sum_to_prompt_mean,dmcpd_pair4_signed_asym_mean,dmcpd_pair4_abs_asym_mean,dmcpd_pair4_ratio_mean,dmcpd_pair4_sum_to_prompt_mean
receiver,97b17dfedef0f5a10391e28767b09c13c6e729a8b007219ae5dfa471f1fa09cc,normal,G26,1,25000000,0,0,0.86989084,1.86989084,1.36989084,1001,9,"E4,E3,E2,E,P,L,L2,L3,L4",0.001979458061,0.264140517404,4.03896103896,2.86343870866,2.59415819532,0.210046518206,-0.329503304614,1.43716637624,9.18367373208,-1.69530474971,5.3530994382,0.201560256438,0.258993818392,0.510581445529,772014.950027,405860.189338,0.525715453209,1.51169430992,0.115813984515,766959.624465,405565.221431,0.52879605196,1.36318417375,0.112034845077,756743.716075,405844.449594,0.53630369301,1.27252944858,0.109576994315,755886.162029,383630.383317,0.507524019604,1.19403080416,0.109351244966,751626.675494,383766.633842,0.51058144469,0.999999999998,0.108392689741,749338.598443,387010.748141,0.516469789418,1.17662851623,0.108188179153,758681.09501,374167.011695,0.493180882132,1.33332593264,0.112285096359,752973.06771,373248.47322,0.495699632863,1.38074831117,0.111751473796,742674.350859,373957.756925,0.503528574121,1.40388494045,0.112605492078,0.975534207667,0.637177550381,2.16717260845,1.84211263351,-0.00943094531378,0.641899616609,6.36165222163,2.20921757852,-0.185329660194,0.017402287928,0.551454203682,1.31809489676,2.37065932038,-0.0607964840566,0.752558443878,1.41639969483,2.60585538122,-0.0175641374155,0.787148569938,1.49501141941,2.74393248492,0.107809369472,0.781276920534,1.62014806407,2.91557925037
receiver,97b17dfedef0f5a10391e28767b09c13c6e729a8b007219ae5dfa471f1fa09cc,normal,G26,1,25000000,0,1,1.36989084,2.36989084,1.86989084,1000,9,"E4,E3,E2,E,P,L,L2,L3,L4",-0.00957952044164,0.265456637554,4.065,2.8363312571,2.59692605183,0.212646180186,-0.371084738415,1.45619301543,8.96375932373,2.88307647362,3.5645574974,0.208251775286,0.263139931136,0.524825760587,740028.239244,393500.07547,0.531736567069,1.51719042605,0.113908013076,725525.126707,378170.506673,0.521236953417,1.36879919508,0.109323518782,735750.94498,382136.556984,0.51938303252,1.31321278219,0.109821708447,732455.495189,378478.894357,0.51672613127,1.20542171683,0.108779327019,724625.277459,380302.011275,0.524825759057,0.999999999998,0.107516443249,732020.756824,377995.421462,0.516372545366,1.21444141884,0.108772145294,748291.916879,377901.372379,0.505018648277,1.38031822046,0.11251824199,748800.152396,385556.318063,0.514898824245,1.46197570642,0.113411067145,749662.644974,390117.095357,0.520390202143,1.50731844144,0.115949534999,0.967647989237,0.628553394047,2.24837553665,1.90209055977,0.0258146181432,0.648509634903,6.36801217553,2.31746945374,-0.209931567837,-0.0090197020082,0.580116614314,1.3002190113,2.41986313567,-0.0671054382681,0.735034840307,1.41584829225,2.69353100265,-0.0931765113378,0.805767257725,1.37864583258,2.8307749015,0.0098719846074,0.855323366875,1.51957069253,3.02450886749
receiver,97b17dfedef0f5a10391e28767b09c13c6e729a8b007219ae5dfa471f1fa09cc,normal,G26,1,25000000,0,2,1.86989084,2.86989084,2.36989084,1000,9,"E4,E3,E2,E,P,L,L2,L3,L4",-0.0199387481824,0.266032883197,4.159,2.84705444275,2.59313834782,0.215839799327,-0.320057747782,1.10802630934,9.87690193833,15.9261746958,3.57807356544,0.211893102373,0.271691014154,0.525885186372,702420.749502,384883.578885,0.547938794742,1.38069515832,0.110245116415,702134.531291,373775.499166,0.53234171303,1.31795498732,0.108396459899,716097.977981,371008.912697,0.518097975563,1.26407402384,0.109101146064,716220.00785,379159.771837,0.529390086399,1.14353001877,0.108480122991,718605.496758,377903.985388,0.52588518609,0.999999999998,0.108843499319,727084.747512,372861.986075,0.512817779977,1.19558788317,0.110268694432,730671.857205,379473.543887,0.519348788576,1.30447864325,0.111231572072,743046.354718,392855.926906,0.528709850215,1.4299602334,0.114792943247,754527.274965,396907.254136,0.526034336073,1.52418103418,0.11864044556,0.979591493874,0.631747540301,2.16835827695,1.84488029018,0.0588201900784,0.658544136738,6.3338131151,2.2851271866,-0.169558950973,-0.052057864403,0.563963845456,1.3158264093,2.33911790194,-0.040404619408,0.690153173747,1.3876690814,2.56855266708,-0.112005246082,0.780802481101,1.48412090736,2.74791522073,-0.14348587586,0.837158549672,1.37628354663,2.90487619249
receiver,97b17dfedef0f5a10391e28767b09c13c6e729a8b007219ae5dfa471f1fa09cc,normal,G26,1,25000000,0,3,2.36989084,3.36989084,2.86989084,1000,9,"E4,E3,E2,E,P,L,L2,L3,L4",-0.0208660897119,0.270674023893,4.049,2.86611217506,2.59417518376,0.21700459021,-0.259497879269,1.21817907738,12.1674424965,29.5562004516,3.81812133779,0.206567146987,0.270198475823,0.502854528148,710117.242887,372972.689404,0.525226915893,1.33349335873,0.112160841372,714180.235559,380499.773215,0.532778357997,1.26466843231,0.10979509878,702728.063919,374183.466073,0.532472638116,1.19266865812,0.106324369205,709535.283109,375205.622308,0.528804741976,1.09276156415,0.106394295696,740443.514729,372335.374469,0.502854528485,0.999999999998,0.111583561893,739656.020406,388645.212587,0.525440477552,1.15957985945,0.110592211096,743117.894477,394706.537595,0.531149284022,1.24752365362,0.111925061379,744114.534714,402999.633891,0.541582800886,1.34724109435,0.113638667597,752269.275648,396547.406844,0.527134923199,1.4380464134,0.117585892983,1.00425205703,0.647453179922,2.06632220046,1.76770834288,0.0486302126422,0.669120835878,6.32674828561,2.19978828818,-0.126170711802,-0.0668182953058,0.510253474192,1.28094010736,2.2523414236,-0.0548549955031,0.675059413337,1.40881815311,2.44019231175,-0.0825726620309,0.762403727487,1.67010643398,2.61190952666,-0.104553054673,0.796309182503,1.51300836075,2.77153977213
receiver,97b17dfedef0f5a10391e28767b09c13c6e729a8b007219ae5dfa471f1fa09cc,normal,G26,1,25000000,0,4,2.86989084,3.86989084,3.36989084,1000,9,"E4,E3,E2,E,P,L,L2,L3,L4",-0.0153088291856,0.27249455262,4.039,2.83892215462,2.58711108184,0.215992496456,-0.355112368642,2.78822283019,13.1212090099,33.2894817673,3.51652523873,0.20098546956,0.263946953996,0.503141393333,721121.172012,379870.447161,0.526777554042,1.50758981395,0.112427324681,718912.588367,387749.181261,0.539355114286,1.40847839977,0.109015055114,720593.59674,391179.362749,0.542857117408,1.26859438112,0.107415800747,732932.476074,393091.94039,0.536327633475,1.18359669289,0.108038894528,758860.455806,381814.107118,0.503141393384,0.999999999998,0.112884645638,751942.414205,399529.349507,0.531329716157,1.22569563705,0.110796640273,750273.779721,407893.834745,0.543659988886,1.25888741212,0.11139529771,745918.57981,405040.366314,0.543008817956,1.41662844599,0.111811081744,749961.892086,399026.815254,0.532062788076,1.57142816622,0.116215259567,1.01596181074,0.658729553664,2.23260358045,1.92275846883,0.0342565591066,0.67015233323,6.28951884674,2.38145666505,-0.204646164975,-0.0420989441611,0.526834891161,1.29751855136,2.40929232995,0.00970696899709,0.736415647111,1.48734175846,2.52748179324,-0.00815004621489,0.871361300883,1.56485725178,2.82510684576,-0.0638383522727,0.791889631074,1.70742619271,3.07901798017
receiver,97b17dfedef0f5a10391e28767b09c13c6e729a8b007219ae5dfa471f1fa09cc,normal,G26,1,25000000,0,5,3.36989084,4.36989084,3.86989084,1000,9,"E4,E3,E2,E,P,L,L2,L3,L4",-0.0317030311074,0.272843896782,4.33,2.81408955081,2.58428810828,0.205790335736,-0.384051701329,2.77820826992,12.3631187313,29.4227324998,3.52481135193,0.199249856803,0.260094051725,0.502829343725,727093.781555,393153.602759,0.54071924796,1.46747258994,0.107850730527,737194.004559,403042.915477,0.5467257099,1.41007486183,0.107168182071,745949.519588,397448.892501,0.532809368548,1.2716751578,0.107043879557,758727.13257,404072.826227,0.532566727721,1.19838211134,0.107858794903,780827.787005,392623.124164,0.502829344317,0.999999999998,0.11165267849,785810.840842,397637.898636,0.506022414007,1.27699463613,0.112353096176,787982.908766,409925.108473,0.520220811787,1.32176225741,0.113107793129,786576.122236,406070.963134,0.516251322223,1.48664790175,0.113926677478,795003.205289,397785.461723,0.500357054005,1.63940409442,0.11903816767,1.00487410641,0.657394641246,2.25548264684,1.95836790756,0.0816473632088,0.667562269373,6.26858901349,2.49889812087,-0.237688373737,-0.0786125247837,0.570306270621,1.27682648942,2.47537674747,-0.0500870996094,0.75354542368,1.38579331009,2.5934374152,-0.0765730399169,0.886916345989,1.40535568041,2.89672276358,-0.171931504479,0.798056823597,1.46683143053,3.10687668436
receiver,97b17dfedef0f5a10391e28767b09c13c6e729a8b007219ae5dfa471f1fa09cc,normal,G26,1,25000000,0,6,3.86989084,4.86989084,4.36989084,1000,9,"E4,E3,E2,E,P,L,L2,L3,L4",-0.020663946966,0.270830608713,4.241,2.7933705447,2.58398970793,0.197534949557,-0.245638017424,1.1953562038,13.6817999214,35.6614666317,3.85012039595,0.202531004613,0.262154987653,0.483886798768,760983.05067,406167.439137,0.533740454243,1.26926986381,0.10925517263,775263.469543,421727.685864,0.54397982419,1.2412015289,0.108730513746,783863.93275,404045.748017,0.515453934204,1.19791901611,0.109472358331,778329.578482,405351.99401,0.520797365558,1.10355861544,0.107500963113,799973.402271,387096.569373,0.483886799578,0.999999999998,0.111231910821,802728.576992,408685.649786,0.509120593808,1.16853891583,0.111321324801,810172.094498,419338.25077,0.517591575441,1.25630298979,0.112303874663,807687.555811,411840.908985,0.50990126816,1.34419971282,0.114214835572,796244.969352,397903.320856,0.499724753274,1.38411349668,0.115969046323,1.00108719739,0.654899094961,1.99221499753,1.72972322656,0.0527918545997,0.660542713212,6.27691921111,2.24846829385,-0.136048765635,-0.0649803003879,0.533375700517,1.24272473763,2.27209753127,-0.0583839736857,0.658150081759,1.41543722791,2.4542220059,-0.102998183918,0.739824340595,1.45905453335,2.58540124172,-0.114843632871,0.753763154753,1.41201003875,2.65338336049
receiver,97b17dfedef0f5a10391e28767b09c13c6e729a8b007219ae5dfa471f1fa09cc,normal,G26,1,25000000,0,7,4.36989084,5.36989084,4.86989084,1000,9,"E4,E3,E2,E,P,L,L2,L3,L4",0.00327705456286,0.264197626976,3.987,2.75478329456,2.5763459722,0.201339426747,-0.266943572225,1.6735983445,12.6774405706,31.3554500158,3.42978584448,0.199491947722,0.258087601792,0.506669359566,771926.765432,411516.176095,0.533102613516,1.29725276092,0.111054462539,797619.696738,422170.282933,0.52928768517,1.28468159404,0.112109034243,802255.977289,408392.566534,0.50905518699,1.26125443107,0.11251165403,794597.746713,413245.416486,0.520068699157,1.11720585093,0.110006636277,803119.384624,406915.984221,0.506669359513,0.999999999998,0.111491594139,789625.314793,422612.829752,0.535206789643,1.13319621926,0.108773233331,802413.926697,425632.474652,0.5304400391,1.30945891478,0.111830366563,786927.67841,419421.029654,0.53298548413,1.35634150905,0.111353261375,763929.51684,402356.605708,0.526693362199,1.37615729774,0.110869757503,1.00342434725,0.661774395788,2.04838017792,1.77259854443,-0.00560211662661,0.646281832222,6.26038454285,2.36273238216,-0.125201035096,-0.0159903683238,0.51534638196,1.28921868718,2.25040207019,-0.0482044837047,0.694132223941,1.46191793817,2.57071334585,-0.0716599150161,0.782151560773,1.49007101257,2.64102310309,-0.0789045368171,0.798199297366,1.50830616452,2.67341005865
receiver,97b17dfedef0f5a10391e28767b09c13c6e729a8b007219ae5dfa471f1fa09cc,normal,G26,1,25000000,0,8,4.86989084,5.86989084,5.36989084,1000,9,"E4,E3,E2,E,P,L,L2,L3,L4",0.00827976927435,0.262692371839,3.99,2.81316547682,2.59167644157,0.207751474614,-0.394588881623,2.2225387377,10.7349023434,21.7168369298,2.88210416896,0.202594831307,0.263789671752,0.538083435147,771901.687287,409040.3883,0.529912545906,1.49945202889,0.112973112861,798516.766205,413798.709744,0.518209168869,1.42729978972,0.114877875505,787119.559641,406984.217967,0.517055144903,1.37643617988,0.112080817376,776596.374898,416828.113169,0.536737134812,1.1812639053,0.109228629258,774756.621861,416883.703691,0.538083434109,0.999999999998,0.108831101322,760890.41621,402905.469512,0.529518391778,1.20210737248,0.107442525804,773063.899719,413830.379413,0.535311996283,1.43059996566,0.110390325887,768375.251125,410556.741113,0.534318017806,1.47204310237,0.110698393177,771277.14449,401307.935009,0.520316124853,1.56750870868,0.11347721881,0.979479911898,0.646451057945,2.2817178433,1.96168003277,-0.0156891096212,0.643949652607,6.34503014973,2.49486411605,-0.191685638891,-0.020843467185,0.557841714215,1.35583052925,2.38337127778,-0.0541637857779,0.768523652761,1.61792653202,2.80703614553,-0.044743312649,0.837564427886,1.5033860205,2.89934289209,-0.0680566797893,0.866799337807,1.51384282157,3.06696073756
receiver,97b17dfedef0f5a10391e28767b09c13c6e729a8b007219ae5dfa471f1fa09cc,normal,G26,1,25000000,0,9,5.36989084,6.36989084,5.86989084,1000,9,"E4,E3,E2,E,P,L,L2,L3,L4",0.00782809478623,0.27034826139,4.01,2.87748153773,2.61043331888,0.209183769781,-0.443942296642,1.95140084656,10.5588505071,19.9634638587,3.36511616032,0.207671781016,0.270524987266,0.546260173825,787818.019279,396306.37697,0.503043047089,1.65790795361,0.117727347987,778865.744312,396726.676767,0.509364649381,1.51598785213,0.114589970446,766280.123029,402367.047636,0.525091328279,1.42594006219,0.110435514669,758880.654777,410752.869778,0.541261484519,1.25193519604,0.1079112662,745691.704726,407341.679266,0.546260172514,0.999999999998,0.105542327337,754524.705073,394918.829974,0.523400794325,1.24838846243,0.108283651392,751360.344798,404371.799285,0.538186240575,1.40751732779,0.108259080653,763654.728578,397631.448304,0.520695326595,1.47422575182,0.11197344284,772307.540971,396640.197039,0.51357804501,1.56963576711,0.115277398476,0.949880946033,0.621407640558,2.35643071649,2.02577890319,-0.0216298637021,0.661778880983,6.41970082354,2.50707195723,-0.250161829239,0.00354673360443,0.589217682069,1.33425939815,2.50032365847,0.018422734403,0.788922253361,1.66924682135,2.83345738998,0.0417621003094,0.845918118115,1.53674849769,2.99021360395,0.0882721864941,0.879607721319,1.56903378677,3.22754372072
