domain,case_id,family,mode,delay_chips,power_db,target_prns,control_path,control_size_bytes,control_sha256,truth_json_path,truth_json_size_bytes,truth_json_sha256,truth_epochs_path,truth_epochs_size_bytes,truth_epochs_sha256,package_path,package_size_bytes,package_sha256,existing_c0_manifest_path,existing_c0_manifest_size_bytes,existing_c0_manifest_sha256,existing_c0_status,replacement_start_sample,replacement_end_sample_exclusive
OAK,OAK.negative.bitwise_nav_sign,negative,,0.0,0.0,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.bitwise_nav_sign/control.bin,239707908,1df28ea0126b4f992e4616a3386406db441fcd21fb24835f3c7d7a74f2252677,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.bitwise_nav_sign/truth.json,1604,ee522438fd4bee05aae48fd2522d29de539d593f1bebb5eee259318e0c1bf41c,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.bitwise_nav_sign/truth_epochs.bin,910936,7c5b93ca597d5aea02834e0c3eea15d5018d92ae3a936f04f05f99159cdd5a45,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/smoke_prefixes/OAK/OAK.negative.bitwise_nav_sign/control_45s.bin,900000000,3a22b704060b5adfc606586e19721d7146a26173b8d928d66512d8147e361f77,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/c0_smoke/OAK/OAK.negative.bitwise_nav_sign/manifest.json,14617,9f1789144b37af8350f2d55e3b149425617784e422b5c98d8f95e5c28e50d152,PASS,150275296,210202273
OAK,OAK.negative.byte_identical,negative,,0.0,0.0,"10,11",/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.byte_identical/control.bin,239707908,af1f209947947f482ac5216d4e726c4ce2867d12e5ebe6eac9a59c98549a7a64,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.byte_identical/truth.json,1596,8d497e7848c35a5f7cecfd859a404cc537044bb999a45c81ad772f8b91fe0c85,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.byte_identical/truth_epochs.bin,1821872,345241db33947c7b27ac869f4d62b6ec36ebfb93296932d529dfcfa4cae250d9,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/smoke_prefixes/OAK/OAK.negative.byte_identical/control_45s.bin,900000000,8f1ecbbc1b1007a7c213a168f8ada2dbcdda0994a90da85e56b798997a86a1bc,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/c0_smoke/OAK/OAK.negative.byte_identical/manifest.json,14585,9c00d2dac486accd76bcdc05269d6fad0b8811ad3cc91e76cc6abaab77fed82f,PASS,150275296,210202273
OAK,OAK.negative.cn0_reduction,negative,,0.0,0.0,"10,11,21,24,27",/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.cn0_reduction/control.bin,239707908,ff1c747af102f3cc06e4bfc04e1d8ad6c814697be63330f494dff4a2772a8b62,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.cn0_reduction/truth.json,1582,f3b16b717d05d2eea145cd34d4a09df7308111e1106a6d16271b9e14767ed029,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.cn0_reduction/truth_epochs.bin,910936,a7197a6a5d47cfd01c4f3f303e7e409c94ac3dd293410550c3263a7338f03f08,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/smoke_prefixes/OAK/OAK.negative.cn0_reduction/control_45s.bin,900000000,ed7e8822d9f5c0370a013c016246ffeba86844f1ea87f70a72cc72430bb4ea1a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/c0_smoke/OAK/OAK.negative.cn0_reduction/manifest.json,15653,530403f19347c29d1b302c0076839770511a131d5b38b32e385ccc748614016f,PASS,150275296,210202273
OAK,OAK.negative.common_receiver_clock_drift,negative,,0.0,0.0,"10,11,21,24,27",/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.common_receiver_clock_drift/control.bin,239707908,10f112fa700d8decff18b3be8035f0edbecec110213420a03c19ce1f2df19df5,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.common_receiver_clock_drift/truth.json,1638,5408c093d3624f3312fc4b2bd869d5e45b5f30fe68681cc4ff279d5120108d9e,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.common_receiver_clock_drift/truth_epochs.bin,910936,a7197a6a5d47cfd01c4f3f303e7e409c94ac3dd293410550c3263a7338f03f08,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/smoke_prefixes/OAK/OAK.negative.common_receiver_clock_drift/control_45s.bin,900000000,5c7c425486197d013f8a9eae57c211102e9c2a3614a40e1568319e030c448b52,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/c0_smoke/OAK/OAK.negative.common_receiver_clock_drift/manifest.json,14779,94488519b29219bec919a265f43cffed29cac9c9c570b9994f7966dbf37cf868,PASS,150275296,210202273
OAK,OAK.negative.empirical_awgn_0p5sigma,negative,,0.0,0.0,"10,11,21,24,27",/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.empirical_awgn_0p5sigma/control.bin,239707908,7119c38ab096308bfb804872534c35236cf5b0643a9c587b0899331470c1387b,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.empirical_awgn_0p5sigma/truth.json,1622,090fefed94d09b30423fb518a364532154f76154b7499b7599c4b9a5889a3000,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.empirical_awgn_0p5sigma/truth_epochs.bin,910936,a7197a6a5d47cfd01c4f3f303e7e409c94ac3dd293410550c3263a7338f03f08,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/smoke_prefixes/OAK/OAK.negative.empirical_awgn_0p5sigma/control_45s.bin,900000000,50594652871a3c15e8913f18a325bad710084e693ebd7c5e63b5e31dc33c0f2c,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/c0_smoke/OAK/OAK.negative.empirical_awgn_0p5sigma/manifest.json,15075,a6c28e496c2fb4134bb64ce175b009b7a9a541015f8e8be9ee53f9fefbf30c80,PASS,150275296,210202273
OAK,OAK.negative.empirical_awgn_1sigma,negative,,0.0,0.0,"10,11,21,24,27",/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.empirical_awgn_1sigma/control.bin,239707908,5022fbbc95d6a816adfa77704c1f39298707670ea26563cd33fff291b9308917,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.empirical_awgn_1sigma/truth.json,1614,40c1fd5d8788c1dc479e7a3290a86a2ce6ebb1725fb79d772629f1b4379ce32b,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.empirical_awgn_1sigma/truth_epochs.bin,910936,a7197a6a5d47cfd01c4f3f303e7e409c94ac3dd293410550c3263a7338f03f08,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/smoke_prefixes/OAK/OAK.negative.empirical_awgn_1sigma/control_45s.bin,900000000,16fa54d887d43d3cd84c323cfeb6f275d3758c49e49a1736ed34b1b93bd84887,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/c0_smoke/OAK/OAK.negative.empirical_awgn_1sigma/manifest.json,15412,351e11d0a466da52402766d8c10e635923ba3a790b801e405df221197d033279,PASS,150275296,210202273
OAK,OAK.negative.empirical_awgn_2sigma,negative,,0.0,0.0,"10,11,21,24,27",/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.empirical_awgn_2sigma/control.bin,239707908,623c31aaf37fc910e8353e6769a82bd0888bfa5473640a533d496a2238f5ea29,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.empirical_awgn_2sigma/truth.json,1614,f2e51b51a9a0fa8913d4fd3d994c21d8e10d1721dd1e719d9eb0709b20e7085b,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.empirical_awgn_2sigma/truth_epochs.bin,910936,a7197a6a5d47cfd01c4f3f303e7e409c94ac3dd293410550c3263a7338f03f08,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/smoke_prefixes/OAK/OAK.negative.empirical_awgn_2sigma/control_45s.bin,900000000,66ee90d5b0f1df385fbd6f8ca4e1a6a1807bdca6e2830838dd4eb3e9721859b5,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/c0_smoke/OAK/OAK.negative.empirical_awgn_2sigma/manifest.json,14689,9cc6c2958a42b0c9a6341a9cd614d24d97cf4da38c45c0bd7367c5480e7ea649,PASS,150275296,210202273
OAK,OAK.negative.gain,negative,,0.0,0.0,"10,11,21,24,27",/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.gain/control.bin,239707908,7d9d9031932dede344fee514d4f0872f3601e7f133dfedb29f5a7fc313950337,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.gain/truth.json,1546,20e83b83b40f74c39cecbb9530a933748d303987a48f6df1c4450039825574cd,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.gain/truth_epochs.bin,910936,a7197a6a5d47cfd01c4f3f303e7e409c94ac3dd293410550c3263a7338f03f08,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/smoke_prefixes/OAK/OAK.negative.gain/control_45s.bin,900000000,54e55055281eb552781c47d42477d1e6865c4a837dad73b0b75a0598166bca56,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/c0_smoke/OAK/OAK.negative.gain/manifest.json,15163,bb713a75c1617ac9315e74dcec391d4afb2f7b506413382f6d96afebce69c818,PASS,150275296,210202273
OAK,OAK.negative.global_phase,negative,,0.0,0.0,"10,11,21,24,27",/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.global_phase/control.bin,239707908,2378455248fb19aad33933e4f8d6a46dc12f04a0f87a94f6a0d527482512df72,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.global_phase/truth.json,1578,94eb9d8b19f5b8e54428f6d358216f4419df7e308f304cf618b54a523fe852c2,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.global_phase/truth_epochs.bin,910936,a7197a6a5d47cfd01c4f3f303e7e409c94ac3dd293410550c3263a7338f03f08,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/smoke_prefixes/OAK/OAK.negative.global_phase/control_45s.bin,900000000,e78c4409f88fedf352b72d6b9cdf58a9c67d19512183998159721499f764d25a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/c0_smoke/OAK/OAK.negative.global_phase/manifest.json,14550,d6bb8dcd24f15bb0b1179a1d3c7c2ad35d7d34411ab23d235cbebf85ef97cabc,PASS,150275296,210202273
OAK,OAK.negative.independent_multipath,negative,,0.0,0.0,"10,11,21,24",/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.independent_multipath/control.bin,239707908,9156e5606e3db51e4cd647a109befe23de7688453390103a02ed87bdd390218a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.independent_multipath/truth.json,1648,9fe125565ec1be07e86ef2376e959ac334d09d3b185127fe51b03c0a7de314f5,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/controls/OAK/OAK.negative.independent_multipath/truth_epochs.bin,3643744,016b4b6aed47bca8bddb2f4e2d08548ec48b4356b82508956b8cd520069417bc,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/smoke_prefixes/OAK/OAK.negative.independent_multipath/control_45s.bin,900000000,6d1f14664952c249c40152148f788a47199387bbc668f56538a86e8a60f9a4a7,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r3-control-generator-foundation/c0_smoke/OAK/OAK.negative.independent_multipath/manifest.json,15057,a0ca62c49509ff1f71e45e6c8250b6df206d0fa5526b83a2359b27e97b522a17,PASS,150275296,210202273
