window_start_s,window_end_s,combined_score,diagnostic_threshold,diagnostic_alarm
0.0,1.0,45.65955176515175,1.7693133951565987,1
0.5,1.5,33.27201562136749,1.7693133951565987,1
1.0,2.0,22.71044172678479,1.7693133951565987,1
1.5,2.5,20.413733662078236,1.7693133951565987,1
2.0,3.0,21.62752375426671,1.7693133951565987,1
2.5,3.5,16.928799389849765,1.7693133951565987,1
3.0,4.0,26.417623330659502,1.7693133951565987,1
3.5,4.5,23.357632149747545,1.7693133951565987,1
4.0,5.0,16.345371122339635,1.7693133951565987,1
4.5,5.5,15.101715701102773,1.7693133951565987,1
5.0,6.0,13.127568473847248,1.7693133951565987,1
5.5,6.5,13.973545442582845,1.7693133951565987,1
6.0,7.0,13.096130830799378,1.7693133951565987,1
6.5,7.5,13.393017689153467,1.7693133951565987,1
7.0,8.0,11.560854131688124,1.7693133951565987,1
7.5,8.5,11.894536939043398,1.7693133951565987,1
8.0,9.0,10.752363446069454,1.7693133951565987,1
8.5,9.5,10.440478371969634,1.7693133951565987,1
9.0,10.0,8.032183116521155,1.7693133951565987,1
9.5,10.5,8.525758447536033,1.7693133951565987,1
10.0,11.0,7.569135873218875,1.7693133951565987,1
10.5,11.5,6.350020440506252,1.7693133951565987,1
11.0,12.0,9.246024081105556,1.7693133951565987,1
11.5,12.5,8.756793500045058,1.7693133951565987,1
12.0,13.0,5.228857788664582,1.7693133951565987,1
12.5,13.5,2.1136893686959963,1.7693133951565987,1
13.0,14.0,1.0900658288002794,1.7693133951565987,0
13.5,14.5,2.1523158095836186,1.7693133951565987,1
14.0,15.0,0.7270236206698316,1.7693133951565987,0
14.5,15.5,0.5623954921176942,1.7693133951565987,0
15.0,16.0,0.07506616590721754,1.7693133951565987,0
15.5,16.5,0.06633916629413877,1.7693133951565987,0
16.0,17.0,0.5736656197325883,1.7693133951565987,0
16.5,17.5,2.065536492667846,1.7693133951565987,1
17.0,18.0,1.121078591540696,1.7693133951565987,0
17.5,18.5,1.272519723192011,1.7693133951565987,0
18.0,19.0,0.4258192306642881,1.7693133951565987,0
18.5,19.5,0.25167366729117435,1.7693133951565987,0
19.0,20.0,1.1606864639927146,1.7693133951565987,0
19.5,20.5,0.1692926946150269,1.7693133951565987,0
20.0,21.0,2.3278001900061978,1.7693133951565987,1
20.5,21.5,0.5393600999035457,1.7693133951565987,0
21.0,22.0,0.730308845880092,1.7693133951565987,0
21.5,22.5,0.8692968609420051,1.7693133951565987,0
22.0,23.0,0.0,1.7693133951565987,0
22.5,23.5,1.8701747790565435,1.7693133951565987,1
23.0,24.0,0.12392537771127096,1.7693133951565987,0
23.5,24.5,1.503525793802595,1.7693133951565987,0
24.0,25.0,0.6343254535653619,1.7693133951565987,0
24.5,25.5,1.5009609142346256,1.7693133951565987,0
25.0,26.0,1.229098148104192,1.7693133951565987,0
25.5,26.5,2.2251249763411516,1.7693133951565987,1
26.0,27.0,1.4561437869711127,1.7693133951565987,0
26.5,27.5,1.33340483313708,1.7693133951565987,0
27.0,28.0,0.34339990167454915,1.7693133951565987,0
27.5,28.5,0.0,1.7693133951565987,0
28.0,29.0,0.22613655149080977,1.7693133951565987,0
28.5,29.5,1.8362904130693738,1.7693133951565987,1
29.0,30.0,0.10638840681370071,1.7693133951565987,0
29.5,30.5,0.9682881617145181,1.7693133951565987,0
30.0,31.0,0.5599449510241625,1.7693133951565987,0
30.5,31.5,0.0,1.7693133951565987,0
31.0,32.0,0.9068074870384415,1.7693133951565987,0
31.5,32.5,0.417267916065368,1.7693133951565987,0
32.0,33.0,1.6712797625991345,1.7693133951565987,0
32.5,33.5,1.2258504398007575,1.7693133951565987,0
33.0,34.0,1.6046296087676057,1.7693133951565987,0
33.5,34.5,0.28642926002441393,1.7693133951565987,0
34.0,35.0,1.1271728703365953,1.7693133951565987,0
34.5,35.5,1.025777493365625,1.7693133951565987,0
35.0,36.0,1.9657586604323543,1.7693133951565987,1
35.5,36.5,0.9811722581923307,1.7693133951565987,0
36.0,37.0,0.0550216800290545,1.7693133951565987,0
36.5,37.5,0.31670815653297396,1.7693133951565987,0
37.0,38.0,0.2002358566654856,1.7693133951565987,0
37.5,38.5,0.2568110408958111,1.7693133951565987,0
38.0,39.0,0.4088656261805252,1.7693133951565987,0
38.5,39.5,1.9251030153342825,1.7693133951565987,1
39.0,40.0,0.8364754836207764,1.7693133951565987,0
39.5,40.5,1.5169198777225636,1.7693133951565987,0
40.0,41.0,1.283727016102122,1.7693133951565987,0
40.5,41.5,0.645042469764909,1.7693133951565987,0
41.0,42.0,0.5046531963148991,1.7693133951565987,0
41.5,42.5,1.127891657668138,1.7693133951565987,0
42.0,43.0,0.9290908088702041,1.7693133951565987,0
42.5,43.5,0.9079177296968224,1.7693133951565987,0
43.0,44.0,1.2237808513396389,1.7693133951565987,0
43.5,44.5,0.0,1.7693133951565987,0
44.0,45.0,0.6533522574081466,1.7693133951565987,0
44.5,45.5,0.9024224222006874,1.7693133951565987,0
45.0,46.0,0.09938548582467431,1.7693133951565987,0
45.5,46.5,0.0913848062574663,1.7693133951565987,0
46.0,47.0,1.0677084032369688,1.7693133951565987,0
46.5,47.5,0.7016816520721535,1.7693133951565987,0
47.0,48.0,0.41730775159567735,1.7693133951565987,0
47.5,48.5,0.9347324234813594,1.7693133951565987,0
48.0,49.0,1.6384088506273802,1.7693133951565987,0
48.5,49.5,0.30165774283248836,1.7693133951565987,0
49.0,50.0,0.775149535711641,1.7693133951565987,0
49.5,50.5,0.43688044574545487,1.7693133951565987,0
50.0,51.0,0.0,1.7693133951565987,0
50.5,51.5,0.7713639196067168,1.7693133951565987,0
51.0,52.0,1.1873727047547717,1.7693133951565987,0
51.5,52.5,0.7824121992244281,1.7693133951565987,0
52.0,53.0,0.42859208609370897,1.7693133951565987,0
52.5,53.5,0.7086423156827217,1.7693133951565987,0
53.0,54.0,0.37252348717622297,1.7693133951565987,0
53.5,54.5,0.3664294723734285,1.7693133951565987,0
54.0,55.0,0.844130782543004,1.7693133951565987,0
54.5,55.5,1.5121229007977344,1.7693133951565987,0
55.0,56.0,0.9247842647384514,1.7693133951565987,0
55.5,56.5,1.0805120796954262,1.7693133951565987,0
