window_start_s,window_end_s,combined_score,diagnostic_threshold,diagnostic_alarm
0.0,1.0,45.76694900640919,1.7693133951565987,1
0.5,1.5,67.61608848975598,1.7693133951565987,1
1.0,2.0,61.480875036275016,1.7693133951565987,1
1.5,2.5,53.724922962977715,1.7693133951565987,1
2.0,3.0,52.56019755553042,1.7693133951565987,1
2.5,3.5,50.981682141817615,1.7693133951565987,1
3.0,4.0,46.82213637791061,1.7693133951565987,1
3.5,4.5,45.74565486593529,1.7693133951565987,1
4.0,5.0,46.61921507972816,1.7693133951565987,1
4.5,5.5,44.58584762552135,1.7693133951565987,1
5.0,6.0,45.74705426674144,1.7693133951565987,1
5.5,6.5,47.234493885611975,1.7693133951565987,1
6.0,7.0,46.05824922033051,1.7693133951565987,1
6.5,7.5,45.39882642017944,1.7693133951565987,1
7.0,8.0,45.80063601408778,1.7693133951565987,1
7.5,8.5,45.1659636656274,1.7693133951565987,1
8.0,9.0,47.00729814949159,1.7693133951565987,1
8.5,9.5,46.15088010184071,1.7693133951565987,1
9.0,10.0,48.662196028163514,1.7693133951565987,1
9.5,10.5,48.24921694168188,1.7693133951565987,1
10.0,11.0,48.17094611998331,1.7693133951565987,1
10.5,11.5,48.367759972435664,1.7693133951565987,1
11.0,12.0,46.861180144133094,1.7693133951565987,1
11.5,12.5,38.82103780589679,1.7693133951565987,1
12.0,13.0,34.935891375964694,1.7693133951565987,1
12.5,13.5,37.36099727108912,1.7693133951565987,1
13.0,14.0,37.70401830169612,1.7693133951565987,1
13.5,14.5,37.59628674322403,1.7693133951565987,1
14.0,15.0,36.11723996906673,1.7693133951565987,1
14.5,15.5,36.052013541567476,1.7693133951565987,1
15.0,16.0,38.295813149695256,1.7693133951565987,1
15.5,16.5,38.608682885493195,1.7693133951565987,1
16.0,17.0,37.973038194003436,1.7693133951565987,1
16.5,17.5,4.425987103460031,1.7693133951565987,1
17.0,18.0,4.707603528341164,1.7693133951565987,1
17.5,18.5,17.337363572654567,1.7693133951565987,1
18.0,19.0,13.078093609130242,1.7693133951565987,1
