window_start_s,window_end_s,score_available_s,reconstruction,latent_score,combined_score,threshold,alarm
0.0,1.0,1.0,58.90113,39.29134918817837,371.6222328028943,2.8224338538365963,True
0.5,1.5,1.5,55.064922,39.312244548334995,348.3555720313967,2.8224338538365963,True
1.0,2.0,2.0,78.646965,62.74470148130964,503.1614651218905,2.8224338538365963,True
1.5,2.5,2.5,183.27629,57.6597217724806,1135.4823474660504,2.8224338538365963,True
2.0,3.0,3.0,318.4172,41.22267032390872,1947.2635326785328,2.8224338538365963,True
2.5,3.5,3.5,244.04544,41.87959449822698,1496.323583926344,2.8224338538365963,True
3.0,4.0,4.0,336.82,32.71631625431969,2054.673739977836,2.8224338538365963,True
3.5,4.5,4.5,468.88898,27.09638236331829,2853.223724354384,2.8224338538365963,True
4.0,5.0,5.0,722.5574,27.845598573223892,4392.7917848520165,2.8224338538365963,True
4.5,5.5,5.5,856.93445,26.89169893876407,5207.679766405617,2.8224338538365963,True
5.0,6.0,6.0,984.7354,28.90859150412519,5984.151024178764,2.8224338538365963,True
5.5,6.5,6.5,1283.8192,31.025928184628558,7799.97194078058,2.8224338538365963,True
6.0,7.0,7.0,1365.187,24.19091815235735,8290.272942545496,2.8224338538365963,True
6.5,7.5,7.5,1473.5917,30.480570521535768,8951.188899325633,2.8224338538365963,True
7.0,8.0,8.0,1651.2874,32.50131230368109,10030.410153036179,2.8224338538365963,True
7.5,8.5,8.5,1821.0348,34.05518754764269,11061.170119609627,2.8224338538365963,True
8.0,9.0,9.0,1933.7698,32.73704304774175,11744.557440397073,2.8224338538365963,True
8.5,9.5,9.5,2095.24,31.568099272483025,12723.731982114617,2.8224338538365963,True
9.0,10.0,10.0,2331.7493,31.30206744820072,14158.675376443307,2.8224338538365963,True
9.5,10.5,10.5,2497.6692,31.943631441540848,15165.754830006763,2.8224338538365963,True
10.0,11.0,11.0,2602.6853,34.26603604515363,15804.126329332394,2.8224338538365963,True
10.5,11.5,11.5,2667.6887,34.78580163102728,16198.809943657838,2.8224338538365963,True
11.0,12.0,12.0,2701.6453,29.519205075692966,16402.21606309382,2.8224338538365963,True
11.5,12.5,12.5,2727.5435,22.533944550288712,16555.866893651375,2.8224338538365963,True
12.0,13.0,13.0,2718.27,18.048880475098215,16497.355569338244,2.8224338538365963,True
12.5,13.5,13.5,2648.9895,15.961451063890175,16075.935801810245,2.8224338538365963,True
13.0,14.0,14.0,2526.2922,17.650226966969353,15332.285286741253,2.8224338538365963,True
13.5,14.5,14.5,2452.3647,17.978736350298814,14883.876874452653,2.8224338538365963,True
14.0,15.0,15.0,2401.9612,19.92980548422352,14579.016768443022,2.8224338538365963,True
14.5,15.5,15.5,2390.1423,15.971173470772923,14505.323777361036,2.8224338538365963,True
15.0,16.0,16.0,2477.398,14.912209917851538,15034.238537646614,2.8224338538365963,True
15.5,16.5,16.5,655.01624,13.26185090961185,3975.6779602030565,2.8224338538365963,True
16.0,17.0,17.0,582.3813,15.24213562823637,3535.938239223236,2.8224338538365963,True
16.5,17.5,17.5,414.02704,6.351697912448936,2509.963494549941,2.8224338538365963,True
17.0,18.0,18.0,414.39233,6.331539883915994,2512.1699325018253,2.8224338538365963,True
17.5,18.5,18.5,413.51126,7.761851266447435,2507.53896778125,2.8224338538365963,True
18.0,19.0,19.0,413.55768,5.406755918747453,2506.643067751971,2.8224338538365963,True
18.5,19.5,19.5,413.0804,4.817289830859845,2503.4524191830787,2.8224338538365963,True
19.0,20.0,20.0,412.78766,5.78420589962829,2502.159515709002,2.8224338538365963,True
19.5,20.5,20.5,413.33325,7.241985047824164,2506.1989224360523,2.8224338538365963,True
20.0,21.0,21.0,413.38168,9.317093240545194,2507.53034557379,2.8224338538365963,True
20.5,21.5,21.5,1.8505085,9.779391716246094,10.698006191443653,2.8224338538365963,True
21.0,22.0,22.0,2.0642025,6.087447351516327,10.148673866356742,2.8224338538365963,True
21.5,22.5,22.5,3.6158473,5.65782791411942,19.3488388055902,2.8224338538365963,True
22.0,23.0,23.0,2.1999357,6.369567167348726,11.113326876776231,2.8224338538365963,True
22.5,23.5,23.5,2.299331,6.5838483631051,11.823571996431822,2.8224338538365963,True
23.0,24.0,24.0,2.3162265,6.1565933813584754,11.712462176563022,2.8224338538365963,True
23.5,24.5,24.5,2.0949924,5.484310526976017,10.03393022045736,2.8224338538365963,True
24.0,25.0,25.0,2.2077951,9.937482957123208,12.94497396978192,2.8224338538365963,True
24.5,25.5,25.5,2.166523,11.359368777042604,13.405488191499899,2.8224338538365963,True
25.0,26.0,26.0,2.1643457,8.293453576777551,11.859319678058784,2.8224338538365963,True
25.5,26.5,26.5,2.2705598,8.08236532575002,12.398254594758871,2.8224338538365963,True
26.0,27.0,27.0,2.1861856,7.9763450433833665,11.833283949667294,2.8224338538365963,True
26.5,27.5,27.5,2.3777893,7.466316820438973,12.740870715874506,2.8224338538365963,True
27.0,28.0,28.0,2.2406535,7.751523958453571,12.051370472457968,2.8224338538365963,True
27.5,28.5,28.5,2.1374898,7.817975170481188,11.458625624176241,2.8224338538365963,True
28.0,29.0,29.0,2.2302563,9.413228690152886,12.81913537461136,2.8224338538365963,True
28.5,29.5,29.5,2.1958628,15.386255685081817,15.596957816320543,2.8224338538365963,True
29.0,30.0,30.0,2.1484628,8.72871056753345,11.980574474050877,2.8224338538365963,True
29.5,30.5,30.5,1.8751793,7.0454511822876125,9.48073212205891,2.8224338538365963,True
30.0,31.0,31.0,1.1583661,4.321960225109252,3.7695516657038675,2.8224338538365963,True
30.5,31.5,31.5,0.96072054,4.795349775731185,2.8069849895717773,2.8224338538365963,False
31.0,32.0,32.0,0.9354695,1.5680975048289767,1.0401422056351934,2.8224338538365963,False
31.5,32.5,32.5,1.0221761,1.7948161346852534,1.6796147144516471,2.8224338538365963,False
32.0,33.0,33.0,0.9588869,4.359914962118545,2.5781416704211693,2.8224338538365963,False
32.5,33.5,33.5,0.9467902,3.0197444566916234,1.8346567887911243,2.8224338538365963,False
33.0,34.0,34.0,1.0824487,4.872383924226426,3.5841168199955002,2.8224338538365963,True
33.5,34.5,34.5,1.0701656,5.7842276720075985,3.9655081372998797,2.8224338538365963,True
34.0,35.0,35.0,1.0318465,3.4990420303085514,2.59040497821304,2.8224338538365963,False
34.5,35.5,35.5,1.062528,2.623071344778638,2.3385868941426904,2.8224338538365963,False
35.0,36.0,36.0,0.98777944,4.636665379280555,2.8918291127284284,2.8224338538365963,True
35.5,36.5,36.5,1.0441375,3.605986764859376,2.7184556419059316,2.8224338538365963,False
36.0,37.0,37.0,0.993653,1.4323499865798288,1.325310647084785,2.8224338538365963,False
36.5,37.5,37.5,0.9277296,4.423919449911254,2.4210894808270758,2.8224338538365963,False
37.0,38.0,38.0,0.96329933,2.547431776850811,1.6986734431620367,2.8224338538365963,False
37.5,38.5,38.5,0.9477428,1.8293183262784796,1.245223859822449,2.8224338538365963,False
38.0,39.0,39.0,0.9460949,1.1204258841311683,0.8807783140894664,2.8224338538365963,False
38.5,39.5,39.5,0.98290205,3.4207032742751102,2.2542533431558254,2.8224338538365963,False
39.0,40.0,40.0,1.0254105,1.6505810274255177,1.627122571459573,2.8224338538365963,False
39.5,40.5,40.5,0.86013186,2.3306687497213434,1.1653343748606717,2.8224338538365963,False
40.0,41.0,41.0,0.8328619,0.6269515620994682,0.3134757810497341,2.8224338538365963,False
40.5,41.5,41.5,0.8200557,1.733506551216152,0.866753275608076,2.8224338538365963,False
41.0,42.0,42.0,1.0561337,3.916609519306585,2.946557241866615,2.8224338538365963,True
41.5,42.5,42.5,0.9138145,2.616357155236144,1.4328750169026985,2.8224338538365963,False
42.0,43.0,43.0,0.92055565,2.1484005364661245,1.239800339618403,2.8224338538365963,False
42.5,43.5,43.5,0.8762376,1.5784768972918048,0.7892384486459024,2.8224338538365963,False
43.0,44.0,44.0,1.0492074,2.7573535450758624,2.3249022899540743,2.8224338538365963,False
43.5,44.5,44.5,1.0335227,1.8519994168021787,1.7770544255132963,2.8224338538365963,False
44.0,45.0,45.0,0.8861385,1.8963268840611702,0.9481634420305851,2.8224338538365963,False
44.5,45.5,45.5,0.9028939,3.6742791139497073,1.8955727487874066,2.8224338538365963,False
45.0,46.0,46.0,0.9506077,3.065301489702212,1.8805988884292277,2.8224338538365963,False
45.5,46.5,46.5,1.029521,2.5328333616973113,2.0931899071124147,2.8224338538365963,False
46.0,47.0,47.0,1.004026,2.004128573369736,1.6741409296936896,2.8224338538365963,False
46.5,47.5,47.5,0.9361479,4.725381267704438,2.6229005625240402,2.8224338538365963,False
47.0,48.0,48.0,0.945444,1.3142006488935876,0.9737163104290149,2.8224338538365963,False
47.5,48.5,48.5,0.8759577,2.4272499203930966,1.2136249601965483,2.8224338538365963,False
