recording_id,run_id,window_bin_s,availability_time_s,N,mean_e,mean_neg_log_p,min_p,median_p,max_e,top25_mean_e,score_A0,score_A1,score_A2,score_A3,score_A4,score_Full,phase,s1_capital,s1_log_capital,s1_total_fund,s1_reserve,s2_e_cusum
DS4,DS4,6.5,7.12581316,8,0.5324541006298923,0.13139474712720628,0.45034013605442175,0.9959183673469387,0.7051247490535297,0.6194361722676085,0.08292072266340256,0.003927067307121185,0.13139474712720628,0.0,0.5324541006298923,0.0,outside,0.7662270503149462,-0.2662767428295817,1.0,0.5,0.0
DS4,DS4,7.0,7.62581316,8,0.5240533096918354,0.10239797664094946,0.564625850340136,0.9965986394557823,0.6381441139294404,0.5935712782623561,0.027266236022114754,0.0009817668267806292,0.10239797664094946,0.0,0.5240533096918354,0.0,outside,0.5205304942700012,-0.6529068061494768,1.0,0.25,0.0
DS4,DS4,7.5,8.12830808,10,3.2409763302140275,0.8117088147315654,0.0006802721088435374,0.996938775510204,27.721756005376513,9.628655518852565,0.5361011028289795,0.0855308727965838,0.8117088147315654,0.0,3.240976330214027,1.175874620897329,outside,1.4069049698069291,0.3413922348469409,1.0,0.12500000000000003,1.175874620897329
DS4,DS4,8.0,8.62830808,10,3.244507930708147,0.8273194304362204,0.0006802721088435374,0.9874149659863946,27.721756005376513,9.629506628085851,1.272871494293213,0.10666814928903459,0.8273194304362204,0.05621355734765529,3.2445079307081466,2.352838320327919,outside,4.424432586622027,1.487142041225879,1.0,0.0625,2.352838320327919
DS4,DS4,8.5,9.12830808,10,3.237601282144876,0.798332617885124,0.0006802721088435374,0.9704081632653061,27.721756005376513,9.613562835204805,0.485960990190506,0.11195246841214729,0.798332617885124,0.03697924111038445,3.237601282144876,3.5276710309244326,outside,14.25462357514402,2.6570813155020536,1.0,0.03125,3.5276710309244326
DS4,DS4,9.0,9.62830808,10,3.23980666886062,0.8076153238037381,0.0006802721088435374,0.9714285714285714,27.721756005376513,9.619781921757491,0.6503874659538269,0.11327354819292547,0.8076153238037381,0.028887464664876433,3.239806668860619,4.703184688843592,outside,46.14722754164846,3.831836884207095,1.0,0.015625000000000007,4.703184688843592
DS4,DS4,9.5,10.12830808,11,2.9934771298399583,0.7470659696274876,0.0006802721088435374,0.9809523809523809,27.721756005376513,9.624081644432428,0.5821577906608582,0.09576060614701132,0.7470659696274876,0.01085770609365265,2.993477129839958,5.799620320257794,outside,138.12509621136837,4.928159768824668,1.0,0.007812500000000002,5.799620320257794
DS4,DS4,10.0,10.62830808,11,3.0219057867283112,0.8528923804413815,0.0006802721088435374,0.9680272108843537,27.721756005376513,9.706898126095384,0.6598057746887207,0.09138237063553278,0.8528923804413815,0.0038285498591986156,3.0219057867283112,6.905508007821013,outside,417.39312946405977,6.034028534191528,1.0,0.003906250000000001,6.905508007821013
DS4,DS4,10.5,11.12830808,11,3.01307974100178,0.8208637535740402,0.0006802721088435374,0.9074829931972789,27.721756005376513,9.674840883064414,0.37323495745658875,0.09028781175766315,0.8208637535740402,0.0,3.01307974100178,8.008470733268414,outside,1257.6348506251234,7.136988133302043,1.0,0.001953125,8.008470733268414
DS4,DS4,11.0,11.62830808,11,2.994898358431624,0.7506161566509836,0.0006802721088435374,0.9687074829931973,27.721756005376513,9.636974498734615,0.56125408411026,0.09001417203819574,0.7506161566509836,0.0,2.994898358431624,9.105381027175351,outside,3766.4866015006514,8.2338979099783,1.0,0.0009765625,9.105381027175351
DS4,DS4,11.5,12.12830808,11,3.0055465493932663,0.7863775556009928,0.0006802721088435374,0.9748299319727891,27.721756005376513,9.671103755847147,0.6905421018600464,0.08994576210832889,0.7863775556009928,0.0,3.0055465493932663,10.20584045862212,outside,11320.349829205446,9.334357254919723,1.0,0.00048828124999999995,10.20584045862212
DS4,DS4,12.0,12.62830808,11,2.9958770668902877,0.7582833743837329,0.0006802721088435374,0.9673469387755103,27.721756005376513,9.622375568681994,1.809859037399292,0.08992865962586218,0.7582833743837329,0.10040937064384872,2.9958770668902877,11.303077491022119,outside,33914.37595521739,10.431594272951934,1.0,0.00024414062500000016,11.303077491022119
DS4,DS4,12.5,13.12830808,11,3.0950287012379065,1.1447221680656723,0.0006802721088435374,0.5598639455782313,27.721756005376513,9.738999093207914,1.087326169013977,0.5431939440546422,1.1447221680656723,0.1775967995382168,3.0950287012379065,12.432874670536652,outside,104965.96671022948,11.561391450030047,1.0,0.00012207031250000008,12.432874670536652
DS4,DS4,13.0,13.62830808,11,3.3574522864381025,1.4890383203738957,0.0006802721088435374,0.5258503401360545,27.721756005376513,10.652694824785813,0.9393205046653748,0.7686563620628442,1.4890383203738957,0.25788897037167446,3.3574522864381033,13.64405710881239,outside,352418.2247855594,12.772573887897503,1.0,6.103515625000003e-05,13.64405710881239
DS4,DS4,13.5,14.12830808,11,3.1799086374956103,1.3939163763835405,0.0006802721088435374,0.3782312925170068,27.721756005376513,9.884978553096865,0.7783263921737671,1.8273643846292784,1.3939163763835405,0.32373341354118157,3.1799086374956094,14.800909574844459,outside,1120657.756939949,13.929426353870213,1.0,3.0517578125000014e-05,14.800909574844459
DS4,DS4,14.0,14.62830808,11,3.19829699099034,1.346103733500285,0.0006802721088435374,0.5197278911564626,27.721756005376513,10.091336572880172,1.4712049961090088,0.7384761209863214,1.346103733500285,0.42770281561057677,3.19829699099034,15.96352805267109,outside,3584196.3319174726,15.092044831687485,1.0,1.5258789062500007e-05,15.96352805267109
DS4,DS4,14.5,15.12830808,11,3.1545943545671276,1.2958789372999215,0.0006802721088435374,0.44013605442176873,27.721756005376513,9.910850406468343,0.9320006966590881,0.4764845619533613,1.2958789372999215,0.4814534736458551,3.154594354567128,17.11238796815318,outside,11306685.514310624,16.24090474716812,1.0,7.629394531250002e-06,17.11238796815318
DS4,DS4,15.0,15.62830808,11,3.1873900349405555,1.3407647950655883,0.0006802721088435374,0.5598639455782313,27.721756005376513,10.065711279183242,1.429409146308899,0.4109866721951213,1.3407647950655883,0.5767103115435351,3.187390034940556,18.271590379200447,outside,36038816.73651199,17.400107158215153,1.0,3.814697265625001e-06,18.271590379200447
DS4,DS4,15.5,16.12830808,11,3.231550316995377,1.3025701110337733,0.0006802721088435374,0.7653061224489796,27.721756005376513,10.316235856942038,1.9803699254989624,0.3946121997555613,1.3025701110337733,0.7219157327135856,3.231550316995377,19.444552375586166,outside,116461249.64900954,18.573069154600837,1.0,1.9073486328125e-06,19.444552375586166
DS4,DS4,16.0,16.62830808,11,3.123352235426734,1.2066946838390273,0.0006802721088435374,0.5251700680272109,27.721756005376513,9.856165991930848,0.4060453772544861,0.38028807476789217,1.2066946838390273,0.7337093205445192,3.123352235426734,20.58345923504764,outside,363749504.4318221,19.711976014062305,1.0,9.5367431640625e-07,20.58345923504764
DS4,DS4,16.5,17.12581316,10,0.7483256269406864,0.7562124202477655,0.06666666666666667,0.5629251700680272,1.7726605773775288,1.0849510689020887,0.18674695491790771,0.8278243958397625,0.7562124202477655,0.7286365923725746,0.7483256269406865,20.293542169445917,outside,272203075.95330733,19.42205894846058,1.0,4.7683715820312495e-07,20.293542169445917
DS4,DS4,17.0,17.62581316,10,0.6933717749040765,0.6849035251450806,0.21224489795918366,0.5833333333333334,0.9965886190934778,0.9358564081819579,0.16012507677078247,0.569264663831168,0.6849035251450806,0.7139675091274761,0.6933717749040766,19.927353217527227,outside,188737929.9080936,19.05586999654189,1.0,2.3841857910156247e-07,19.927353217527227
DS4,DS4,17.5,18.12581316,10,0.7245617280081629,0.7259508114604623,0.11768707482993197,0.601360544217687,1.327399294384587,1.066391924721665,0.20553559064865112,0.9923416033469676,0.7259508114604623,0.7038843159817838,0.7245617280081629,19.605164897515866,outside,136752280.63489193,18.73368167653053,1.0,1.1920928955078122e-07,19.605164897515866
DS4,DS4,18.0,18.62581316,10,0.6534235405859004,0.5761494413079279,0.3129251700680272,0.7085034013605442,0.831372934102821,0.8150480522905516,0.13076084852218628,0.9808377779845314,0.5761494413079279,0.6935893641107463,0.6534235405859004,19.179635144884433,outside,89357159.39564763,18.308151923899096,1.0,5.960464477539072e-08,19.179635144884433
DS4,DS4,18.5,19.12581316,10,0.724299411577,0.6893346570778425,0.10748299319727891,0.677891156462585,1.3889196677264668,1.1170502294255207,0.169866681098938,1.5674510884504447,0.6893346570778425,0.6896733544089579,0.7242994115770001,18.857084724700925,outside,64721337.97045971,17.98560150371559,1.0,2.98023223876953e-08,18.857084724700925
DS4,DS4,19.0,19.62581316,10,0.8503026662660208,0.9222267548595975,0.05102040816326531,0.6632653061224489,2.040153364564984,1.4755069286865439,0.2912788391113281,1.1246151492604006,0.9222267548595975,0.7071119088002229,0.8503026662660208,18.694921809782464,outside,55032726.24058618,17.823438588797128,1.0,1.4901161193847676e-08,18.694921809782464
DS4,DS4,19.5,20.12581316,10,0.71206500427927,0.7107778718673468,0.19319727891156463,0.6316326530612244,1.0422362707121837,1.032555720349401,0.19183820486068726,0.6434623521863276,0.7107778718673468,0.693082211471417,0.7120650042792701,18.35533573618992,outside,39186878.44600284,17.483852515204585,1.0,7.450580596923823e-09,18.35533573618992
DS4,DS4,20.0,20.62581316,10,0.9018762053359299,1.0788639035959449,0.0727891156462585,0.38809523809523805,1.693722565247915,1.4795054064457813,0.22510960698127747,0.5231741529178093,1.0788639035959449,0.691697911477902,0.9018762053359299,18.252057723212843,outside,35341713.23184141,17.380574502227507,1.0,3.725290298461918e-09,18.252057723212843
DS4,DS4,20.5,21.12581316,10,0.918746367959308,1.0642706809230558,0.0707482993197279,0.5816326530612246,1.7188225864873563,1.6364029239905993,0.26003962755203247,0.9808189756186281,1.0642706809230558,0.6983209043063904,0.918746367959308,18.16731254150837,outside,32470070.669213735,17.295829320523033,1.0,1.8626451492309556e-09,18.16731254150837
DS4,DS4,21.0,21.62581316,10,1.0035285651519588,1.1198359005573255,0.027891156462585033,0.5346938775510204,2.8307235575093035,1.8876230235731501,0.28403687477111816,1.0952301812938328,1.1198359005573255,0.7254518646069552,1.0035285651519588,18.17083489588012,outside,32584643.429058757,17.299351674894783,1.0,9.313225746154793e-10,18.17083489588012
DS4,DS4,21.5,22.12581316,10,0.8326714720578646,0.9775553858921002,0.09047619047619047,0.4867346938775511,1.515072627450963,1.3173958325747428,0.222487211227417,1.1238329827126339,0.9775553858921002,0.7367658606984403,0.8326714720578646,17.98771878998505,outside,27132303.01055496,17.116235568999713,1.0,4.656612873077388e-10,17.98771878998505
DS4,DS4,22.0,22.62581316,10,0.8157352104184653,0.9740157811524467,0.08299319727891157,0.4095238095238095,1.5832462091595518,1.2013154182202985,0.16597051918506622,1.013710622825948,0.9740157811524467,0.7343343596228149,0.8157352104184653,17.78405331627027,outside,22132774.90545265,16.912570095284934,1.0,2.328306436538698e-10,17.78405331627027
DS4,DS4,22.5,23.12581316,10,0.8238686308404752,0.9045059409320799,0.09183673469387756,0.6255102040816327,1.5036319894095418,1.3892541326031285,0.22285830974578857,1.1034530930956628,0.9045059409320799,0.7340141413056043,0.8238686308404752,17.59030912589586,outside,18234498.95805571,16.718825904910524,1.0,1.164153218269351e-10,17.59030912589586
DS4,DS4,23.0,23.62581316,10,0.6670766112904607,0.5899034142617173,0.23061224489795917,0.7646258503401361,0.9582363288263285,0.9167450825042761,0.16246312856674194,0.3611487043638043,0.5899034142617173,0.7065313571386722,0.6670766112904607,17.18545874573944,outside,12163807.773519216,16.3139755247541,1.0,5.820766091346745e-11,17.18545874573944
DS4,DS4,23.5,24.12581316,10,0.7343745593817672,0.7825412825630312,0.12448979591836734,0.5595238095238095,1.2908680586086367,1.0185655126702493,0.19621028006076813,0.2320421821275084,0.7825412825630312,0.6957918905907062,0.7343745593817672,16.87672266409886,outside,8932790.974082656,16.005239443113517,1.0,2.910383045673377e-11,16.87672266409886
DS4,DS4,24.0,24.62581316,10,0.7597856634054184,0.8277900829107347,0.09795918367346938,0.5146258503401361,1.4552965088210559,1.1101207525174415,0.1474284678697586,0.8452618195916763,0.8277900829107347,0.6888899878852752,0.7597856634054183,16.602003756786488,outside,6787006.516305358,15.73052053580115,1.0,1.4551915228366858e-11,16.602003756786488
DS4,DS4,24.5,25.12581316,10,0.6971829276664587,0.6900783160144514,0.20136054421768707,0.5632653061224491,1.0218494838179406,0.9514157856355965,0.14530499279499054,0.3530704609344764,0.6900783160144514,0.6747309920632032,0.6971829276664588,16.241296304154506,outside,4731785.073129106,15.369813083169168,1.0,7.27595761418344e-12,16.241296304154506
DS4,DS4,25.0,25.62581316,10,0.8427295326410018,0.9001969698539971,0.05102040816326531,0.653061224489796,2.040153364564984,1.448391767899908,0.30611443519592285,0.4505761801048465,0.9001969698539971,0.6824051284485249,0.8427295326410018,16.07018709259708,outside,3987615.0232357625,15.198703871611743,1.0,3.637978807091714e-12,16.07018709259708
DS4,DS4,25.5,26.12581316,10,0.8034351947272975,0.8621230362523036,0.07755102040816327,0.6435374149659864,1.6392895537917183,1.3197596233289126,0.20558501780033112,0.8453964221740011,0.8621230362523036,0.6811142736368565,0.8034351947272975,15.851328341809019,outside,3203790.252690924,14.979845120823681,1.0,1.81898940354586e-12,15.851328341809019
DS4,DS4,26.0,26.62581316,10,0.9767966439915309,1.091926969041038,0.02312925170068027,0.5061224489795919,3.14202261347588,1.7930095994961157,0.2405078411102295,1.061374542932676,1.091926969041038,0.6962625851177363,0.9767966439915309,15.82785154990037,outside,3129451.5668812757,14.956368328915032,1.0,9.094947017729282e-13,15.82785154990037
DS4,DS4,26.5,27.12581316,10,0.8492517637945417,0.9533673692695649,0.06666666666666667,0.5255102040816326,1.7726605773775288,1.407935136396593,0.23530519008636475,1.6879199550175348,0.9533673692695649,0.7126417980783372,0.8492517637945418,15.664451954841716,outside,2657692.262883515,14.792968733856378,1.0,4.547473508864649e-13,15.664451954841716
DS4,DS4,27.0,27.62581316,10,0.7738752885358724,0.7994368179641314,0.07755102040816327,0.6394557823129252,1.6392895537917183,1.2221485870735984,0.2127624750137329,0.563734994790941,0.7994368179641314,0.6995209853418856,0.7738752885358724,15.408107410544485,outside,2056722.3667785355,14.536624189559147,1.0,2.2737367544323203e-13,15.408107410544485
DS4,DS4,27.5,28.12581316,10,0.7655777142304032,0.8316668450442017,0.11632653061224489,0.5931972789115647,1.3351075047593473,1.1670673182148368,0.14392222464084625,0.2623855579337475,0.8316668450442017,0.6838253754445105,0.7655777142304033,15.140982862382963,outside,1574580.8083648563,14.269499641397625,1.0,1.136868377216162e-13,15.140982862382963
DS4,DS4,28.0,28.62581316,10,0.8495819013966128,1.0022239223198128,0.06190476190476191,0.4755102040816327,1.8425303439502456,1.34838489491666,0.21710537374019623,0.4279049543546643,1.0022239223198128,0.6908171407201081,0.8495819013966128,14.977971931162319,outside,1337735.3570732293,14.106488710176981,1.0,5.6843418860807996e-14,14.977971931162319
DS4,DS4,28.5,29.12581316,10,2.133514604705843,1.5007319306183242,0.0020408163265306124,0.44421768707482995,13.544467780931475,5.626710221450812,0.20518061518669128,1.529552557873032,1.5007319306183242,0.7030258565463812,2.1335146047058426,15.735742600205873,outside,2854077.9215471167,14.864259379220533,1.0,2.8421709430404045e-14,15.735742600205873
DS4,DS4,29.0,29.62581316,10,0.8333263297557754,0.9740431258766815,0.05782312925170068,0.5469387755102041,1.9096327843693481,1.2897058428124526,0.25366297364234924,1.1696394135280572,0.9740431258766815,0.7074242729016335,0.8333263297557754,15.553412639083533,outside,2378378.2791998554,14.681929418098195,1.0,1.4210854715201997e-14,15.553412639083533
DS4,DS4,29.5,30.12581316,10,1.0408344420273175,1.2700456743813588,0.04013605442176871,0.44455782312925174,2.3197876221309377,1.9498562935151529,0.29711949825286865,1.0251622305298038,1.2700456743813588,0.7327325611629278,1.0408344420273172,15.593435378630835,stable,2475498.0291608684,14.721952157645495,1.0,7.105427357600985e-15,15.593435378630835
DS4,DS4,30.0,30.62581316,10,0.9028505362416517,1.0713218706082765,0.047619047619047616,0.49013605442176866,2.116427862582342,1.5233854366104846,0.24670621752738953,0.6185991225036784,1.0713218706082765,0.7456050849773677,0.9028505362416519,15.491237120253649,stable,2235004.723093044,14.619753899268309,1.0,3.552713678800511e-15,15.491237120253649
DS4,DS4,30.5,31.12581316,10,0.864344716764309,1.0466865809289196,0.06598639455782312,0.5040816326530613,1.782147287849183,1.3881372895428195,0.15651129186153412,2.4437716841784622,1.0466865809289196,0.7527875709601434,0.864344716764309,15.345453508241583,stable,1931814.5243487537,14.473970287256245,1.0,1.7763568394002524e-15,15.345453508241583
DS4,DS4,31.0,31.62581316,10,0.8132683751580991,0.910553063376517,0.06190476190476191,0.5404761904761904,1.8425303439502456,1.2739144112184253,0.17374186217784882,0.973251485915843,0.910553063376517,0.744218542731622,0.8132683751580991,15.138759389080182,stable,1571083.6593239268,14.267276168094844,1.0,8.881784197001244e-16,15.138759389080182
DS4,DS4,31.5,32.12581316,10,0.8664452505900945,1.0915388665544659,0.06598639455782312,0.36462585034013606,1.782147287849183,1.2628393112301453,0.26467013359069824,3.646067728632061,1.0915388665544659,0.7770815748044045,0.8664452505900944,14.99540303271056,stable,1361257.9749009232,14.123919811725221,1.0,4.440892098500646e-16,14.99540303271056
DS4,DS4,32.0,32.62581316,10,1.2942062926799422,1.2908384004293123,0.007482993197278911,0.44455782312925174,6.052075118926798,2.7537939380693217,0.385333389043808,1.6442693093058047,1.2908384004293123,0.804069378904322,1.2942062926799422,15.253300638555764,stable,1761748.6370775308,14.381817417570426,1.0,2.2204460492503185e-16,15.253300638555764
DS4,DS4,32.5,33.12581316,10,0.8075790749168528,0.8363306826127346,0.05170068027210884,0.6741496598639456,2.025870783575896,1.3384276803058972,0.23380406200885773,0.7665386403766867,0.8363306826127346,0.7970567076720985,0.8075790749168528,15.039586335469666,stable,1422751.3345670956,14.168103114484326,1.0,1.1102230246251573e-16,15.039586335469666
DS4,DS4,33.0,33.62581316,10,0.9070238346518474,1.03514944195281,0.05238095238095238,0.5659863945578232,2.011886436606075,1.6193982631265413,0.20043621957302094,1.0416600974833474,1.03514944195281,0.8054995731704625,0.9070238346518474,14.941999784815106,stable,1290469.371235084,14.070516563829768,1.0,5.551115123125776e-17,14.941999784815106
DS4,DS4,33.5,34.12581316,10,0.7835542307445811,0.8759965850381093,0.08027210884353742,0.5513605442176871,1.6105126863113894,1.162523006729369,0.16865688562393188,1.6829913436552029,0.8759965850381093,0.8209829421036634,0.7835542307445812,14.69808478124468,stable,1011152.7354775476,13.82660156025934,1.0,2.7755575615629024e-17,14.69808478124468
DS4,DS4,34.0,34.62581316,10,0.9245673009020902,1.0396606557374422,0.03945578231292517,0.5761904761904761,2.3413122174834573,1.6867218906153638,0.22146819531917572,1.2079991099736,1.0396606557374422,0.8184509442441854,0.9245673009020899,14.619655347521906,stable,934878.755440243,13.748172126536568,1.0,1.3877787807814488e-17,14.619655347521906
DS4,DS4,34.5,35.12581316,10,1.145538446660072,1.2227881571948378,0.014285714285714285,0.55,4.134264856764553,2.3840210857770496,0.2144865244626999,1.1520252148825758,1.2227881571948378,0.829013753800908,1.145538446660072,14.755530133082722,stable,1070939.5573225182,13.884046912097384,1.0,6.93889390390723e-18,14.755530133082722
DS4,DS4,35.0,35.62581316,10,0.8191022181267111,0.9548006824952424,0.07755102040816327,0.4707482993197279,1.6392895537917183,1.2469289440288513,0.16474145650863647,0.6503148685918714,0.9548006824952424,0.8230695755474958,0.8191022181267111,14.55598373862325,stable,877208.9668825109,13.68450051763791,1.0,3.4694469519536088e-18,14.55598373862325
DS4,DS4,35.5,36.12581316,10,0.8529770273368227,0.929241580561938,0.06666666666666667,0.6241496598639455,1.7726605773775288,1.466618712757761,0.2984953820705414,0.5248872820191952,0.929241580561938,0.8269156581976209,0.8529770273368227,14.396961075160307,stable,748239.0969246491,13.525477854174968,1.0,1.7347234759768136e-18,14.396961075160307
DS4,DS4,36.0,36.62581316,10,0.8885114593995986,1.0920254949621082,0.06802721088435375,0.37755102040816324,1.7541428396841425,1.3839867583295622,0.28142377734184265,0.4866931335550343,1.0920254949621082,0.829772022485057,0.8885114593995986,14.278753341156895,stable,664819.0119883575,13.407270120171555,1.0,8.67361737988405e-19,14.278753341156895
DS4,DS4,36.5,37.12581316,10,0.8187183499397206,0.947190677940247,0.09183673469387756,0.5408163265306123,1.5036319894095418,1.2952990894353005,0.26776695251464844,1.7073454537507202,0.947190677940247,0.8565116324716007,0.8187183499397206,14.078738191814862,stable,544299.5245036635,13.207254970829522,1.0,4.336808689942018e-19,14.078738191814862
DS4,DS4,37.0,37.62581316,10,1.2210448216967407,1.404397094144814,0.014965986394557823,0.4683673469387755,4.024693859721308,2.5318238566842037,0.2952654957771301,1.2768618008268557,1.404397094144814,0.8775845785879289,1.2210448216967407,14.27844509527601,stable,664614.1158471968,13.40696187429067,1.0,2.1684043449710048e-19,14.27844509527601
DS4,DS4,37.5,38.12581316,10,0.9716529470609657,1.1120469653519123,0.026530612244897958,0.3683673469387755,2.9103560737725824,1.7067088485559498,0.21228133141994476,0.6729946493503312,1.1120469653519123,0.8730630896308219,0.9716529470609659,14.249688506647859,stable,645774.2643212464,13.378205285662519,1.0,1.084202172485508e-19,14.249688506647859
DS4,DS4,38.0,38.62581316,10,1.0211671572749272,1.257415142833939,0.04081632653061224,0.4306122448979592,2.2988429423960848,1.8493502675163966,0.2084292620420456,0.5305572272088102,1.257415142833939,0.8707325495102203,1.0211671572749272,14.270634751602175,stable,659443.4697382351,13.399151530616836,1.0,5.42101086242753e-20,14.270634751602175
DS4,DS4,38.5,39.12581316,10,1.1301472318314714,1.3780612798322127,0.030612244897959183,0.3799319727891156,2.6889245563957496,2.1940979132472003,0.26623639464378357,0.9826647441913783,1.3780612798322127,0.8862421120770967,1.1301472318314716,14.392982669495114,stable,745268.2118740076,13.521499448509774,1.0,2.7105054312137602e-20,14.392982669495114
DS4,DS4,39.0,39.62581316,10,1.027760570659852,1.1155422160089252,0.02857142857142857,0.5870748299319728,2.7932278329175655,2.07252740105627,0.3718021810054779,0.5994453851914618,1.1155422160089252,0.8993598758497036,1.027760570659852,14.420364901482394,stable,765957.282730279,13.548881680497056,1.0,1.3552527156068872e-20,14.420364901482394
DS4,DS4,39.5,40.12581316,10,0.8533966897784916,1.0601335138192496,0.09047619047619047,0.435374149659864,1.515072627450963,1.3035249733753798,0.23364226520061493,1.4721029902521774,1.0601335138192496,0.9139210506596364,0.8533966897784918,14.26183411438384,stable,653665.4095937472,13.3903508933985,1.0,6.776263578034422e-21,14.26183411438384
DS4,DS4,40.0,40.62581316,10,1.2247479330439397,1.3268833763197794,0.014285714285714285,0.5357142857142857,4.134264856764553,2.614432581995111,0.3185141384601593,0.7234970606132798,1.3268833763197794,0.9257076445289648,1.22474793304394,14.464569168263473,stable,800575.3593022635,13.593085947278135,1.0,3.388131789017205e-21,14.464569168263473
DS4,DS4,40.5,41.12581316,10,0.7875044154875669,0.8359760975910533,0.09183673469387756,0.5404761904761904,1.5036319894095418,1.2497998625195315,0.12683486938476562,0.5363455782035554,0.8359760975910533,0.9070023053579724,0.7875044154875668,14.225682866933745,stable,630456.6303810783,13.354199645948407,1.0,1.6940658945085994e-21,14.225682866933745
DS4,DS4,41.0,41.62581316,10,0.7889817874443826,0.8777378868806617,0.10952380952380952,0.6214285714285714,1.375894174705732,1.1874241525654956,0.15638619661331177,0.9213376686106881,0.8777378868806617,0.9036209306933678,0.7889817874443825,13.988670825444096,stable,497418.79914422554,13.117187604458758,1.0,8.470329472543041e-22,13.988670825444096
DS4,DS4,41.5,42.12581316,10,0.9261503629809219,1.0800492081884572,0.05646258503401361,0.5289115646258504,1.9337113571157605,1.6194114364233378,0.36222636699676514,1.0803598545418478,1.0800492081884572,0.9365092790939605,0.9261503629809221,13.911952146955164,stable,460684.6013809578,13.040468925969824,1.0,4.235164736271513e-22,13.911952146955164
DS4,DS4,42.0,42.62581316,10,0.920914835148276,1.1161253066734322,0.04013605442176871,0.43537414965986393,2.3197876221309377,1.52491710327011,0.2613520324230194,1.8557621339974235,1.1161253066734322,0.9604399084367549,0.920914835148276,13.829564429972566,stable,424251.28373609413,12.958081208987226,1.0,2.1175823681357527e-22,13.829564429972566
DS4,DS4,42.5,43.12581316,10,0.9306158541422557,1.0979664475455426,0.04013605442176871,0.5112244897959184,2.3197876221309377,1.6287171137135699,0.16972823441028595,0.8262490983705832,1.0979664475455426,0.9495491194792783,0.9306158541422558,13.757655726729375,stable,394814.97078501433,12.886172505744037,1.0,1.0587911840678742e-22,13.757655726729375
DS4,DS4,43.0,43.62581316,10,1.0185617753763898,1.1788935301976171,0.031292517006802724,0.42585034013605444,2.656622315680351,1.9190621132089358,0.19312629103660583,1.0565877119818214,1.1788935301976171,0.9534030177884495,1.0185617753763898,13.776047334865277,stable,402143.4375879608,12.904564113879937,1.0,5.2939559203394e-23,13.776047334865277
DS4,DS4,43.5,44.12581316,10,1.1615577147570606,1.1982561452705012,0.018367346938775512,0.6462585034013606,3.5791257406730885,2.5312618240906066,0.25529512763023376,1.114172365384631,1.1982561452705012,0.9624543705277836,1.1615577147570604,13.925809296705907,stable,467112.8123692216,13.054326075720569,1.0,2.6469779601696944e-23,13.925809296705907
DS4,DS4,44.0,44.62581316,10,0.7932705018377499,0.9226170391847457,0.11632653061224489,0.4564625850340136,1.3351075047593473,1.1567701473440843,0.12143228203058243,0.42029809738271506,0.9226170391847457,0.9425040011548197,0.7932705018377499,13.694218293220565,stable,370546.8150829754,12.822735072235227,1.0,1.323488980084845e-23,13.694218293220565
DS4,DS4,44.5,45.12581316,10,0.8849759941318671,0.937137308968348,0.04217687074829932,0.7023809523809523,2.2585945146589737,1.628555573155641,0.1799684762954712,0.458853723489296,0.937137308968348,0.9313862939619219,0.8849759941318673,13.572023533603735,stable,327925.0360504529,12.700540312618395,1.0,6.617444900424212e-24,13.572023533603735
DS4,DS4,45.0,45.62581316,10,0.8238890626803548,0.8705105007666667,0.04149659863945578,0.5224489795918367,2.2784531054972637,1.3063057800504088,0.10604958236217499,0.2564684369088813,0.8705105007666667,0.9068768964403069,0.8238890626803546,13.378304142797806,stable,270173.85058102955,12.506820921812468,1.0,3.308722450212123e-24,13.378304142797806
DS4,DS4,45.5,46.12581316,10,0.8774962971982939,0.993237253848297,0.04217687074829932,0.43673469387755104,2.2585945146589737,1.4527090823472448,0.24112175405025482,0.7968694863750099,0.993237253848297,0.9054862861775553,0.8774962971982939,13.247621599429742,stable,237076.55348465842,12.376138378444404,1.0,1.6543612251060587e-24,13.247621599429742
DS4,DS4,46.0,46.62581316,10,0.8472705314827828,0.9538420750543255,0.05170068027210884,0.45238095238095244,2.025870783575896,1.3567521264118099,0.28010842204093933,0.5615259364649798,0.9538420750543255,0.9193814133547938,0.8472705314827828,13.08188636372794,stable,200867.97747305298,12.210403142742601,1.0,8.271806125530277e-25,13.08188636372794
DS4,DS4,46.5,47.12581316,10,0.896867006358008,1.064403413957083,0.0761904761904762,0.4799319727891156,1.6542881658097595,1.5117500151348848,0.2594781219959259,1.5629578034006109,1.064403413957083,0.9393928419121301,0.896867006358008,12.97303867088251,stable,180151.86162944467,12.101555449897171,1.0,4.13590306276516e-25,12.97303867088251
DS4,DS4,47.0,47.62581316,10,1.013386437923407,1.15982138305993,0.04013605442176871,0.4357142857142857,2.3197876221309377,1.8939371716580198,0.1641288548707962,0.7530480157213801,1.15982138305993,0.9304549574174678,1.0133864379234072,12.98633630210486,stable,182563.45334193358,12.114853081119522,1.0,2.0679515313825765e-25,12.98633630210486
