run_id,t,available_s,m1_available_s,B0,M1,P0,P1,P2,P3,B0z,M1z,P3z,concordance,B0_M1,B0_P3,M1_P3,Full
DS1,9.0,9.5,9.01,0.016485676169395447,21.040325716718932,0.00027199729311414933,6.5598370405834015e-06,0.005323142957494805,0.0014865548058710324,-1.6770757988968454,61.47902089943302,26.54415592846548,0.0,3781.594945732136,800.649988215149,4861.091953799142,6047.005477190229
DS1,9.5,10.0,9.51,0.014716012869030237,20.632848268127862,0.00021667240928478922,6.79449443622999e-06,0.005813861595039422,0.001323562541973681,-2.407434506842547,60.214996656224564,23.345799388552855,0.0,3630.3561080391887,637.0775011307475,4498.621359247059,5597.23905016864
DS1,10.0,10.5,10.01,0.015040396712720394,19.912109052736945,0.00022621354500766225,5.809099329192192e-06,0.005355844708908701,0.0015441660751253547,-2.2735578734134023,57.9792119657215,27.674647495281633,0.0,3365.5906189109273,881.8139865058846,4495.118728568543,5588.853316866097
DS1,10.5,11.0,10.51,0.014937527477741241,21.012325350804684,0.00022312973439170887,1.1873440395264166e-05,0.00567149059891277,0.001648018046618124,-2.316013091607299,61.39216175800888,29.712508828479027,0.0,3773.105339525205,1013.4607763749165,5069.369217213084,6300.464053048821
DS1,11.0,11.5,11.01,0.014716023579239845,20.856579424945902,0.0002165613414655512,1.0418990057542584e-05,0.005310433039774719,0.0016659352756275508,-2.4074300866260856,60.909026736065584,30.064094144304214,0.0,3714.4059258796647,1039.1386128465642,5032.342353417216,6253.699807395536
DS1,11.5,12.0,11.51,0.015420816373080015,20.707515183316378,0.0002378484930858349,8.264934982564445e-06,0.005973578756518367,0.0014948960624906883,-2.1165546674588818,60.44661877737559,26.707834326584837,0.0,3657.149098466272,819.5998190988514,4739.1849361405175,5894.311218612931
DS1,12.0,12.5,12.01,0.016225673258304596,20.374924737411916,0.000263272497989754,1.1020262913128364e-05,0.00541117264165372,0.001527555985368344,-1.7843817424439856,59.414899382507556,27.3487118469718,0.0,3532.393647990648,851.1163993130651,4651.393222922255,5784.143416591479
DS1,12.5,13.0,12.51,0.02043953537940979,20.895551746686063,0.0004177746005295586,2.623167906001697e-05,0.005169111843061417,0.0015120716917482076,-0.04527640325512141,61.029921670654026,27.044867415452767,0.0,3724.7100349269167,799.4472049463504,4836.400503843193,6021.681988776333
DS1,13.0,13.5,13.01,0.021238965913653374,20.546068551134184,0.0004510936413129545,5.5424662623174995e-05,0.005806394670232918,0.0016818248482036234,0.2846570094805051,59.945799755934594,30.375891263688377,17.063992089441534,3593.8205172103803,1002.132726747655,4931.699136219917,5179.706088794922
DS1,13.5,14.0,13.51,0.019550777971744537,20.616681333878176,0.00038223296494916466,6.539770404972478e-05,0.005692316194573149,0.001677352179304939,-0.41207595874435277,60.16484566774503,30.288125197490412,0.0,3619.825188508593,1009.8041793103412,4953.177133063361,6155.323842307816
DS1,14.0,14.5,14.01,0.024785010144114494,20.15551686246538,0.0006142967840787605,7.313377470036585e-05,0.005868447717770603,0.0015268799049726592,1.7481468620097476,58.73428043281545,27.335445289999456,102.67614803102686,3453.8159411289166,788.9791211667339,4565.491235707006,60436.9079741343
DS1,14.5,15.0,14.51,0.02075948938727379,21.000764033809837,0.00043095644274357723,8.720501363600037e-05,0.005531255888053602,0.0018206122177126154,0.08677199020897616,61.35629772426804,33.09928119835366,5.324008065389212,3764.7365430462264,1194.4721206714335,5321.768178346959,5855.306481502429
DS1,15.0,15.5,15.01,0.017767440527677536,20.14001375885255,0.0003156819125342578,0.000192478499412954,0.006342521288254971,0.0016449008379942768,-1.1480781300111524,58.68618869453804,29.651340621166852,0.0,3444.8283868003678,983.0432773026296,4720.418421447263,5864.989970649903
DS1,15.5,16.0,15.51,0.01322854869067669,20.060979449640136,0.00017499450345049973,6.45244043569624e-05,0.005766661083494839,0.001840875278632542,-3.021326660900108,58.44101860418052,33.49689818864659,0.0,3422.8931772172555,1299.2975289948647,4980.851744952852,6182.762818217303
DS1,16.0,16.5,16.01,0.02007000707089901,20.314936869344674,0.00040280518808483775,7.916367611401475e-05,0.0054560646995934605,0.0015394859245699785,-0.1977846334351769,59.2288127173496,27.58281006828577,0.0,3508.058859419222,834.2570001137311,4643.861443672371,5778.442541804477
DS1,16.5,17.0,16.51,0.015567361377179623,20.686709500801733,0.00024234273080657608,9.166397035013762e-05,0.005783326473105218,0.0018708160129925111,-2.0560739987192416,60.38207805938999,34.08441775098791,0.0,3649.1338872237975,1317.5783409704263,5274.346376371813,6542.767915733527
DS1,17.0,17.5,17.01,0.017399126663804054,20.528869519399773,0.0003027295927162912,6.828872326656713e-05,0.0054320739946422305,0.0012732234776818285,-1.3000851460811644,59.892447127102805,22.358008485836617,0.0,3588.141344375738,566.1025248444301,4400.34758400044,5479.047022339449
DS1,17.5,18.0,17.51,0.020473577082157135,20.80695433456756,0.0004191673790431159,0.00012682777574940572,0.004956596169714136,0.0017091364247804471,-0.031227033507954506,60.75508614984044,30.911819518631944,0.0,3691.245531940361,1044.0017800225164,5075.151696707467,6306.841274847225
DS1,18.0,18.5,18.01,0.01812794618308544,20.546700203714632,0.0003286223826061511,0.00010320286502877985,0.005322047526273878,0.0015653684631062909,-0.9992936439247321,59.94775918750003,28.090696666199946,0.0,3594.247697404096,880.511029265977,4769.181972270725,5930.7476124418645
