run_id,t,available_s,m1_available_s,B0,M1,P0,P1,P2,P3,B0z,M1z,P3z,concordance,B0_M1,B0_P3,M1_P3,Full
DS1,9.0,9.5,9.01,0.1275453045964241,2.0435166755273624,0.01626805477311303,6.534145181626287e-06,0.0004682422208780196,9.524842849133232e-05,0.9204524722453139,4.532247908352386,-0.7055929631797871,4.171718792071607,21.494587222006306,1.3431984173930338,20.70005081104793,84.25290494861883
DS1,9.5,10.0,9.51,0.1255732998251915,1.8489112209772447,0.015768719276009178,6.388106145611069e-06,0.00046413659456159687,0.00013604678425182138,0.2402828444584427,3.723760695430986,0.12905518719515713,0.8947558119807061,13.94830058698942,0.07448189911547565,14.013108165952612,14.100322622950808
DS1,10.0,10.5,10.01,0.12625181674957275,2.5630649150519553,0.015939519875392785,6.088087812702427e-06,0.0005769083055161381,3.4424973762930723e-05,0.4743119962312481,6.690708004563518,-1.9499123246389267,3.173483069844913,45.07560672644389,4.024434797858987,47.01146957292706,69.46096605487355
DS1,10.5,11.0,10.51,0.12562572956085205,2.4653033691720356,0.015781822789264766,6.949748314046132e-06,0.0005013928741237797,3.847093734894735e-05,0.2583665298071918,6.284558238915564,-1.8671404589446834,1.623719503559811,39.6084599521613,3.5515640823394703,41.578892106541716,42.60997422030006
DS1,11.0,11.5,11.01,0.1254926323890686,2.411927747222079,0.015748401050811052,9.094385973509296e-06,0.00039977685095880463,0.0001023357826070207,0.21245961562926743,6.062809532395351,-0.5606006738228633,1.2881021828861747,36.840140676244,0.35906478100126094,36.77982309922201,36.86475381818139
DS1,11.5,12.0,11.51,0.12605834007263184,2.410555302288019,0.01589077058846043,7.810075143292059e-06,0.0003019841365946241,0.00011732808630220026,0.4075794196877897,6.05710771801306,-0.253889819530066,2.468752448694195,36.92112848779646,0.23027900312071944,36.71356798113505,45.17594155540937
DS1,12.0,12.5,12.01,0.12641336023807526,2.415040841729442,0.01598033824312179,1.4288806080000321e-05,0.00025082792249567345,7.952109339468162e-05,0.5300304083005358,6.075742865161574,-1.0273410067972464,3.2203284715506566,37.2806156578942,1.3347727820730486,37.29388051440192,61.83448490841056
DS1,12.5,13.0,12.51,0.12680193781852722,2.4301013794489847,0.016078730781708985,3.298146274807511e-05,0.00026920789044615825,9.967197705015906e-05,0.6640557778726064,6.138311780273021,-0.6150965067933245,4.076181404073784,38.22611118788602,0.8181214555559406,37.71821554957113,86.77484672397756
DS1,13.0,13.5,13.01,0.1246885433793068,1.6657312589678919,0.015547232160802338,5.512325565533187e-05,0.0007137012078145257,6.567065064678154e-05,-0.0648809519269424,2.9627406238694816,-1.3106917989045184,0.0,8.77863697802091,1.7223748092223465,10.014142023600499,12.522149492172863
DS1,13.5,14.0,13.51,0.12788358330726624,2.556479789278633,0.016354209826758885,6.2440752529624e-05,0.00032928500654607766,0.00017625444846313106,1.037129119380351,6.663350138384906,0.9516190366277055,6.910754461146077,45.653132252713206,1.9841050765795347,46.382027050231024,232.0784288406814
DS1,14.0,14.5,14.01,0.12501540780067444,2.425828672149726,0.01562884997205316,7.44101543728079e-05,0.0006155760439744601,8.930514604327788e-05,0.04785876100967427,6.1205608430036,-0.8271799636840703,0.2929224586304797,37.47646639216516,0.6864028888367534,37.63112248071641,44.08432123795879
DS1,14.5,15.0,14.51,0.12625107169151306,1.9759902226001584,0.01593933381821226,8.938067032572664e-05,0.00030026772073075373,0.0002446678609224023,0.4740550161921867,4.251709658015095,2.3512128953897333,2.0155442907748222,18.354227040977563,5.756200945766963,25.079979029849248,29.438927508865305
DS1,15.0,15.5,15.01,0.12440596520900726,1.6843446983543886,0.015476843920792306,0.00014014872214284632,0.0007821933826768619,0.00025000850367611,-0.16234577134175082,3.040070047997183,2.4604711611483845,0.0,9.257623750271424,6.079119729644991,16.388435344031812,21.947283592293573
DS1,15.5,16.0,15.51,0.12266255915164948,2.879408339958721,0.015046102678119726,7.631838314129691e-05,0.00025590530819926045,5.63669461928561e-05,-0.7636687835438104,8.004954897180879,-1.5010259329488194,0.0,64.52162282861902,2.8396259615570263,64.99931434184671,79.33976199491406
DS1,16.0,16.5,16.01,0.125909224152565,2.1022643339342806,0.01585313441881632,7.845747553442686e-05,0.00022734122052362642,0.00012817814896658273,0.3561474346700457,4.776314708642589,-0.031920464013800755,1.7010722306598651,22.985439672866047,0.12782695006099482,22.899259328005883,25.279238899174302
DS1,16.5,17.0,16.51,0.12273465842008591,2.0531173164717127,0.015063796404258688,0.00010287449888309001,0.00024263928137603752,0.0002461616238327095,-0.7388008251638409,4.572133714520054,2.381772128156512,0.0,21.370224728539245,6.213534252591213,28.187746648295075,36.69782426938447
DS1,17.0,17.5,17.01,0.1265571415424347,2.590868537540654,0.016016708974474072,6.840456016843782e-05,0.00037107666095557106,0.00016313266417236838,0.5796224162386003,6.806217990175036,0.6831750568703021,3.945036516911885,46.76489952052574,0.8038496321077127,47.643490074244106,84.85555664111244
DS1,17.5,18.0,17.51,0.12507449090480804,2.9717104016045695,0.015643628709287247,0.00013693321568047947,0.0005371536168446822,0.0001485947904413526,0.06823727810724146,8.38842326778471,0.3857608794164176,0.5724031714050805,70.39509957670819,0.15354506312458188,71.28362195651167,81.51498270145741
DS1,18.0,18.5,18.01,0.12559059262275696,3.0807285262743935,0.015772997866840735,0.0001081439868538725,0.0007276541954780687,0.00010975984000450697,0.24624735116505725,8.841338423611058,-0.4087201467872546,2.1771561675680657,78.29545285863573,0.22739617439819854,78.20637649515996,79.03144072194812
DS1,18.5,19.0,18.51,0.12747105956077576,2.173424450220263,0.01624887211982213,0.0002459050931462053,0.0007351537421633136,0.0004768583338324942,0.8948444113528478,5.071948991968395,7.1013393437887595,4.538605210129628,26.64132060707305,51.24845335191666,81.42584366813098,131.3928459675861
DS1,19.0,19.5,19.01,0.12631813436746597,2.4986563353807423,0.015957429775659823,0.0001806752508426774,0.000624856775767595,0.00029662288811320675,0.4971857895081012,6.423122940275435,3.4141029687558926,3.1934854501684384,41.58872673074817,11.908280498858787,56.152923543400476,70.7442029610515
DS1,19.5,20.0,19.51,0.12638019025325775,2.241121917299612,0.015972785209860486,6.235804731520175e-05,0.00044894040824601387,0.00015118396690547332,0.5185896569615233,5.353197719591934,0.43872995884352406,2.7761129690503896,28.998486913552,0.46208532642496336,29.30383370337667,44.26750385807959
DS1,20.0,20.5,20.01,0.12439227104187012,1.8342325003023918,0.015473529090778964,7.678401193087766e-05,0.0005175391555904351,0.00020115834440406926,-0.16706906445969893,3.662778036979307,1.4611001246955788,0.0,13.430812450481705,2.1620166523981763,16.35377718419329,22.396051193381158
DS1,20.5,21.0,20.51,0.13017406314611435,2.6396272239799328,0.016945321741453988,8.406267522145268e-05,0.0005143369056033318,0.00016944700036945466,1.8271448648640076,7.008785665352139,0.8123530330290267,12.806066737380629,52.78517834440882,4.002723494103112,50.79157864015286,861.2440711590218
DS1,21.0,21.5,21.01,0.12232746183872223,2.2134542633562466,0.01496456870835081,0.00010930960611239932,0.0009628935001375529,0.00012712013815092382,-0.8792481259120553,5.238252614499905,-0.05356512968490095,0.0,28.10311966795083,0.7760858300948982,27.531198527457192,34.967972419750716
DS1,21.5,22.0,21.51,0.12475188821554184,3.439878353799368,0.015566815012965158,0.00010493035058069022,0.0003276404697325384,0.0001494291586696174,-0.04303250900594414,10.33342426338431,0.4028302903147669,0.0,106.7867661404923,0.16407371375613017,108.00670537700367,139.36040785156538
DS1,22.0,22.5,22.01,0.12474101781845093,2.390199089119081,0.015562311070464376,9.224876611942409e-05,0.0002642914177119818,0.00019861755298323933,-0.04678184777584963,5.972537950487093,1.4091209010147565,0.0,35.67192894714904,1.9876217864506638,38.98092538313009,52.25623640220314
DS1,22.5,23.0,22.51,0.12267740815877914,2.156903312245849,0.015049766317109537,0.00019017142811802952,0.0005633948065185276,0.00028710766311983166,-0.7585471713653171,5.003312021714388,3.2194415714254343,0.0,25.518860040860915,10.93308200205627,37.76197917935594,48.573071654230446
DS1,23.0,23.5,23.01,0.12481171637773514,1.9601962295804083,0.01557810872358741,3.768894852062174e-05,0.0005814576460790592,0.00011688266651000155,-0.02239701186931557,4.186093607185701,-0.26300216728941084,0.0,17.52423183801172,0.06968913504298194,17.523844647850666,23.403459399724554
DS1,23.5,24.0,23.51,0.12221971526741982,2.008302137612035,0.014937910099249841,9.467283335547145e-05,0.0009703418034205645,0.0002378621810803238,-0.9164112942609163,4.385949318319054,2.211983066482365,0.0,19.980332059258807,5.726765026574046,25.566304638716268,33.21901720311977
DS1,24.0,24.5,24.01,0.12415732443332672,2.202021832147571,0.015416212082792757,0.00012132399217599583,0.0008579932295040114,0.0002749091636406626,-0.24810514997731353,5.190756646485107,2.9698860479771496,0.0,26.977866353818854,8.879644188868667,38.035430291991474,50.224124713562034
DS1,24.5,25.0,24.51,0.12391936406493187,1.9417987075451408,0.01535635014077287,0.00013326432403459393,0.0006693385752509654,0.0002460003546367944,-0.3301807197529314,4.109661210419953,2.3784729011760617,0.0,16.967467447278096,5.763869149825295,23.98596534505124,31.856923918112475
DS1,25.0,25.5,25.01,0.1226918026804924,2.1038533490589106,0.015062143503230591,0.00012384578624028209,0.00036050298025743817,0.00020093102586876788,-0.7535823170106514,4.782916262604024,1.4564496677960637,0.0,23.358887027023876,2.6859291062897066,26.06486479242877,34.0760422186503
DS1,25.5,26.0,25.51,0.12430853396654129,2.2628474766956055,0.015455401036971307,9.97657380613959e-05,0.0006081867796409437,0.00010823831538639547,-0.1959510510498071,5.443456427940222,-0.43984732543415905,0.0,29.6478277045285,0.23211494193257853,29.636122703779055,38.25515313046641
