physical_recording_id,window_end_s,decision_time_s,window_start_s,tracked_prn_count,min_p,median_p,mean_q,max_q,mean_neg_log_p,median_neg_log_p,score_A2,score_A0,min_residual_age_s,median_residual_age_s,max_residual_age_s,prn_set_hash,producer_chain_id,score_B0_Exact,score_B0_Enhanced,scenario,phase,stable_pre,post,persistent
texbat-DS8-cmte-reconstructed,7.5,7.5,6.03956928,8,0.9313432835820896,0.9955223880597015,0.6487943426531915,1.1635223414724225,0.017646892629044418,0.00449216199297044,0.017646892629044418,0.049882855626671,0.12260440000000017,0.42633564,0.46043071999999974,e521d62de27e17a8a44dbc1ad6e63746b6179394b0b3fbc26803fdd58f5bb814,epochfix-e834ee8c5408781975f6,0.0,-0.0,DS8,excluded,False,False,False
texbat-DS8-cmte-reconstructed,8.0,8.0,6.53956928,8,0.8940298507462686,0.9992537313432837,0.5160735518274724,1.4100903160809444,0.015311761314035822,0.0007468261283916268,0.015311761314035822,0.0502325499009247,0.12260440000000017,0.42633564,0.46043071999999974,e521d62de27e17a8a44dbc1ad6e63746b6179394b0b3fbc26803fdd58f5bb814,epochfix-e834ee8c5408781975f6,0.0,-0.0,DS8,excluded,False,False,False
texbat-DS8-cmte-reconstructed,8.5,8.5,7.03956928,8,0.9313432835820896,0.9962686567164181,0.5681512216952289,1.163235759336006,0.012641637303379505,0.003738602658876921,0.012641637303379505,0.0307647914247548,0.12260440000000017,0.42633564000000046,0.46043071999999974,e521d62de27e17a8a44dbc1ad6e63746b6179394b0b3fbc26803fdd58f5bb814,epochfix-e834ee8c5408781975f6,0.0,-0.0,DS8,excluded,False,False,False
texbat-DS8-cmte-reconstructed,9.0,9.0,7.53956928,8,0.9522388059701492,0.9992537313432837,0.45866344415996574,1.025231600555749,0.010279010381139684,0.0007468261283916268,0.010279010381139684,0.0318884432245328,0.12260440000000017,0.42633564000000046,0.46043071999999974,e521d62de27e17a8a44dbc1ad6e63746b6179394b0b3fbc26803fdd58f5bb814,epochfix-e834ee8c5408781975f6,0.0,-0.0,DS8,excluded,False,False,False
texbat-DS8-cmte-reconstructed,9.5,9.5,8.03624944,9,0.764179104477612,1.0,0.5271169720757554,2.046324510320794,0.031047146699475066,0.0,0.031047146699475066,0.0539510107491572,0.12260440000000017,0.43126640000000016,0.46375055999999937,31bf1c877d8481243be3b4374d7f80c1831967c95912650204d3becc0841dc7e,epochfix-a8e01d452f8b88a78b7d,0.0,-0.0,DS8,excluded,False,False,False
texbat-DS8-cmte-reconstructed,10.0,10.0,8.53624944,10,0.9149253731343284,0.9977611940298508,0.5626369576354795,1.2403614698176275,0.01461809162920889,0.0022415955525745953,0.01461809162920889,0.0372971466683609,0.12260440000000017,0.42633564000000046,0.46375055999999937,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-544995ad9651ae70c1fe,0.0,-0.0,DS8,excluded,False,False,False
texbat-DS8-cmte-reconstructed,10.5,10.5,9.03624944,10,0.764179104477612,0.9925373134328358,0.7835727175466161,2.040280092630352,0.052372378103169595,0.0075087623950543985,0.052372378103169595,0.0481555380555757,0.12260440000000017,0.42633564000000046,0.46375055999999937,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-544995ad9651ae70c1fe,0.0,-0.0,DS8,excluded,False,False,False
texbat-DS8-cmte-reconstructed,11.0,11.0,9.53624944,10,0.8208955223880597,0.9970149253731344,0.6752200587157636,1.7695091111797403,0.0314325218221193,0.0029895388483659373,0.0314325218221193,0.0474071618752926,0.12260440000000017,0.42633564000000046,0.46375055999999937,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-544995ad9651ae70c1fe,0.0,-0.0,DS8,excluded,False,False,False
texbat-DS8-cmte-reconstructed,11.5,11.5,10.03624944,10,0.9343283582089552,0.9940298507462687,0.6665505229041463,1.1500268235044049,0.01912358913212665,0.005989169099272765,0.01912358913212665,0.0490876087749714,0.12260440000000017,0.42633564000000046,0.46375055999999937,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-544995ad9651ae70c1fe,0.0,-0.0,DS8,excluded,False,False,False
texbat-DS8-cmte-reconstructed,12.0,12.0,10.53624944,10,0.7701492537313432,0.9977611940298508,0.7419346782517656,2.011697211448481,0.04182121791342076,0.0022415955525745953,0.04182121791342076,0.0274546346537177,0.12260440000000017,0.42633564000000046,0.46375055999999937,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-544995ad9651ae70c1fe,0.0,-0.0,DS8,excluded,False,False,False
