physical_recording_id,window_end_s,decision_time_s,window_start_s,tracked_prn_count,min_p,median_p,mean_q,max_q,mean_neg_log_p,median_neg_log_p,score_A2,score_A0,min_residual_age_s,median_residual_age_s,max_residual_age_s,prn_set_hash,producer_chain_id,score_B0_Exact,score_B0_Enhanced,scenario,phase,stable_pre,post,persistent
texbat-DS1-cmte-reconstructed,7.5,7.5,6.03711056,8,0.8850746268656716,0.9947761194029852,0.6376048881686336,1.475586266490723,0.019197258528411632,0.005240105288761782,0.019197258528411632,0.0438744797750239,0.3748553999999995,0.43846483999999997,0.46288943999999965,e521d62de27e17a8a44dbc1ad6e63746b6179394b0b3fbc26803fdd58f5bb814,epochfix-35c24a0a1f2475bb08bb,0.0,-0.0,DS1,excluded,False,False,False
texbat-DS1-cmte-reconstructed,8.0,8.0,6.53711056,8,0.9134328358208956,0.9992537313432837,0.5309850580490361,1.2741779157410105,0.015264641568162358,0.0007468261283916268,0.015264641568162358,0.0326965309412583,0.3748554000000004,0.43846483999999997,0.46288943999999965,e521d62de27e17a8a44dbc1ad6e63746b6179394b0b3fbc26803fdd58f5bb814,epochfix-35c24a0a1f2475bb08bb,0.0,-0.0,DS1,excluded,False,False,False
texbat-DS1-cmte-reconstructed,8.5,8.5,7.03711056,9,0.7955223880597015,0.9925373134328358,0.67074741806708,1.8584874077881064,0.03635277042868589,0.007490671729157626,0.03635277042868589,0.0347621418310621,0.03320439999999891,0.41872679999999995,0.46288943999999965,31bf1c877d8481243be3b4374d7f80c1831967c95912650204d3becc0841dc7e,epochfix-398b8f3325b182104984,0.0,-0.0,DS1,excluded,False,False,False
texbat-DS1-cmte-reconstructed,9.0,9.0,7.53711056,9,0.891044776119403,0.9955223880597016,0.7098355846190725,1.4300550888171162,0.026635507950131268,0.004487666469387905,0.026635507950131268,0.027284878515115,0.03320439999999891,0.41872679999999995,0.46288943999999965,31bf1c877d8481243be3b4374d7f80c1831967c95912650204d3becc0841dc7e,epochfix-398b8f3325b182104984,0.0,-0.0,DS1,excluded,False,False,False
texbat-DS1-cmte-reconstructed,9.5,9.5,8.03711056,9,0.9388059701492536,0.9970149253731344,0.5726495994650792,1.1133969250339903,0.009847361030729024,0.0029895388483659373,0.009847361030729024,0.0288420982335438,0.03320440000000069,0.41872679999999995,0.46288943999999965,31bf1c877d8481243be3b4374d7f80c1831967c95912650204d3becc0841dc7e,epochfix-398b8f3325b182104984,0.0,-0.0,DS1,excluded,False,False,False
texbat-DS1-cmte-reconstructed,10.0,10.0,8.53711056,10,0.0119402985074626,0.9947761194029852,16.981743500345413,164.5175529528797,0.4491045032773899,0.005240105288761782,0.4491045032773899,0.6584758372192602,0.03320440000000069,0.41748825999999983,0.46288943999999965,2e18e520b194ad20c8d9aa3ebda11a9ce8b46965f3ec13b291e07dfcb6187795,epochfix-a667c804259a2b4e84c5,0.02839695079078372,0.0876767318218343,DS1,excluded,False,False,False
texbat-DS1-cmte-reconstructed,10.5,10.5,9.03711056,11,0.0149253731343283,0.9865671641791044,11.316646692078038,116.33151623517782,0.4182216849377276,0.013523872533325543,0.4182216849377276,0.8625773639945906,0.03320440000000069,0.4162497199999997,0.46288943999999965,57d038d6d87c25f2247da53a9b8c46fbb9db554925aea438f97c37d87bbc4913,epochfix-0353c0d1236a2cc038d1,0.04375136028740633,0.09141872539672,DS1,excluded,False,False,False
texbat-DS1-cmte-reconstructed,11.0,11.0,9.53711056,11,0.0014925373134328,0.9865671641791044,54.70677078905794,594.0676987591878,0.6284720230237117,0.013523872533325543,0.6284720230237117,1.052615510536418,0.03320440000000069,0.4162497199999997,0.46288943999999965,57d038d6d87c25f2247da53a9b8c46fbb9db554925aea438f97c37d87bbc4913,epochfix-0353c0d1236a2cc038d1,0.05526716740987329,0.09235422379044142,DS1,excluded,False,False,False
texbat-DS1-cmte-reconstructed,11.5,11.5,10.03711056,11,0.0014925373134328,0.9985074626865672,47.697378963327544,515.2499707052593,0.679384438368713,0.0014936522567832536,0.679384438368713,0.9342334500824316,0.03320440000000069,0.4162497199999997,0.46288943999999965,57d038d6d87c25f2247da53a9b8c46fbb9db554925aea438f97c37d87bbc4913,epochfix-0353c0d1236a2cc038d1,0.06390402275172351,0.09258809838887178,DS1,excluded,False,False,False
texbat-DS1-cmte-reconstructed,12.0,12.0,10.53711056,11,0.0149253731343283,0.9970149253731344,11.089595779482256,113.77805247086842,0.4378064519130682,0.0029895388483659373,0.4378064519130682,0.8357601712184262,0.03320440000000069,0.4162497199999997,0.46288943999999965,57d038d6d87c25f2247da53a9b8c46fbb9db554925aea438f97c37d87bbc4913,epochfix-0353c0d1236a2cc038d1,0.07038166425811117,0.09264656703847937,DS1,excluded,False,False,False
