physical_recording_id,window_end_s,decision_time_s,window_start_s,tracked_prn_count,min_p,median_p,mean_q,max_q,mean_neg_log_p,median_neg_log_p,score_A2,score_A0,min_residual_age_s,median_residual_age_s,max_residual_age_s,prn_set_hash,producer_chain_id,score_B0_Exact,score_B0_Enhanced,scenario,phase,stable_pre,post,persistent
texbat-DS7-cmte-reconstructed,7.5,7.5,6.04125756,7,0.9238805970149254,0.9985074626865672,0.6309972353695861,1.191755715052116,0.019583887871260922,0.0014936522567832536,0.019583887871260922,0.0464306672931223,0.37639856000000016,0.41640488,0.45874244,2682bd70f7c7b8d349a3a1ef81a81825f6a31797f65315db1d4e9a9101f70956,epochfix-b7b031d9fc015a420a5c,0.0,-0.0,DS7,excluded,False,False,False
texbat-DS7-cmte-reconstructed,8.0,8.0,6.54125756,8,0.8925373134328358,0.9985074626865672,0.5633785607345484,1.418717355271973,0.01991261291901527,0.0014936522567832536,0.01991261291901527,0.0510428938915762,0.21260455999999994,0.4163356199999999,0.45874244,e521d62de27e17a8a44dbc1ad6e63746b6179394b0b3fbc26803fdd58f5bb814,epochfix-ed94b434bb7b42b6021f,0.0,-0.0,DS7,excluded,False,False,False
texbat-DS7-cmte-reconstructed,8.5,8.5,7.04125756,8,0.9746268656716418,0.9962686567164181,0.5235365170953543,0.8355775457480538,0.00601989148558122,0.003738602658876921,0.00601989148558122,0.0307647939625837,0.21260455999999905,0.4163356199999999,0.45874244,e521d62de27e17a8a44dbc1ad6e63746b6179394b0b3fbc26803fdd58f5bb814,epochfix-ed94b434bb7b42b6021f,0.0,-0.0,DS7,excluded,False,False,False
texbat-DS7-cmte-reconstructed,9.0,9.0,7.54125756,8,0.9522388059701492,0.9992537313432837,0.45316281911406514,1.0153460467430138,0.010279010381139684,0.0007468261283916268,0.010279010381139684,0.0302650619714764,0.21260455999999905,0.4163356199999999,0.45874244,e521d62de27e17a8a44dbc1ad6e63746b6179394b0b3fbc26803fdd58f5bb814,epochfix-ed94b434bb7b42b6021f,0.0,-0.0,DS7,excluded,False,False,False
texbat-DS7-cmte-reconstructed,9.5,9.5,8.04125756,8,0.9925373134328358,1.0,0.35618780467863453,0.6872110003759716,0.0018715457288204158,0.0,0.0018715457288204158,0.0432942310087262,0.21260456000000083,0.4163356199999999,0.45874244,e521d62de27e17a8a44dbc1ad6e63746b6179394b0b3fbc26803fdd58f5bb814,epochfix-ed94b434bb7b42b6021f,0.0,-0.0,DS7,excluded,False,False,False
texbat-DS7-cmte-reconstructed,10.0,10.0,8.54125756,9,0.0149253731343283,0.9985074626865672,8.44119317050024,71.8734566295681,0.4763106195430517,0.0014936522567832536,0.4763106195430517,0.3880263369032191,0.20073327999999968,0.41626635999999984,0.45874244,792416d9b3edddc5982703ccebf8291aa7155dbc8122e029bb8b84fe8c7ccffb,epochfix-457ba3ce4f78bf799b04,0.036030455011091374,0.11097151844998782,DS7,excluded,False,False,False
texbat-DS7-cmte-reconstructed,10.5,10.5,9.04125756,9,0.0149253731343283,0.9985074626865672,16.738767497051594,146.0678899749804,0.4836998968551663,0.0014936522567832536,0.4836998968551663,0.5653325843912101,0.20073327999999968,0.41626635999999984,0.45874244,792416d9b3edddc5982703ccebf8291aa7155dbc8122e029bb8b84fe8c7ccffb,epochfix-457ba3ce4f78bf799b04,0.0630532962694099,0.13871439806248476,DS7,excluded,False,False,False
texbat-DS7-cmte-reconstructed,11.0,11.0,9.54125756,9,0.0149253731343283,0.9970149253731344,13.248782878005416,114.0636978873724,0.49724412886167596,0.0029895388483659373,0.49724412886167596,0.1808604855634953,0.20073327999999968,0.41626635999999984,0.45874244,792416d9b3edddc5982703ccebf8291aa7155dbc8122e029bb8b84fe8c7ccffb,epochfix-457ba3ce4f78bf799b04,0.0833204272131488,0.145650117965609,DS7,excluded,False,False,False
texbat-DS7-cmte-reconstructed,11.5,11.5,10.04125756,9,0.0149253731343283,0.9940298507462688,7.157841185343382,59.12980442184306,0.490111613629787,0.005988041844622445,0.490111613629787,0.3352614295119334,0.20073327999999968,0.41626635999999984,0.45874244,792416d9b3edddc5982703ccebf8291aa7155dbc8122e029bb8b84fe8c7ccffb,epochfix-457ba3ce4f78bf799b04,0.09852077542095297,0.14738404794139007,DS7,excluded,False,False,False
texbat-DS7-cmte-reconstructed,12.0,12.0,10.54125756,9,0.008955223880597,0.9985074626865672,26.699092247015603,236.30195485634812,0.5266113500174852,0.0014936522567832536,0.5266113500174852,0.5603995816495183,0.20073327999999968,0.41626635999999984,0.45874244,792416d9b3edddc5982703ccebf8291aa7155dbc8122e029bb8b84fe8c7ccffb,epochfix-457ba3ce4f78bf799b04,0.1099210365768061,0.14781753043533533,DS7,excluded,False,False,False
texbat-DS7-cmte-reconstructed,12.5,12.5,11.04125756,10,0.008955223880597,0.9962686567164181,28.401239633625323,226.68449929538863,0.8862422297620561,0.003738602658876921,0.8862422297620561,0.5511154305225149,0.20073327999999968,0.4163356199999999,0.45874244,f86fdb707aa63b1288db42cf7b5b45aa00d0ed1ca9e2944711a6e18f0da570b1,epochfix-ab265d25149555172d2c,0.2002657500499586,0.3984025388452162,DS7,excluded,False,False,False
texbat-DS7-cmte-reconstructed,13.0,13.0,11.54125756,10,0.0119402985074626,0.9917910447761193,29.059522459999858,212.5631486811414,0.8847718219159912,0.00825670569084574,0.8847718219159912,0.56715361225742,0.20073327999999968,0.4163356199999999,0.45874244,f86fdb707aa63b1288db42cf7b5b45aa00d0ed1ca9e2944711a6e18f0da570b1,epochfix-ab265d25149555172d2c,0.26802428515482296,0.4610487909476864,DS7,excluded,False,False,False
texbat-DS7-cmte-reconstructed,13.5,13.5,12.04125756,5,0.0149253731343283,0.6850746268656717,31.16706487836934,108.55537449520882,1.6674351090354296,0.37822750232446656,1.6674351090354296,0.4954195598509581,0.20073327999999968,0.37639856000000016,0.45874244,b1a0a7aa111a47c0bd9baf4abd7bcd397c4b572bb06ca0203dc77ef90234db23,epochfix-213a869741edf89fde3b,0.5351848270456355,1.1305629544919873,DS7,excluded,False,False,False
