dataset,window_ms,feature,median,q25,q75,worst,calibration_threshold,receiver_common_removed
OAKBAT.cleanStatic,100,B0_CN0,0.4564540816326531,0.44844387755102044,0.459859693877551,0.42653061224489797,-0.1597636267133713,False
OAKBAT.cleanStatic,100,B1_power,0.5008928571428571,0.49073341836734696,0.5019770408163264,0.48757653061224493,-0.06347412797084181,False
OAKBAT.cleanStatic,100,B2_doppler,1.0,1.0,1.0,1.0,-0.0007628266761670379,False
OAKBAT.cleanStatic,100,B3_time,0.497704081632653,0.49406887755102036,0.502079081632653,0.48852040816326536,-0.11373486331041958,False
OAKBAT.cleanStatic,100,B4_prompt_phase_variance,0.500280612244898,0.49654336734693877,0.5085204081632653,0.4887244897959183,-0.15922423501957989,False
OAKBAT.cleanStatic,100,B5_second_order,0.4777295918367347,0.4628316326530612,0.4800127551020408,0.4490816326530612,-46.66861383651509,True
OAKBAT.cleanStatic,100,B6_code_only,0.5,0.5,0.5,0.5,-0.0,True
OAKBAT.cleanStatic,100,B7_CHORD,0.670484693877551,0.6576913265306121,0.6885841836734694,0.6310714285714286,-33.03721392990811,True
OAKBAT.cleanStatic,500,B0_CN0,0.4591836734693877,0.455765306122449,0.47135204081632653,0.4321428571428571,-0.09267529867307464,False
OAKBAT.cleanStatic,500,B1_power,0.5076020408163265,0.5036160714285715,0.5093176020408163,0.5013775510204082,-0.12157849805613742,False
OAKBAT.cleanStatic,500,B2_doppler,1.0,1.0,1.0,1.0,-0.0007631389066931933,False
OAKBAT.cleanStatic,500,B3_time,0.4944387755102041,0.4890051020408164,0.5000127551020408,0.4873469387755101,-0.1137348630283566,False
OAKBAT.cleanStatic,500,B4_prompt_phase_variance,0.6015051020408164,0.5892346938775511,0.6151275510204082,0.5749489795918367,-0.5866205846156748,False
OAKBAT.cleanStatic,500,B5_second_order,0.5996428571428571,0.5908418367346939,0.6065178571428571,0.5747448979591837,-10.381166792677597,True
OAKBAT.cleanStatic,500,B6_code_only,0.5,0.5,0.5,0.5,-0.0,True
OAKBAT.cleanStatic,500,B7_CHORD,0.7883418367346938,0.7771173469387755,0.8005994897959183,0.7688775510204082,-38.90392282708048,True
OAKBAT.cleanStatic,1000,B0_CN0,0.4693622448979592,0.4613520408163265,0.47190051020408164,0.43765306122448977,-0.6465262329430949,False
OAKBAT.cleanStatic,1000,B1_power,0.5026530612244898,0.5005357142857143,0.5049362244897959,0.499030612244898,-0.1340926543993028,False
OAKBAT.cleanStatic,1000,B2_doppler,1.0,1.0,1.0,0.9999999999999999,-0.000763228667911804,False
OAKBAT.cleanStatic,1000,B3_time,0.5019897959183675,0.5004591836734694,0.5032397959183674,0.489795918367347,-0.11373486306361501,False
OAKBAT.cleanStatic,1000,B4_prompt_phase_variance,0.606326530612245,0.5934821428571428,0.6119515306122449,0.5780102040816326,-0.15502437409431233,False
OAKBAT.cleanStatic,1000,B5_second_order,0.5229081632653061,0.5155739795918367,0.5321811224489796,0.49806122448979595,-35.04854048571431,True
OAKBAT.cleanStatic,1000,B6_code_only,0.5,0.5,0.5,0.5,-0.0,True
OAKBAT.cleanStatic,1000,B7_CHORD,0.7754081632653061,0.768673469387755,0.7810204081632652,0.7624489795918368,-45.03756479064001,True
TEXBAT.cleanStatic,100,B0_CN0,0.7447959183673469,0.7355484693877551,0.7563010204081633,0.7161224489795919,-0.5721421878545272,False
TEXBAT.cleanStatic,100,B1_power,0.5075255102040817,0.5059183673469387,0.5091198979591837,0.5043877551020408,-0.0029781298441787416,False
TEXBAT.cleanStatic,100,B2_doppler,1.0,1.0,1.0,0.9999999999999999,-0.00015569173573703917,False
TEXBAT.cleanStatic,100,B3_time,0.4950765306122449,0.4929591836734694,0.49917091836734695,0.4798469387755102,-0.1137346728228895,False
TEXBAT.cleanStatic,100,B4_prompt_phase_variance,0.4950510204081633,0.48172193877551023,0.5174362244897959,0.46193877551020407,-6.577223237950112,False
TEXBAT.cleanStatic,100,B5_second_order,0.42494897959183675,0.40862244897959193,0.4329719387755102,0.3976530612244898,-13.460734481947748,True
TEXBAT.cleanStatic,100,B6_code_only,0.5,0.5,0.5,0.5,-0.0,True
TEXBAT.cleanStatic,100,B7_CHORD,0.39418367346938776,0.3794642857142858,0.4075127551020408,0.3568877551020408,-73.41872132769379,True
TEXBAT.cleanStatic,500,B0_CN0,0.7316071428571428,0.7227933673469389,0.7396173469387755,0.7083673469387755,-0.4224690088321175,False
TEXBAT.cleanStatic,500,B1_power,0.5030867346938777,0.5018622448979592,0.504579081632653,0.5004081632653061,-0.49271484640152097,False
TEXBAT.cleanStatic,500,B2_doppler,1.0,1.0,1.0,0.9999999999999999,-0.00015553918332558952,False
TEXBAT.cleanStatic,500,B3_time,0.48788265306122447,0.4836862244897959,0.49093112244897963,0.47933673469387755,-0.1137346727837656,False
TEXBAT.cleanStatic,500,B4_prompt_phase_variance,0.5846173469387757,0.5815561224489796,0.586670918367347,0.5744387755102041,-0.2222158116189384,False
TEXBAT.cleanStatic,500,B5_second_order,0.5934948979591836,0.5731377551020409,0.6078698979591837,0.5548469387755102,-42.22117090387389,True
TEXBAT.cleanStatic,500,B6_code_only,0.5,0.5,0.5,0.5,-0.0,True
TEXBAT.cleanStatic,500,B7_CHORD,0.40517857142857144,0.3849617346938775,0.4130739795918367,0.3622448979591837,-6.782377409705915,True
TEXBAT.cleanStatic,1000,B0_CN0,0.7314285714285713,0.7173469387755103,0.7399362244897958,0.7093877551020408,-0.44553238507138004,False
TEXBAT.cleanStatic,1000,B1_power,0.4994387755102041,0.49797193877551027,0.501109693877551,0.4966326530612245,-0.1900013851968525,False
TEXBAT.cleanStatic,1000,B2_doppler,1.0,1.0,1.0,1.0,-0.00015568640809867065,False
TEXBAT.cleanStatic,1000,B3_time,0.4897959183673469,0.4883673469387755,0.49610969387755105,0.47928571428571437,-0.11373467275942731,False
TEXBAT.cleanStatic,1000,B4_prompt_phase_variance,0.5341581632653061,0.5279464285714286,0.5403188775510204,0.522704081632653,-6.189301282711231,False
TEXBAT.cleanStatic,1000,B5_second_order,0.5638010204081633,0.5576658163265307,0.5747448979591836,0.5295408163265306,-52.652116240665634,True
TEXBAT.cleanStatic,1000,B6_code_only,0.5,0.5,0.5,0.5,-0.0,True
TEXBAT.cleanStatic,1000,B7_CHORD,0.36293367346938776,0.3556122448979592,0.3733163265306122,0.3468877551020408,-6.638521899992212,True
