region_key,model,replicate,seed,aligned,shuffled,delta,target_dimensions,predictor_scoring_called,predictor_calls_per_replicate,support_preserved,marginals_preserved
S0:SYN-OAK:clean_test,P2,0,73,0.022405049297751584,0.02247441654819397,-6.936725044238631e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,0,73,0.0004844788874921311,0.00048401782346988006,4.610640222510367e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,0,73,136.31662569148003,137.0044394530537,-0.6878137615736648,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,1,74,0.022405049297751584,0.022503165176990813,-9.811587923922935e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,1,74,0.0004844788874921311,0.00048399246091918345,4.864265729476549e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,1,74,136.31662569148003,136.55699968093688,-0.24037398945685595,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,2,75,0.022405049297751584,0.022438937711077342,-3.3888413325758315e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,2,75,0.0004844788874921311,0.0004841051866319324,3.7370086019872543e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,2,75,136.31662569148003,137.02763757332536,-0.7110118818453373,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,3,76,0.022405049297751584,0.022516676110771752,-0.00011162681302016864,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,3,76,0.0004844788874921311,0.00048444953403359867,2.9353458532430966e-08,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,3,76,136.31662569148003,136.56328137026995,-0.24665567878992078,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,4,77,0.022405049297751584,0.022469199901486093,-6.415060373450923e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,4,77,0.0004844788874921311,0.00048459165553141223,-1.1276803928112833e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,4,77,136.31662569148003,136.94106567236454,-0.6244399808845174,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,5,78,0.022405049297751584,0.022498458936553244,-9.340963880166003e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,5,78,0.0004844788874921311,0.0004840631008985681,4.1578659356299175e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,5,78,136.31662569148003,137.31362340148613,-0.9969977100060987,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,6,79,0.022405049297751584,0.022484555317731966,-7.950601998038195e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,6,79,0.0004844788874921311,0.0004847484099527108,-2.695224605796893e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,6,79,136.31662569148003,136.9798137961942,-0.6631881047141803,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,7,80,0.022405049297751584,0.02250521646204102,-0.00010016716428943792,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,7,80,0.0004844788874921311,0.00048427712540707386,2.017620850572441e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,7,80,136.31662569148003,136.7251784238995,-0.40855273241948,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,8,81,0.022405049297751584,0.02249314680487909,-8.809750712750544e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,8,81,0.0004844788874921311,0.0004844199643087994,5.89231833316925e-08,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,8,81,136.31662569148003,136.52816020404936,-0.21153451256932954,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,9,82,0.022405049297751584,0.022496551130114072,-9.150183236248874e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,9,82,0.0004844788874921311,0.0004845028755186297,-2.398802649859798e-08,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,9,82,136.31662569148003,136.76641324635474,-0.44978755487471744,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,10,83,0.022405049297751584,0.022449223739400396,-4.417444164881226e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,10,83,0.0004844788874921311,0.00048390323155444976,5.756559376813414e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,10,83,136.31662569148003,137.00601369784857,-0.6893880063685458,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,11,84,0.022405049297751584,0.022471499245850197,-6.644994809861318e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,11,84,0.0004844788874921311,0.0004839294113992746,5.494760928565151e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,11,84,136.31662569148003,136.81073206866063,-0.4941063771806,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,12,85,0.022405049297751584,0.02247133455884392,-6.628526109233798e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,12,85,0.0004844788874921311,0.00048373731667742715,7.415708147039471e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,12,85,136.31662569148003,136.92293377583755,-0.6063080843575221,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,13,86,0.022405049297751584,0.022468817300970462,-6.37680032188788e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,13,86,0.0004844788874921311,0.0004843823533275818,9.65341645492836e-08,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,13,86,136.31662569148003,136.49190080149145,-0.1752751100114267,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,14,87,0.022405049297751584,0.022474675525370007,-6.962622761842382e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,14,87,0.0004844788874921311,0.00048374626146424095,7.326260278901504e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,14,87,136.31662569148003,136.78650796275687,-0.4698822712768447,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,15,88,0.022405049297751584,0.022487463155907432,-8.24138581558484e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,15,88,0.0004844788874921311,0.0004839686143704274,5.102731217037e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,15,88,136.31662569148003,137.21310810317152,-0.896482411691494,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,16,89,0.022405049297751584,0.022450872389978623,-4.58230922270389e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,16,89,0.0004844788874921311,0.0004841326719537185,3.4621553841261135e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,16,89,136.31662569148003,136.90416049501917,-0.5875348035391426,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,17,90,0.022405049297751584,0.022499643054045247,-9.459375629366357e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,17,90,0.0004844788874921311,0.000484198653024797,2.8023446733407495e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,17,90,136.31662569148003,136.87001858772814,-0.5533928962481127,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,18,91,0.022405049297751584,0.02250104885908528,-9.599956133369766e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,18,91,0.0004844788874921311,0.0004843469381728298,1.3194931930128563e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,18,91,136.31662569148003,136.96327178978513,-0.6466460983050979,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,19,92,0.022405049297751584,0.02247940051577549,-7.435121802390476e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,19,92,0.0004844788874921311,0.0004843405144697991,1.3837302233199456e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,19,92,136.31662569148003,136.81765614316978,-0.5010304516897577,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,20,93,0.022405049297751584,0.02249270720818204,-8.765791043045812e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,20,93,0.0004844788874921311,0.0004837879535504707,6.909339416604128e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,20,93,136.31662569148003,135.84399777283784,0.4726279186421891,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,21,94,0.022405049297751584,0.022474281183839484,-6.923188608790043e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,21,94,0.0004844788874921311,0.0004841780345132211,3.0085297891000503e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,21,94,136.31662569148003,136.3081738426529,0.008451848827121466,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,22,95,0.022405049297751584,0.02247956748410735,-7.451818635576674e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,22,95,0.0004844788874921311,0.00048445803079077493,2.0856701356166806e-08,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,22,95,136.31662569148003,136.2614640799143,0.055161611565722524,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,23,96,0.022405049297751584,0.022477316399176345,-7.226710142476181e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,23,96,0.0004844788874921311,0.00048360662126002436,8.722662321067418e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,23,96,136.31662569148003,136.62142374351131,-0.3047980520312876,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,24,97,0.022405049297751584,0.022479470507703738,-7.442120995215448e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,24,97,0.0004844788874921311,0.0004845917669444443,-1.1287945231319447e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,24,97,136.31662569148003,137.06968735431923,-0.7530616628392011,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,25,98,0.022405049297751584,0.022515264161291678,-0.00011021486354009444,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,25,98,0.0004844788874921311,0.00048480775607293383,-3.2886858080272835e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,25,98,136.31662569148003,136.68525026427207,-0.36862457279204364,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,26,99,0.022405049297751584,0.02249529808100217,-9.024878325058702e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,26,99,0.0004844788874921311,0.00048463750386566756,-1.5861637353646032e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,26,99,136.31662569148003,136.56570057951058,-0.2490748880305489,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,27,100,0.022405049297751584,0.022518590236804498,-0.00011354093905291407,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,27,100,0.0004844788874921311,0.0004844963080467884,-1.7420554657284707e-08,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,27,100,136.31662569148003,135.97043816506184,0.3461875264181913,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,28,101,0.022405049297751584,0.02248730244606643,-8.22531483148474e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,28,101,0.0004844788874921311,0.00048396953227803106,5.093552141000415e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,28,101,136.31662569148003,136.58990312909341,-0.2732774376133875,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,29,102,0.022405049297751584,0.02247200024927598,-6.695095152439712e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,29,102,0.0004844788874921311,0.00048425018273146725,2.2870476066384803e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,29,102,136.31662569148003,136.60666604024496,-0.2900403487649328,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,30,103,0.022405049297751584,0.022483979973739774,-7.89306759881904e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,30,103,0.0004844788874921311,0.00048447394696111713,4.9405310139738305e-09,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,30,103,136.31662569148003,136.55178485706477,-0.23515916558474714,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,31,104,0.022405049297751584,0.02243776466912961,-3.271537137802469e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,31,104,0.0004844788874921311,0.00048384939979303403,6.294876990970734e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,31,104,136.31662569148003,136.7571049970993,-0.4404793056192773,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,32,105,0.022405049297751584,0.022500505891367564,-9.545659361598e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,32,105,0.0004844788874921311,0.00048435825030206916,1.206371900619365e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,32,105,136.31662569148003,136.4249754007767,-0.1083497092966752,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,33,106,0.022405049297751584,0.0225009423886733,-9.589309092171774e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,33,106,0.0004844788874921311,0.0004840006652130044,4.782222791266822e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,33,106,136.31662569148003,136.64394077091697,-0.3273150794369428,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,34,107,0.022405049297751584,0.022491908148578814,-8.685885082723027e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,34,107,0.0004844788874921311,0.00048403297075174815,4.4591674038294655e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,34,107,136.31662569148003,137.07281201893625,-0.7561863274562199,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,35,108,0.022405049297751584,0.022494422053655337,-8.937275590375354e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,35,108,0.0004844788874921311,0.00048421172388864246,2.6716360348864225e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,35,108,136.31662569148003,136.71243581895345,-0.3958101274734247,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,36,109,0.022405049297751584,0.02248982637348589,-8.47770757343054e-05,9,True,2,True,True
S0:SYN-OAK:clean_test,P3,36,109,0.0004844788874921311,0.0004835121333211509,9.667541709802003e-07,9,True,2,True,True
S0:SYN-OAK:clean_test,Full,36,109,136.31662569148003,136.3174110554081,-0.0007853639280597235,fusion,True,2,True,True
S0:SYN-OAK:clean_test,P2,37,110,0.022405049297751584,0.02247298406852464,-6.793477077305515e-05,9,True,2,True,True
