physical_recording_id,window_end_s,tracked_prn_count,min_p,median_p,mean_q,max_q,mean_neg_log_p,median_neg_log_p,score_A2,window_start_s,producer_chain_id,score_A0,score_B0_Exact,score_B0_Enhanced,phase,scenario,stable_pre,post,persistent
texbat-DS8-cmte-reconstructed,7.03956928,1,0.9985074626865672,0.9985074626865672,0.4932237690423026,0.4932237690423026,0.0014936522567832536,0.0014936522567832536,0.0014936522567832536,6.03956928,producer-f1c13febab8f1224b1da,0.019677114041168092,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,7.04064176,1,0.9985074626865672,0.9985074626865672,0.5054727410829386,0.5054727410829386,0.0014936522567832536,0.0014936522567832536,0.0014936522567832536,6.04064176,producer-2be3b2755439b25a8ad9,0.01966740078171416,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,7.04125756,1,1.0,1.0,0.2919315853570381,0.2919315853570381,0.0,0.0,0.0,6.04125756,producer-6041c808f5a54abf4c5d,0.02883851559837549,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,7.0687336,1,0.9925373134328358,0.9925373134328358,0.7188569997691912,0.7188569997691912,0.007490671729157626,0.007490671729157626,0.007490671729157626,6.0687336,producer-63e725a3b43da50802d0,0.020001619615026965,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,7.07859512,1,0.9492537313432836,0.9492537313432836,1.0631785329933685,1.0631785329933685,0.05207914904488957,0.05207914904488957,0.05207914904488957,6.07859512,producer-7b11e0ea787ebbacf16d,0.04988285562667101,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,7.08220332,1,0.9313432835820895,0.9313432835820895,1.1635223414724225,1.1635223414724225,0.07112734401558413,0.07112734401558413,0.07112734401558413,6.08220332,producer-b5feeedba2c37589b3de,0.027340674873271797,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,7.10460144,1,1.0,1.0,0.27826252622810066,0.27826252622810066,0.0,0.0,0.0,6.10460144,producer-42574affec5940c17014,0.02266640074912957,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,7.3773956,1,0.9925373134328358,0.9925373134328358,0.6759062452801692,0.6759062452801692,0.007490671729157626,0.007490671729157626,0.007490671729157626,6.3773956,producer-d157feec839aecae96a5,0.03060546662655221,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,7.53956928,1,0.9985074626865672,0.9985074626865672,0.45130542301420323,0.45130542301420323,0.0014936522567832536,0.0014936522567832536,0.0014936522567832536,6.53956928,producer-f1c13febab8f1224b1da,0.018115615657351897,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,7.54064176,1,1.0,1.0,0.28549441457205266,0.28549441457205266,0.0,0.0,0.0,6.54064176,producer-2be3b2755439b25a8ad9,0.0197096044062267,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,7.54125756,1,1.0,1.0,0.26474443333176684,0.26474443333176684,0.0,0.0,0.0,6.54125756,producer-6041c808f5a54abf4c5d,0.022013483072261614,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,7.5687336,1,0.9985074626865672,0.9985074626865672,0.41941655110077125,0.41941655110077125,0.0014936522567832536,0.0014936522567832536,0.0014936522567832536,6.5687336,producer-63e725a3b43da50802d0,0.013235721974396184,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,7.57859512,1,1.0,1.0,0.4067486243400635,0.4067486243400635,0.0,0.0,0.0,6.57859512,producer-7b11e0ea787ebbacf16d,0.0169189310566714,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,7.58220332,1,0.8940298507462686,0.8940298507462686,1.4100903160809444,1.4100903160809444,0.11201611426956244,0.11201611426956244,0.11201611426956244,6.58220332,producer-b5feeedba2c37589b3de,0.05023254990092471,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,7.60460144,1,1.0,1.0,0.1709989304397617,0.1709989304397617,0.0,0.0,0.0,6.60460144,producer-42574affec5940c17014,0.01764337558785793,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,7.8773956,1,0.9925373134328358,0.9925373134328358,0.7197897217402162,0.7197897217402162,0.007490671729157626,0.007490671729157626,0.007490671729157626,6.8773956,producer-d157feec839aecae96a5,0.0405758519700227,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,8.03956928,1,0.9850746268656716,0.9850746268656716,0.7873524890734312,0.7873524890734312,0.015037877364540559,0.015037877364540559,0.015037877364540559,7.03956928,producer-f1c13febab8f1224b1da,0.01980226916502061,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,8.04064176,1,0.9970149253731343,0.9970149253731343,0.5732262943648913,0.5732262943648913,0.0029895388483660483,0.0029895388483660483,0.0029895388483660483,7.04064176,producer-2be3b2755439b25a8ad9,0.01849321427489079,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,8.04125756,1,0.9925373134328358,0.9925373134328358,0.6933639398384185,0.6933639398384185,0.007490671729157626,0.007490671729157626,0.007490671729157626,7.04125756,producer-6041c808f5a54abf4c5d,0.030764791424754818,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,8.0687336,1,1.0,1.0,0.34160252655079804,0.34160252655079804,0.0,0.0,0.0,7.0687336,producer-63e725a3b43da50802d0,0.01841533915757093,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,8.07859512,1,1.0,1.0,0.1991913318680138,0.1991913318680138,0.0,0.0,0.0,7.07859512,producer-7b11e0ea787ebbacf16d,0.024366139148663032,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,8.08220332,1,0.9955223880597015,0.9955223880597015,0.6365395729163464,0.6365395729163464,0.004487666469388017,0.004487666469388017,0.004487666469388017,7.08220332,producer-b5feeedba2c37589b3de,0.02770161408258716,0.0,-0.0,excluded,DS8,False,False,False
texbat-DS8-cmte-reconstructed,8.10460144,1,1.0,1.0,0.1506978596139263,0.1506978596139263,0.0,0.0,0.0,7.10460144,producer-42574affec5940c17014,0.015356868164151058,0.0,-0.0,excluded,DS8,False,False,False
