physical_recording_id,window_end_s,tracked_prn_count,min_p,median_p,mean_q,max_q,mean_neg_log_p,median_neg_log_p,score_A2,window_start_s,producer_chain_id,score_A0,score_B0_Exact,score_B0_Enhanced,phase,scenario,stable_pre,post,persistent
texbat-DS1-cmte-reconstructed,7.03711056,1,0.9925373134328358,0.9925373134328358,0.6619764064820718,0.6619764064820718,0.007490671729157626,0.007490671729157626,0.007490671729157626,6.03711056,producer-69c2ce0da5c6cab3df90,0.024589384821383554,0.0,-0.0,excluded,DS1,False,False,False
texbat-DS1-cmte-reconstructed,7.0401850800000005,1,0.9970149253731343,0.9970149253731343,0.5957223815375067,0.5957223815375067,0.0029895388483660483,0.0029895388483660483,0.0029895388483660483,6.0401850800000005,producer-5042f1e9daa3bc255f6c,0.024420548930428786,0.0,-0.0,excluded,DS1,False,False,False
texbat-DS1-cmte-reconstructed,7.04093724,1,0.8850746268656716,0.8850746268656716,1.4755862664907233,1.4755862664907233,0.12208331338728631,0.12208331338728631,0.12208331338728631,6.04093724,producer-5f15ec31850a8370dc04,0.04387447977502397,0.0,-0.0,excluded,DS1,False,False,False
texbat-DS1-cmte-reconstructed,7.04179712,1,0.9865671641791045,0.9865671641791045,0.7709412129660613,0.7709412129660613,0.01352387253332543,0.01352387253332543,0.01352387253332543,6.04179712,producer-6879eb1febb0225bd073,0.03800878854069184,0.0,-0.0,excluded,DS1,False,False,False
texbat-DS1-cmte-reconstructed,7.0812732,1,1.0,1.0,0.31963924408454214,0.31963924408454214,0.0,0.0,0.0,6.0812732,producer-67d21f0b44aa0162d522,0.020275312113838023,0.0,-0.0,excluded,DS1,False,False,False
texbat-DS1-cmte-reconstructed,7.08375028,1,0.9925373134328358,0.9925373134328358,0.7165062252114721,0.7165062252114721,0.007490671729157626,0.007490671729157626,0.007490671729157626,6.08375028,producer-5dc249d50a98d38f7359,0.018426243133149108,0.0,-0.0,excluded,DS1,False,False,False
texbat-DS1-cmte-reconstructed,7.1221334,1,1.0,1.0,0.2976086160157321,0.2976086160157321,0.0,0.0,0.0,6.1221334,producer-4d1115ff2d9ea39ecdbb,0.02052464008820497,0.0,-0.0,excluded,DS1,False,False,False
texbat-DS1-cmte-reconstructed,7.1251446000000005,1,1.0,1.0,0.2628587525609601,0.2628587525609601,0.0,0.0,0.0,6.1251446000000005,producer-496233cfb32832d7e207,0.009074699623382977,0.0,-0.0,excluded,DS1,False,False,False
texbat-DS1-cmte-reconstructed,7.53711056,1,1.0,1.0,0.3006180420479246,0.3006180420479246,0.0,0.0,0.0,6.53711056,producer-69c2ce0da5c6cab3df90,0.014582592357182346,0.0,-0.0,excluded,DS1,False,False,False
texbat-DS1-cmte-reconstructed,7.54018508,1,1.0,1.0,0.1882071820255695,0.1882071820255695,0.0,0.0,0.0,6.5401850800000005,producer-5042f1e9daa3bc255f6c,0.01633417840360819,0.0,-0.0,excluded,DS1,False,False,False
texbat-DS1-cmte-reconstructed,7.54093724,1,0.9134328358208955,0.9134328358208955,1.2741779157410105,1.2741779157410105,0.09054542987268567,0.09054542987268567,0.09054542987268567,6.54093724,producer-5f15ec31850a8370dc04,0.021893490179057735,0.0,-0.0,excluded,DS1,False,False,False
texbat-DS1-cmte-reconstructed,7.54179712,1,0.9865671641791045,0.9865671641791045,0.7562904438273534,0.7562904438273534,0.01352387253332543,0.01352387253332543,0.01352387253332543,6.54179712,producer-6879eb1febb0225bd073,0.03269653094125835,0.0,-0.0,excluded,DS1,False,False,False
texbat-DS1-cmte-reconstructed,7.5812732,1,1.0,1.0,0.18900708571856983,0.18900708571856983,0.0,0.0,0.0,6.5812732,producer-67d21f0b44aa0162d522,0.01475537339802807,0.0,-0.0,excluded,DS1,False,False,False
texbat-DS1-cmte-reconstructed,7.58375028,1,0.9835820895522388,0.9835820895522388,0.7884327383265679,0.7884327383265679,0.016554177882504528,0.016554177882504528,0.016554177882504528,6.58375028,producer-5dc249d50a98d38f7359,0.021383101398733406,0.0,-0.0,excluded,DS1,False,False,False
texbat-DS1-cmte-reconstructed,7.6221334,1,1.0,1.0,0.3104130039942373,0.3104130039942373,0.0,0.0,0.0,6.6221334,producer-4d1115ff2d9ea39ecdbb,0.01177282267706206,0.0,-0.0,excluded,DS1,False,False,False
texbat-DS1-cmte-reconstructed,7.6251446,1,0.9985074626865672,0.9985074626865672,0.44073405271105565,0.44073405271105565,0.0014936522567832536,0.0014936522567832536,0.0014936522567832536,6.6251446000000005,producer-496233cfb32832d7e207,0.009753669592382603,0.0,-0.0,excluded,DS1,False,False,False
texbat-DS1-cmte-reconstructed,8.03711056,1,1.0,1.0,0.34788529424390396,0.34788529424390396,0.0,0.0,0.0,7.03711056,producer-69c2ce0da5c6cab3df90,0.013427450618903424,0.0,-0.0,excluded,DS1,False,False,False
texbat-DS1-cmte-reconstructed,8.04018508,1,1.0,1.0,0.20758924783456395,0.20758924783456395,0.0,0.0,0.0,7.0401850800000005,producer-5042f1e9daa3bc255f6c,0.013838610617586351,0.0,-0.0,excluded,DS1,False,False,False
texbat-DS1-cmte-reconstructed,8.04093724,1,0.926865671641791,0.926865671641791,1.1774785101652916,1.1774785101652916,0.07594663045153302,0.07594663045153302,0.07594663045153302,7.04093724,producer-5f15ec31850a8370dc04,0.019643454204672874,0.0,-0.0,excluded,DS1,False,False,False
