physical_recording_id,window_end_s,tracked_prn_count,min_p,median_p,mean_q,max_q,mean_neg_log_p,median_neg_log_p,score_A2,window_start_s,producer_chain_id,score_A0,score_B0_Exact,score_B0_Enhanced,phase,scenario,stable_pre,post,persistent
texbat-DS2-cmte-reconstructed,7.04133652,1,0.9507462686567164,0.9507462686567164,1.0434530683070409,1.0434530683070409,0.05050805681284841,0.05050805681284841,0.05050805681284841,6.04133652,producer-684159f28b80a447f0a7,0.046687540143470554,0.0,-0.0,excluded,DS2,False,False,False
texbat-DS2-cmte-reconstructed,7.04165028,1,0.9985074626865672,0.9985074626865672,0.42621126645332574,0.42621126645332574,0.0014936522567832536,0.0014936522567832536,0.0014936522567832536,6.04165028,producer-746dc3f4eff5d5ce888f,0.0160193231952876,0.0,-0.0,excluded,DS2,False,False,False
texbat-DS2-cmte-reconstructed,7.04272524,1,1.0,1.0,0.352371571297507,0.352371571297507,0.0,0.0,0.0,6.04272524,producer-d74d17ca2e19a63b935b,0.020519641921552253,0.0,-0.0,excluded,DS2,False,False,False
texbat-DS2-cmte-reconstructed,7.08329116,1,0.9970149253731343,0.9970149253731343,0.5513192243599614,0.5513192243599614,0.0029895388483660483,0.0029895388483660483,0.0029895388483660483,6.08329116,producer-58bfeae7e2d898091e5b,0.015250330453275908,0.0,-0.0,excluded,DS2,False,False,False
texbat-DS2-cmte-reconstructed,7.08367264,1,0.9970149253731343,0.9970149253731343,0.58019305161695,0.58019305161695,0.0029895388483660483,0.0029895388483660483,0.0029895388483660483,6.08367264,producer-97137774ae0adafcf4d9,0.036927361618017275,0.0,-0.0,excluded,DS2,False,False,False
texbat-DS2-cmte-reconstructed,7.0838126,1,1.0,1.0,0.3985446719596035,0.3985446719596035,0.0,0.0,0.0,6.0838126,producer-f5d054401eb8e8ffe552,0.03214716219201948,0.0,-0.0,excluded,DS2,False,False,False
texbat-DS2-cmte-reconstructed,7.12368472,1,0.9985074626865672,0.9985074626865672,0.430233032463513,0.430233032463513,0.0014936522567832536,0.0014936522567832536,0.0014936522567832536,6.12368472,producer-56b2cb04698e6d229d55,0.011087562787812706,0.0,-0.0,excluded,DS2,False,False,False
texbat-DS2-cmte-reconstructed,7.53947684,1,0.8567164179104477,0.8567164179104477,1.596153625236703,1.596153625236703,0.15464831606544538,0.15464831606544538,0.15464831606544538,6.53947684,producer-216c74a7f008fc2fbcea,0.03151645324117818,0.0,-0.0,excluded,DS2,False,False,False
texbat-DS2-cmte-reconstructed,7.54133652,1,0.9970149253731343,0.9970149253731343,0.5243727006084864,0.5243727006084864,0.0029895388483660483,0.0029895388483660483,0.0029895388483660483,6.54133652,producer-684159f28b80a447f0a7,0.031681011623913395,0.0,-0.0,excluded,DS2,False,False,False
texbat-DS2-cmte-reconstructed,7.54165028,1,1.0,1.0,0.34288195228161217,0.34288195228161217,0.0,0.0,0.0,6.54165028,producer-746dc3f4eff5d5ce888f,0.011829989232870744,0.0,-0.0,excluded,DS2,False,False,False
texbat-DS2-cmte-reconstructed,7.54272524,1,1.0,1.0,0.30556148339557815,0.30556148339557815,0.0,0.0,0.0,6.54272524,producer-d74d17ca2e19a63b935b,0.013508421142701553,0.0,-0.0,excluded,DS2,False,False,False
texbat-DS2-cmte-reconstructed,7.58329116,1,0.9970149253731343,0.9970149253731343,0.5412315077756747,0.5412315077756747,0.0029895388483660483,0.0029895388483660483,0.0029895388483660483,6.58329116,producer-58bfeae7e2d898091e5b,0.0137864054010241,0.0,-0.0,excluded,DS2,False,False,False
texbat-DS2-cmte-reconstructed,7.58367264,1,1.0,1.0,0.24531302197619284,0.24531302197619284,0.0,0.0,0.0,6.58367264,producer-97137774ae0adafcf4d9,0.017305559241564912,0.0,-0.0,excluded,DS2,False,False,False
texbat-DS2-cmte-reconstructed,7.5838126,1,1.0,1.0,0.11212622234110448,0.11212622234110448,0.0,0.0,0.0,6.5838126,producer-f5d054401eb8e8ffe552,0.02152953641594938,0.0,-0.0,excluded,DS2,False,False,False
texbat-DS2-cmte-reconstructed,7.62368472,1,0.9970149253731343,0.9970149253731343,0.5854226852781009,0.5854226852781009,0.0029895388483660483,0.0029895388483660483,0.0029895388483660483,6.62368472,producer-56b2cb04698e6d229d55,0.02108226421341051,0.0,-0.0,excluded,DS2,False,False,False
texbat-DS2-cmte-reconstructed,7.706335080000001,1,0.9134328358208955,0.9134328358208955,1.249430526963846,1.249430526963846,0.09054542987268567,0.09054542987268567,0.09054542987268567,6.706335080000001,producer-ba40bcb30fbed37b60a8,0.018228336967644945,0.0,-0.0,excluded,DS2,False,False,False
texbat-DS2-cmte-reconstructed,8.039476839999999,1,0.7805970149253731,0.7805970149253731,1.952062451580021,1.952062451580021,0.24769624832008882,0.24769624832008882,0.24769624832008882,7.03947684,producer-216c74a7f008fc2fbcea,0.02810415721762287,0.0,-0.0,excluded,DS2,False,False,False
