physical_recording_id,history_id,role,split,prn,segment,channel,window_start_s,window_end_s,window_bin_s,target_window_index,residual_000,residual_001,residual_002,residual_003,residual_004,residual_005,residual_006,residual_007,residual_008,q,p,rmse
texbat-DS1-cmte-reconstructed,a2-history-94b347f6600402166f8c,development:DS1,evaluation,G23,0:0,0,6.1251446000000005,7.1251446000000005,6.5,12,0.0011296329839233787,-0.007701353338970651,-0.0034988299199401884,-0.0007371371807190497,-0.004732966423034668,0.014650535518383162,0.0019945864407923952,-0.007894413145985046,-0.019090316058239076,0.2628587525609601,1.0,0.009074699623382977
texbat-DS1-cmte-reconstructed,a2-history-94b347f6600402166f8c,development:DS1,evaluation,G23,0:0,0,6.6251446000000005,7.6251446,7.0,13,0.01373796573485292,-0.007316905152455505,-0.010187813953028063,-0.017685230212470315,-0.0047367289662361145,-0.0003047803738517596,-0.0018259505803383258,-0.006561871962488475,-0.01133389424491496,0.44073405271105565,0.9985074626865672,0.009753669592382603
texbat-DS1-cmte-reconstructed,a2-history-94b347f6600402166f8c,development:DS1,evaluation,G23,0:0,0,7.1251446000000005,8.1251446,7.5,14,0.021270477713870056,-0.0018956205363002965,-0.023144435391322965,-0.025359347842330793,-0.005069751292467117,-0.006812177485636534,-0.018615890670562962,-0.020038519103125457,-0.028430809264471613,0.6831105721028435,0.9925373134328358,0.019041769003272965
texbat-DS1-cmte-reconstructed,a2-history-94b347f6600402166f8c,development:DS1,evaluation,G23,0:0,0,7.6251446,8.6251446,8.0,15,0.012911412008521778,0.002732065802293543,-0.02147260562347228,-0.003464251618756936,-0.005004413425922394,0.025767589035009364,0.0014568446290987302,-0.0056581092624219675,-0.023584563679767356,0.6053878394431476,0.9955223880597015,0.014631106946121578
texbat-DS1-cmte-reconstructed,a2-history-94b347f6600402166f8c,development:DS1,evaluation,G23,0:0,0,8.1251446,9.1251446,8.5,16,-0.0028388399936981057,-0.017504319981463096,-0.04780638624615585,-0.029760701475548518,-0.004377782344818115,0.010432788721848468,0.0024051679518767577,0.0006998712344832569,-0.010691042055968492,0.5303759201410715,0.9970149253731343,0.02036934308762949
texbat-DS1-cmte-reconstructed,a2-history-94b347f6600402166f8c,development:DS1,evaluation,G23,0:0,0,8.6251446,9.6251446,9.0,17,0.006544423887104883,-0.009853236426689033,-0.0254378261685132,0.0020249652124164352,-0.004718322306871414,-0.010227836256745948,-0.013254777141310486,-0.011290083738389911,-0.017422864611926214,0.4723796516639454,0.9985074626865672,0.013015724487637737
texbat-DS1-cmte-reconstructed,a2-history-94b347f6600402166f8c,development:DS1,evaluation,G23,0:0,0,9.1251446,10.1251446,9.5,18,-0.01619371289229604,-0.029251261388900468,-0.03939411628259387,-0.0035243349846378336,-0.005146060138940811,0.017417289545767045,-0.008648514263197987,-0.013650988955724308,-0.027884785297642545,0.5640488848585001,0.9970149253731343,0.021215145073614834
texbat-DS1-cmte-reconstructed,a2-history-94b347f6600402166f8c,development:DS1,evaluation,G23,0:0,0,9.6251446,10.6251446,10.0,19,-0.013920023539890247,-0.021461164211709044,-0.035604528133929114,-0.008605422938948032,-0.004222489893436432,0.013481488742650732,-0.007951160796445422,-0.010713493062636414,-0.023632466290130494,0.30724856413974133,1.0,0.018049800449674403
texbat-DS1-cmte-reconstructed,a2-history-94b347f6600402166f8c,development:DS1,evaluation,G23,0:0,0,10.1251446,11.1251446,10.5,20,-0.03030019903793968,-0.033086914909332826,-0.04121053694236726,-0.015293759449522742,-0.004285410046577454,0.012912265003312495,0.0004488062312063279,-0.0009850086497716903,-0.01229806923147192,0.2628334188714312,1.0,0.02181375441681163
texbat-DS1-cmte-reconstructed,a2-history-94b347f6600402166f8c,development:DS1,evaluation,G23,0:0,0,10.6251446,11.6251446,11.0,21,-0.04560835915279432,-0.052285555764368385,-0.05379687192531968,-0.009948729198810013,-0.004404142498970032,0.008999907683137881,-0.00289864032952597,0.004813720187800324,-0.013015653300070096,0.3946913413210874,1.0,0.030015474649494295
texbat-DS1-cmte-reconstructed,a2-history-94b347f6600402166f8c,development:DS1,evaluation,G23,0:0,0,11.1251446,12.1251446,11.5,22,-0.017342541615515128,-0.026769437958502507,-0.027225483524965066,0.002954386601503739,-0.0038690418004989624,0.0029348787762223105,-0.0008227944411667021,0.004225110608734206,-0.019961108781647863,0.19592616704100868,1.0,0.01566269213302617
