physical_recording_id,history_id,role,split,prn,segment,channel,window_start_s,window_end_s,window_bin_s,target_window_index,residual_000,residual_001,residual_002,residual_003,residual_004,residual_005,residual_006,residual_007,residual_008,q,p,rmse
texbat-ds4-method-a-9tap-external-validation,a2-history-d70e403cc59c42a03560,development:DS4,evaluation,G23,0,0,6.12581316,7.12581316,6.5,12,0.0030919387518001384,-0.01526606380497511,-0.013344006519717316,-0.02518701033091378,-0.0052683353424072266,0.02819852495722283,0.019238625544964527,0.004127024852867589,-0.0126043194724062,0.4848406304761636,0.9985074626865672,0.016411374348811566
texbat-ds4-method-a-9tap-external-validation,a2-history-d70e403cc59c42a03560,development:DS4,evaluation,G23,0,0,6.62581316,7.62581316,7.0,13,0.020968116023218464,0.0026736430588290283,-0.013353510680586905,-0.016357829353912334,-0.004712197929620743,-0.013452535646112512,-0.023742712031103896,-0.026588179783102572,-0.0319640540254747,0.5432402046073171,0.9970149253731343,0.01940283209164541
texbat-ds4-method-a-9tap-external-validation,a2-history-d70e403cc59c42a03560,development:DS4,evaluation,G23,0,0,7.12581316,8.12581316,7.5,14,0.004053890239474001,-0.007256505534434826,-0.033140288472024465,-0.017957501244467905,-0.004812248051166534,0.01188449153148749,-0.002401478049949557,-0.004768030425002595,-0.016643410537174053,0.5227041057733496,0.9970149253731343,0.01475633447835599
texbat-ds4-method-a-9tap-external-validation,a2-history-d70e403cc59c42a03560,development:DS4,evaluation,G23,0,0,7.62581316,8.62581316,8.0,15,0.012006770834947084,-0.003618494139903089,-0.030218373260132186,-0.018956803912276915,-0.00446159765124321,0.00922769310966945,-0.002341810841971631,-0.006007074130380485,-0.019068511584618503,0.4957072712869033,0.9985074626865672,0.014681809864926398
texbat-ds4-method-a-9tap-external-validation,a2-history-d70e403cc59c42a03560,development:DS4,evaluation,G23,0,0,8.12581316,9.125813160000002,8.5,16,0.0033498796638859185,-0.016089168038317142,-0.033588048710899765,-0.008754607628735034,-0.004726748913526535,0.007296495913965001,-0.003836236323258857,-0.006490591623671438,-0.016042993166809932,0.4950795995776772,0.9985074626865672,0.014394004613357101
texbat-ds4-method-a-9tap-external-validation,a2-history-d70e403cc59c42a03560,development:DS4,evaluation,G23,0,0,8.62581316,9.625813160000002,9.0,17,-0.0041898868655345645,-0.016293133622852868,-0.03709344979309154,0.0004556104918939097,-0.004731513559818268,-0.0003135993703283768,-0.01443271585688194,-0.016257279589215634,-0.021100964545872125,0.5667348130422385,0.9970149253731343,0.016995070037502148
texbat-ds4-method-a-9tap-external-validation,a2-history-d70e403cc59c42a03560,development:DS4,evaluation,G23,0,0,9.125813160000002,10.12581316,9.5,18,-0.009525867035277608,-0.01492948790925816,-0.040579630616399964,-0.010537754078329242,-0.004758730530738831,0.01461993216392768,-0.007487159117614134,-0.01097921690226017,-0.022598389212969472,0.5662682803635019,0.9970149253731343,0.01824237532409856
texbat-ds4-method-a-9tap-external-validation,a2-history-d70e403cc59c42a03560,development:DS4,evaluation,G23,0,0,9.625813160000002,10.62581316,10.0,19,-0.03102950972122731,-0.0351510747859248,-0.04123014108744799,-0.010105642496201356,-0.004391118884086609,0.009813910110526708,-5.178876181022307e-05,-0.002753578361082698,-0.02058156157923935,0.2915996709932226,1.0,0.02247778504834271
texbat-ds4-method-a-9tap-external-validation,a2-history-d70e403cc59c42a03560,development:DS4,evaluation,G23,0,0,10.12581316,11.12581316,10.5,20,-0.035655662015835865,-0.04346618613246178,-0.04441513516964479,-0.014798238390437812,-0.004431560635566711,0.012075861580882613,-0.001678547902447286,0.0032957291534080613,-0.01565033098476476,0.27425926672669343,1.0,0.02533422156013228
texbat-ds4-method-a-9tap-external-validation,a2-history-d70e403cc59c42a03560,development:DS4,evaluation,G23,0,0,10.62581316,11.62581316,11.0,21,-0.02804884100795696,-0.03677628977553615,-0.03515127344182972,0.005274257571193319,-0.0040935128927230835,0.003573983854541052,-0.009323120518703182,-0.004843164589091342,-0.02041390510316976,0.2525809889046529,1.0,0.02097431587668157
texbat-ds4-method-a-9tap-external-validation,a2-history-d70e403cc59c42a03560,development:DS4,evaluation,G23,0,0,11.12581316,12.12581316,11.5,22,-0.024993231077783284,-0.037640826491379065,-0.04365064193371754,-0.021707066072886888,-0.004049152135848999,0.004304067472059886,0.007275957156154145,0.005610661617610868,-0.017076410424895827,0.25089844193312894,1.0,0.023163698074856943
texbat-ds4-method-a-9tap-external-validation,a2-history-d70e403cc59c42a03560,development:DS4,evaluation,G23,0,0,11.62581316,12.62581316,12.0,23,-0.01787193105206225,-0.0296173699513973,-0.03545118288854959,-0.030881918272388176,-0.004058435559272766,0.009383006418849649,0.01002847299718354,0.012157782657134686,-0.015328808015916129,0.2088646380435395,1.0,0.0210685119982261
texbat-ds4-method-a-9tap-external-validation,a2-history-d70e403cc59c42a03560,development:DS4,evaluation,G23,0,0,12.12581316,13.12581316,12.5,24,-0.053712793920365876,-0.06691077653810523,-0.028073976961064562,-0.04098554456496517,-0.004515998065471649,0.03105479169900749,-0.07341220800184234,-0.028488892700454904,-0.0208242740709203,1.8520564365838217,0.7970149253731343,0.04403217674602892
texbat-ds4-method-a-9tap-external-validation,a2-history-d70e403cc59c42a03560,development:DS4,evaluation,G23,0,0,12.62581316,13.62581316,13.0,25,-0.02900060908794644,-0.032891021705535706,-0.05033940664997533,-0.15073937575140817,-0.003473624587059021,0.0026079106679706143,0.018191345023956557,0.04679401042226783,0.029549019654533243,1.7352217139858581,0.8328358208955224,0.05830178782626517
texbat-ds4-method-a-9tap-external-validation,a2-history-d70e403cc59c42a03560,development:DS4,evaluation,G23,0,0,13.12581316,14.12581316,13.5,26,0.009371097678337992,0.04709893171047469,0.11283897285067726,0.11120855690883197,-0.006084643304347992,-0.12134079932585362,-0.01941913275812321,-0.006333872045955591,-0.011501236014496818,3.2753151497189528,0.5373134328358209,0.06889300505608295
texbat-ds4-method-a-9tap-external-validation,a2-history-d70e403cc59c42a03560,development:DS4,evaluation,G23,0,0,13.62581316,14.62581316,14.0,27,-0.012137521797209921,0.014422780010914543,0.04894495620316258,0.13311701530533265,-0.008688006550073624,-0.08944557231066586,-0.0739280181371173,-0.06871576273510005,-0.06725578536389215,3.5929566208641237,0.48656716417910445,0.06932822494226669
texbat-ds4-method-a-9tap-external-validation,a2-history-d70e403cc59c42a03560,development:DS4,evaluation,G23,0,0,14.12581316,15.12581316,14.5,28,-0.009494107565724885,0.026145834587359057,0.0020572643777340416,0.031790962697335584,-0.0036019645631313324,-0.020161147834591053,-0.021593361493704666,-0.010887597200838595,-0.028624906814966378,0.9623053385012202,0.9597014925373134,0.02003409522948229
texbat-ds4-method-a-9tap-external-validation,a2-history-d70e403cc59c42a03560,development:DS4,evaluation,G23,0,0,14.62581316,15.62581316,15.0,29,-0.004374254139240363,0.01815281504222413,0.03326046233883864,-0.006673873399624164,-0.004089586436748505,-0.04262912290593601,-0.015306450150020662,-0.03997976899545058,-0.06111710680586241,1.0117866152058208,0.9522388059701492,0.03144906757278127
