physical_recording_id,history_id,role,split,prn,segment,channel,window_start_s,window_end_s,window_bin_s,target_window_index,residual_000,residual_001,residual_002,residual_003,residual_004,residual_005,residual_006,residual_007,residual_008,q,p,rmse
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,6.12368472,7.12368472,6.5,12,0.00663539296988197,-0.013717385923818548,-0.01605729389357985,-0.01831765813885511,-0.005028665065765381,0.01150317067906681,0.004056738129934984,-0.001226347640218839,-0.010259949952790975,0.430233032463513,0.9985074626865672,0.011087562787812706
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,6.62368472,7.62368472,7.0,13,0.018173910294461137,-0.0026469125250490055,-0.02141750503075654,-0.026331204362038424,-0.004827044904232025,-0.017492525961771616,-0.025464004271071428,-0.02414669425380328,-0.030822890668099623,0.5854226852781009,0.9970149253731343,0.02108226421341051
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,7.12368472,8.12368472,7.5,14,0.01638146362090917,0.008372893932263509,-0.013291684161429063,-0.0031948488379657525,-0.005090504884719849,0.027704949730531947,0.004442362504979397,-0.0027414291523141787,-0.02087323076313874,0.5711327754398688,0.9970149253731343,0.014070271617750376
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,7.62368472,8.62368472,8.0,15,0.0010237340941238182,-0.013862277893280428,-0.04145117458797232,-0.022408921325709208,-0.004488460719585419,0.020513159053920704,0.007510687034506414,0.0007518052585115953,-0.012353657968955989,0.5326162739775195,0.9970149253731343,0.018451422347113628
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,8.12368472,9.12368472,8.5,16,0.0031297084659263896,-0.01680782295865893,-0.03241370578974778,0.0009420648570450385,-0.004653353244066238,-0.011983065199995369,-0.015473941565832039,-0.009347606036159223,-0.015838215548591078,0.508992212413381,0.9985074626865672,0.015226990009940976
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,8.62368472,9.62368472,9.0,17,-0.016825846564681918,-0.027793958904836463,-0.047679223191024966,-0.008608265044197982,-0.005064290016889572,0.018065039240889286,-0.012499665255895992,-0.013135402462282175,-0.026771806570339562,0.6477574610479262,0.9940298507462687,0.02309527741032301
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,9.12368472,10.12368472,9.5,18,-0.009491628073286351,-0.01294780239507684,-0.032812494499662254,-0.0018967890127637166,-0.004054084420204163,0.01473409947939408,-0.006363272502515227,-0.01106815922161919,-0.0255402523658817,0.3718782008709919,1.0,0.016285042075328552
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,9.62368472,10.62368472,10.0,19,-0.031157267427073365,-0.0382521466434563,-0.045021722345950754,-0.01756302107732577,-0.004293493926525116,0.008472177043180734,0.00023228939620129063,0.0013145039724181962,-0.013297393179408312,0.2579332425135103,1.0,0.02366016729321455
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,10.12368472,11.12368472,10.5,20,-0.042222114227487784,-0.05397715770577499,-0.048886591942161384,-0.008762934227755093,-0.004421357065439224,0.007438617643713091,-0.008872627974379849,0.0015067221400109632,-0.014663461013241313,0.36985709369414127,1.0,0.028932528080667947
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,10.62368472,11.62368472,11.0,21,-0.018755515116452348,-0.03180247654236401,-0.028279533808652113,0.0025444048127733765,-0.003896288573741913,0.002048456903195439,-0.0019746772001935364,0.001466701258637515,-0.019438567713375488,0.20235872921453116,1.0,0.01690712738431703
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,11.12368472,12.12368472,11.5,22,-0.025051684256195306,-0.0360668957705812,-0.0465353916125405,-0.031857234830154735,-0.004193060100078583,0.006618058593825332,0.013817434471463413,0.00873399988225032,-0.02011973851272536,0.3263876877071395,1.0,0.025478144267511486
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,11.62368472,12.62368472,12.0,23,-0.03299366486808708,-0.03984992415545713,-0.04773336649712345,-0.04330504767079607,-0.004154704511165619,0.007325330171323141,-0.0054013148321739035,0.009547455266183696,-0.01610259375587081,0.24229063490901165,1.0,0.028442814888197852
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,12.12368472,13.12368472,12.5,24,-0.014364903351949176,-0.014143787813308162,-0.013685517721002793,-0.014954433395220734,-0.004264805465936661,0.03214823893075999,-0.08321490419341182,-0.026952347993980275,-0.002028958112243101,2.2162133149708727,0.7388059701492538,0.03253082213809402
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,12.62368472,13.62368472,13.0,25,-0.050785800855956575,-0.028524063641353847,-0.046294487298628506,-0.05186275233091475,-0.004425995051860809,0.014345116080103082,0.05256832992059554,0.040906580720596886,0.029236856988639315,1.163678780916531,0.9313432835820895,0.03907640330855229
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,13.12368472,14.12368472,13.5,26,-0.008330453002952043,0.01633069586314506,0.08714501759571444,0.09072627786364057,-0.005680099129676819,-0.13445275450980465,-0.03865292147120186,-0.04677669805907314,-0.048070229401531495,3.053624226391616,0.5626865671641791,0.06688652177551505
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,13.62368472,14.62368472,14.0,27,0.02011596528830112,0.03831131415024558,0.05259321731954322,0.11663405187581385,-0.007910594344139099,-0.08528852578643609,-0.08366169341415652,-0.036613796684565214,-0.039082142297935496,2.770327543211995,0.6253731343283582,0.0627569654826103
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,14.12368472,15.12368472,14.5,28,0.03487887783169938,0.07131513588145871,0.04137015146761072,0.026877600597269694,-0.00409332662820816,-0.015441818458496182,-0.047075337110002835,-0.04361304311679981,-0.07871534232676103,1.983141430900877,0.7731343283582089,0.04631507393524718
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,14.62368472,15.62368472,15.0,29,-0.05610308178111428,-0.04580628268224679,0.013118310494863644,-0.050146555807535714,-0.005032714456319809,-0.015860179488532078,0.033646654601603904,-0.008590636044459699,-0.03570002177230547,2.017749531796424,0.7686567164179104,0.034463829516337585
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,15.12368472,16.12368472,15.5,30,0.0015531971435578384,-0.018729802875259882,0.05719807618677311,0.06372007337996466,-0.005703143775463104,0.06123993179319431,0.06736622095576716,0.028719542403688847,0.029641433493599406,2.120492743702271,0.753731343283582,0.04435910920403751
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,15.62368472,16.62368472,16.0,31,-0.04444475670140885,-0.0818204292501854,-0.07370998089027908,-0.014206040343269305,-0.0047006383538246155,0.131411271664258,0.15563988421433697,0.13141356602000914,0.1004373439742262,3.0843206303836226,0.5597014925373134,0.09613466780413779
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,16.12368472,17.12368472,16.5,32,-0.04676155550891048,-0.03325009134901202,0.0015800021501531925,0.13359353823461512,-0.0021015331149101257,-0.06966559410236647,0.023727646406353886,0.07766748863131516,0.04817370524115061,4.387235321086594,0.4044776119402985,0.0622857205208198
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,16.62368472,17.62368472,17.0,33,0.017994981190032067,0.0332852344858755,0.07287851093806649,0.09404646258334351,-0.005144253373146057,0.03296779199217795,-0.012034816285067695,0.05300207014254174,0.040153188330757844,1.7518205165835579,0.8283582089552238,0.04861117165945113
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,17.12368472,18.12368472,17.5,34,0.06551543353726424,0.07465199330620662,0.07502957422959677,-0.019681090377066376,-0.005698598921298981,0.052887297083765245,-0.09088060600039632,-0.04940110945800011,-0.06008332376225903,4.577981582591574,0.39104477611940297,0.06057252277978094
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,17.62368472,18.62368472,18.0,35,-0.022264772616656714,-0.05891022630619855,-0.0813042206568903,-0.1345063745858025,-0.005299825221300125,0.025184882870408848,-0.08234397588347153,-0.1085501468822821,-0.12601966542267928,3.562039691233351,0.491044776119403,0.08417934773264284
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,18.12368472,19.12368472,18.5,36,-0.03587607113597613,-0.04478893325981914,-0.017657691065844416,0.029224788762192755,0.00042442232370376587,-0.03145994429014465,-0.0526157672900347,-0.08198470753151355,-0.09597300433091666,1.7084185723046283,0.8388059701492537,0.05180053665592305
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,18.62368472,19.62368472,19.0,37,-0.06898135124346116,-0.071195551537861,-0.04279842593146177,-0.049836885367680245,-0.0008643493056297302,0.1209528946303389,0.028026408489239124,0.06418071493287877,0.06222668080758631,1.7785278999175453,0.8194029850746268,0.06459257538097847
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,19.12368472,20.12368472,19.5,38,0.05732215667783974,0.07278650406495421,0.05304995743183255,0.02644971521546413,-0.0005477070808410645,-0.009332411478946673,-0.06151331987218536,0.0063633639855403545,0.008383466256356387,2.2315510823457863,0.7343283582089553,0.04226851672493543
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,19.62368472,20.62368472,20.0,39,-0.06839937316705672,-0.05903145839934096,-0.06363173218512566,-0.06374038400961543,-0.0054289475083351135,0.027071650641018158,0.03549741107509399,0.03594018615054134,0.0026305794538254434,0.8480397786334304,0.9731343283582089,0.046661966532691806
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,20.12368472,21.12368472,20.5,40,-0.043518589074947045,-0.046731835525929355,-0.032060726108812165,0.035412974737619285,-0.00470169261097908,0.06987270679644117,-0.03061790747420226,-0.0533558537129481,-0.0588393563659419,1.784399398521844,0.8164179104477612,0.045350946694335766
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,20.62368472,21.62368472,21.0,41,0.06487396011046845,0.06901831404813463,0.07425388051491025,0.11756767074739169,-0.0007452592253684998,-0.07053963214818226,-0.09652612311070585,-0.07137350684685873,-0.06495627151904065,1.6022973776935017,0.8567164179104477,0.0759496445737585
texbat-DS2-cmte-reconstructed,a2-history-b6638c8b60c8213dd413,development:DS2,evaluation,G23,0:0,0,21.12368472,22.12368472,21.5,42,0.017262677954390737,0.006705363600969183,0.01826686555000319,0.014141359914152427,-0.003566902130842209,0.054557364493473176,0.019673772505793274,0.0448315374864858,0.008276894158459558,0.5108700774680394,0.9985074626865672,0.026523109953876127
