recording_id,decision_time_s,tracked_prn_count,score,selected_tap_histogram_json,model,stable_pre,transition,post,ramp,takeover,persistent,phase,alarm_q99,alarm_q995
DS2,7.5,9,-0.4114303324470149,"{""0"":9,""1"":9,""2"":9,""3"":9,""4"":9,""5"":9,""6"":9,""7"":9,""8"":9}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS2,8.0,9,-0.7083243298057837,"{""0"":9,""1"":9,""2"":9,""3"":9,""4"":9,""5"":9,""6"":9,""7"":9,""8"":9}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS2,8.5,9,-0.4578405002188223,"{""0"":9,""1"":9,""2"":9,""3"":9,""4"":9,""5"":9,""6"":9,""7"":9,""8"":9}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS2,9.0,9,-0.6806656953533878,"{""0"":9,""1"":9,""2"":9,""3"":9,""4"":9,""5"":9,""6"":9,""7"":9,""8"":9}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS2,9.5,9,-0.4974590623698184,"{""0"":9,""1"":9,""2"":9,""3"":9,""4"":9,""5"":9,""6"":9,""7"":9,""8"":9}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS2,10.0,9,-0.5026560972970451,"{""0"":9,""1"":9,""2"":9,""3"":9,""4"":9,""5"":9,""6"":9,""7"":9,""8"":9}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS2,10.5,9,-0.8131810640964479,"{""0"":9,""1"":9,""2"":9,""3"":9,""4"":9,""5"":9,""6"":9,""7"":9,""8"":9}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS2,11.0,9,-0.9031503591023018,"{""0"":9,""1"":9,""2"":9,""3"":9,""4"":9,""5"":9,""6"":9,""7"":9,""8"":9}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS2,11.5,9,-0.5584291054086646,"{""0"":9,""1"":9,""2"":9,""3"":9,""4"":9,""5"":9,""6"":9,""7"":9,""8"":9}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS2,12.0,9,-0.7789296458985224,"{""0"":9,""1"":9,""2"":9,""3"":9,""4"":9,""5"":9,""6"":9,""7"":9,""8"":9}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS2,12.5,9,-0.6172326721593122,"{""0"":9,""1"":9,""2"":9,""3"":9,""4"":9,""5"":9,""6"":9,""7"":9,""8"":9}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS2,13.0,9,-0.8606789768975095,"{""0"":9,""1"":9,""2"":9,""3"":9,""4"":9,""5"":9,""6"":9,""7"":9,""8"":9}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS2,13.5,9,-0.46608813460471665,"{""0"":9,""1"":9,""2"":9,""3"":9,""4"":9,""5"":9,""6"":9,""7"":9,""8"":9}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS2,14.0,9,-0.40936060260683,"{""0"":9,""1"":9,""2"":9,""3"":9,""4"":9,""5"":9,""6"":9,""7"":9,""8"":9}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS2,14.5,9,-0.41240228597546974,"{""0"":9,""1"":9,""2"":9,""3"":9,""4"":9,""5"":9,""6"":9,""7"":9,""8"":9}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS2,15.0,9,-0.512354812709383,"{""0"":9,""1"":9,""2"":9,""3"":9,""4"":9,""5"":9,""6"":9,""7"":9,""8"":9}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS2,15.5,9,-0.5805074805321944,"{""0"":9,""1"":9,""2"":9,""3"":9,""4"":9,""5"":9,""6"":9,""7"":9,""8"":9}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS2,16.0,9,-0.5607202008592496,"{""0"":9,""1"":9,""2"":9,""3"":9,""4"":9,""5"":9,""6"":9,""7"":9,""8"":9}",magnitude all9,False,False,False,False,False,False,excluded,False,False
