recording_id,decision_time_s,tracked_prn_count,score,selected_tap_histogram_json,model,stable_pre,transition,post,ramp,takeover,persistent,phase,alarm_q99,alarm_q995
DS8,7.5,10,-0.2734695249610886,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS8,8.0,10,-0.5122582722008011,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS8,8.5,10,-0.40215963577286534,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS8,9.0,10,-0.6395557690335966,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS8,9.5,10,-0.49395884171467846,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS8,10.0,10,-0.6622098758941717,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS8,10.5,10,-0.7381293903850902,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS8,11.0,10,-0.6045724419135943,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS8,11.5,10,-0.6829872585284462,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS8,12.0,10,-0.8774587893337151,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS8,12.5,10,-0.6815562365741257,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS8,13.0,10,-0.5378238309900966,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS8,13.5,10,-0.7587635116576081,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS8,14.0,10,-0.5189023281479297,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS8,14.5,10,-0.24537402862602145,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS8,15.0,10,-0.7109215588177011,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS8,15.5,10,-0.37450694684278707,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS8,16.0,10,-0.7409834467189063,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS8,16.5,10,-0.3805037898638235,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS8,17.0,10,-0.4247875158937924,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS8,17.5,11,-0.23809984257957506,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
