recording_id,decision_time_s,tracked_prn_count,score,selected_tap_histogram_json,model,phase,alarm_q99,alarm_q995
cleanStatic,347.5,11,-0.6848988000294202,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,348.0,11,-0.4287232929305451,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,348.5,11,-0.27770669859813957,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,349.0,11,-0.602966630642191,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,349.5,11,-0.37825217758740404,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,350.0,11,-0.36255384941722035,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,350.5,11,-0.4232136131757388,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,351.0,11,-0.2664222504460648,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,351.5,11,-0.20006322027973966,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,352.0,11,-0.08217314861323288,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,352.5,11,-0.4850752593874177,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,353.0,11,-0.9844702393869904,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,353.5,11,-0.23341982930944294,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,354.0,11,-0.19160455272051546,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,354.5,11,-0.6230361830716655,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,355.0,11,-0.30332348685283106,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,355.5,10,-0.5884511424714336,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,356.0,10,-0.6370338434467357,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,356.5,10,-0.3304626329910872,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,357.0,10,-0.6268888541657535,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,357.5,10,-0.6141428193070377,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,358.0,10,-0.8868607232227086,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,358.5,10,0.22827645160655868,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,True,True
cleanStatic,359.0,10,-0.7835879346586515,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,359.5,10,-0.5520831266900013,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,360.0,10,-0.7782625832903246,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,360.5,10,-0.4243817331621511,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,361.0,11,-0.7665788281161406,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,361.5,11,-0.35819126064598084,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,362.0,11,-0.6749514084596526,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,362.5,11,-0.26297640334492467,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,363.0,11,-0.7422106110953968,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,363.5,11,-0.6219811279750974,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,364.0,11,-0.4525991377708457,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,364.5,11,-0.3554005232323909,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,365.0,11,-0.4169223792945444,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,365.5,11,-0.6316453421478185,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,366.0,11,-0.571007045433823,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,366.5,11,-0.05841352642276265,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,True,True
cleanStatic,367.0,11,-0.6457862088824734,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,367.5,11,-0.6926490490303108,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,368.0,11,-0.4884732904587211,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,368.5,11,-0.6348523486748197,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,369.0,11,-0.8479067850564164,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,369.5,11,-0.8656672484954798,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,370.0,11,-0.6384727072888601,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,370.5,11,-0.3978661417376129,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,371.0,11,-0.3960589987904173,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,371.5,11,-0.595378840610128,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,372.0,11,-0.321038844532628,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,372.5,11,-0.35282362854918903,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,373.0,11,-0.8408708020330418,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,373.5,11,-0.2780094757197177,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,374.0,11,-0.07194879521857067,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,True,True
cleanStatic,374.5,11,-0.6282835538831757,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,375.0,11,-0.39884803114407563,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,375.5,11,-0.44807447196676753,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,376.0,11,-0.731274341004182,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,376.5,11,-0.5192788517717207,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,377.0,11,-0.25969452730044296,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,377.5,10,-0.8306493200810238,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,378.0,10,-0.4730535141267529,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,378.5,10,-0.8395847355327072,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,379.0,10,-0.6212409039260494,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,379.5,10,-0.5287820127314742,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,380.0,10,-0.4357042203205799,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,380.5,10,-0.5888193787750624,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,381.0,10,-0.07033638342415072,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,True,True
cleanStatic,381.5,10,-0.5391574900524598,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,382.0,10,-0.6143245658888783,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,382.5,10,-0.4703259849755037,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,383.0,10,-0.17677354663063505,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,383.5,10,-0.7423877589276431,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,384.0,10,-0.5165327971331074,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,384.5,10,-0.17055402529991237,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
