recording_id,decision_time_s,tracked_prn_count,score,selected_tap_histogram_json,model,stable_pre,transition,post,ramp,takeover,persistent,phase,alarm_q99,alarm_q995
DS7,7.5,10,-0.06714153861459404,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,True,True
DS7,8.0,11,-0.509832474542298,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS7,8.5,11,-0.35724571514835946,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS7,9.0,11,-0.17222342903610421,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS7,9.5,11,-0.3585543287407323,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS7,10.0,11,-0.307790344043003,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS7,10.5,11,-0.6896782449713552,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS7,11.0,11,-0.53110733597193,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS7,11.5,11,-0.5354633320365918,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS7,12.0,11,-0.8221704204902331,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
