recording_id,decision_time_s,tracked_prn_count,score,selected_tap_histogram_json,model,stable_pre,transition,post,ramp,takeover,persistent,phase,alarm_q99,alarm_q995
DS1,7.5,10,-0.6411183770906878,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS1,8.0,11,-0.4607307490294301,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS1,8.5,11,-0.1041609552131536,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS1,9.0,11,-0.6738592391859837,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS1,9.5,11,-0.1684992795930339,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS1,10.0,11,-0.2571726453269344,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS1,10.5,10,-0.8002919295257925,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS1,11.0,11,-0.1525304946225532,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS1,11.5,11,-0.04882588979473823,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,True,True
DS1,12.0,10,-0.40817357668438614,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS1,12.5,11,-0.5012975462355964,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS1,13.0,11,0.07554810858581773,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,True,True
DS1,13.5,11,-0.8210027835279423,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS1,14.0,11,-0.09018104361124513,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS1,14.5,11,-0.41229103027454944,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS1,15.0,11,-0.33254901879458987,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS1,15.5,11,-0.28819329036957986,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS1,16.0,11,-0.4955193523076412,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS1,16.5,11,-0.43868888916010323,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
DS1,17.0,11,-0.5430899264308762,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,False,False,False,False,False,False,excluded,False,False
