scenario,event_index,window_start_s,window_end_s,availability_s,prn,a,z,activation,degree
clean-calibration,0,340.0,341.0,341.0,3,0.6837209381481283,-0.16239847716168812,0.00024346267875168757,10
clean-calibration,0,340.0,341.0,341.0,6,1.1328280330725997,2.0662586527059834,0.0022565788320698956,10
clean-calibration,0,340.0,341.0,341.0,7,0.891410017453359,0.8682415475012433,0.0006820922091971477,10
clean-calibration,0,340.0,341.0,341.0,8,201785.8718288822,1001342.2863421483,1.0,10
clean-calibration,0,340.0,341.0,341.0,10,0.6458169700204079,-0.3504938107086397,0.00020172594599274782,10
clean-calibration,0,340.0,341.0,341.0,13,0.608324283356074,-0.5365481937203683,0.0001674843540327935,10
clean-calibration,0,340.0,341.0,341.0,16,0.6032970350636566,-0.5614955011157132,0.00016335843223107263,10
clean-calibration,0,340.0,341.0,341.0,19,0.899236463365844,0.9070796435400436,0.0007090853760825056,10
clean-calibration,0,340.0,341.0,341.0,20,0.8880185924159998,0.8514118788646489,0.0006707165158262953,10
clean-calibration,0,340.0,341.0,341.0,23,0.7881028468785146,0.35558818515166235,0.0004086197888610338,10
clean-calibration,0,340.0,341.0,341.0,30,0.6383836921964929,-0.38738084234937,0.00019442186250140942,10
clean-calibration,1,340.5,341.5,341.5,3,0.587190777602719,-0.6414214829838903,0.00015081189382667065,10
clean-calibration,1,340.5,341.5,341.5,6,0.6197581691595748,-0.4798084730478408,0.00017726040765699835,10
clean-calibration,1,340.5,341.5,341.5,7,0.6349153853735803,-0.4045920305421393,0.00019110489705680773,10
clean-calibration,1,340.5,341.5,341.5,8,201749.8585328724,1001163.5733139433,1.0,10
clean-calibration,1,340.5,341.5,341.5,10,0.7632786889888906,0.23240033731110324,0.00036127687293460145,10
clean-calibration,1,340.5,341.5,341.5,13,1.0454736067386594,1.632769475458901,0.001463974181625923,10
clean-calibration,1,340.5,341.5,341.5,16,0.732584887646246,0.08008486517069745,0.0003102505499628664,10
clean-calibration,1,340.5,341.5,341.5,19,0.8477968456886618,0.6518147590848137,0.0005494241963740375,10
clean-calibration,1,340.5,341.5,341.5,20,0.5146765131807696,-1.001267573699215,0.00010523887982668136,10
clean-calibration,1,340.5,341.5,341.5,23,0.5638532397445601,-0.7572321008274794,0.00013432190543943625,10
clean-calibration,1,340.5,341.5,341.5,30,0.5202957623972786,-0.973382510264663,0.00010821444926369523,10
clean-calibration,2,341.0,342.0,342.0,3,0.9080020889138638,0.9505783415034549,0.0007405869965864943,10
clean-calibration,2,341.0,342.0,342.0,6,0.7539676740410874,0.18619518917552141,0.0003449694251943145,10
clean-calibration,2,341.0,342.0,342.0,7,0.8471716125136439,0.6487120907255716,0.0005477230893474507,10
clean-calibration,2,341.0,342.0,342.0,8,201667.14912067488,1000753.1346384373,1.0,10
clean-calibration,2,341.0,342.0,342.0,10,0.981415549111273,1.3148866175166145,0.0010657413487675856,10
clean-calibration,2,341.0,342.0,342.0,13,0.8961960308830341,0.8919917466725159,0.0006984744910235395,10
clean-calibration,2,341.0,342.0,342.0,16,0.8683448454551129,0.7537825229023105,0.000608367779898418,10
clean-calibration,2,341.0,342.0,342.0,19,0.8227095864849867,0.5273212925487047,0.00048514201526661586,10
clean-calibration,2,341.0,342.0,342.0,20,0.9262366370984528,1.0410657915588462,0.0008106694789844605,10
clean-calibration,2,341.0,342.0,342.0,23,0.6789900014514529,-0.1858753625619762,0.00023781484876558937,10
clean-calibration,2,341.0,342.0,342.0,30,0.7729181472271042,0.2802353583415976,0.00037897185643639975,10
clean-calibration,3,341.5,342.5,342.5,3,0.8135292128661319,0.4817644412948836,0.0004635463674732025,10
clean-calibration,3,341.5,342.5,342.5,6,0.7684893119275992,0.2582576263511658,0.0003707368274902285,10
clean-calibration,3,341.5,342.5,342.5,7,0.8790294924249766,0.8068042073036901,0.0006414736823465282,10
clean-calibration,3,341.5,342.5,342.5,8,201718.8803004006,1001009.8463756491,1.0,10
clean-calibration,3,341.5,342.5,342.5,10,0.791930173161776,0.3745809779752873,0.000416451525697563,10
clean-calibration,3,341.5,342.5,342.5,13,0.8631317719799236,0.7279130732759167,0.0005928406752195021,10
clean-calibration,3,341.5,342.5,342.5,16,0.9401685619016906,1.1102018259177286,0.000868648391207189,10
clean-calibration,3,341.5,342.5,342.5,19,0.9810436808949546,1.3130412519879122,0.001063778570113627,10
clean-calibration,3,341.5,342.5,342.5,20,0.6696672523520055,-0.23213874046284214,0.00022706578975685663,10
clean-calibration,3,341.5,342.5,342.5,23,0.7883134115328903,0.3566330949818028,0.0004090468081035969,10
clean-calibration,3,341.5,342.5,342.5,30,0.9337673927555508,1.078436548953149,0.0008415120329163838,10
clean-calibration,4,342.0,343.0,343.0,3,0.9569147035473564,1.19330318057939,0.0009438474162030985,10
clean-calibration,4,342.0,343.0,343.0,6,0.5364655566121044,-0.8931412324656004,0.00011725454106744973,10
clean-calibration,4,342.0,343.0,343.0,7,0.8958589894049442,0.8903192059763319,0.000697308054354475,10
clean-calibration,4,342.0,343.0,343.0,8,201990.84569539042,1002359.4523459651,1.0,10
clean-calibration,4,342.0,343.0,343.0,10,0.6765855108258517,-0.19780745011304762,0.00023499474631064212,10
