scenario,event_index,window_start_s,window_end_s,availability_s,prn,a,z,activation,degree
DS3,0,0.0,1.0,1.0,3,8.552539164119244,38.88596669260361,0.9999999999999549,7
DS3,0,0.0,1.0,1.0,6,6.108893553037174,26.759575736959086,0.9999999916555636,7
DS3,0,0.0,1.0,1.0,7,14.654941834384022,69.16863952077686,1.0,7
DS3,0,0.0,1.0,1.0,10,14.654941834384022,69.16863952077686,1.0,7
DS3,0,0.0,1.0,1.0,13,1006.3267129276622,4990.258482261334,1.0,7
DS3,0,0.0,1.0,1.0,16,1129.8576721433055,5603.270737304057,1.0,7
DS3,0,0.0,1.0,1.0,19,1093.1243928534818,5420.984851113695,1.0,7
DS3,0,0.0,1.0,1.0,23,6.108893553037174,26.759575736959086,0.9999999916555636,7
DS3,1,0.5,1.5,1.5,3,7.915368293648285,35.724058498617254,0.9999999999989331,7
DS3,1,0.5,1.5,1.5,6,5.648876082220184,24.47677676142209,0.9999999181904551,7
DS3,1,0.5,1.5,1.5,7,10.059527035923018,46.364270427004456,1.0,7
DS3,1,0.5,1.5,1.5,10,10.059527035923018,46.364270427004456,1.0,7
DS3,1,0.5,1.5,1.5,13,979.6741490544206,4857.997319664152,1.0,7
DS3,1,0.5,1.5,1.5,16,1083.344137128296,5372.451134100095,1.0,7
DS3,1,0.5,1.5,1.5,19,1095.5619436537243,5433.0809970703485,1.0,7
DS3,1,0.5,1.5,1.5,23,4.809589190903393,20.31188438836304,0.999994732658216,7
DS3,2,1.0,2.0,2.0,3,4.5530319209366805,19.03873997494232,0.9999811849572621,7
DS3,2,1.0,2.0,2.0,6,5.55189818406429,23.995531894424246,0.9999998676250088,7
DS3,2,1.0,2.0,2.0,7,4.416832985786664,18.362863928153267,0.9999630149206031,7
DS3,2,1.0,2.0,2.0,10,4.416832985786664,18.362863928153267,0.9999630149206031,7
DS3,2,1.0,2.0,2.0,13,902.1336853098462,4473.2091269800585,1.0,7
DS3,2,1.0,2.0,2.0,16,990.6072225251437,4912.251800204015,1.0,7
DS3,2,1.0,2.0,2.0,19,1077.118886204617,5341.558836888434,1.0,7
DS3,2,1.0,2.0,2.0,23,5.55189818406429,23.995531894424246,0.9999998676250088,7
DS3,3,1.5,2.5,2.5,3,4.43254648391546,18.44084087404363,0.999965789233643,7
DS3,3,1.5,2.5,2.5,6,5.354958457394439,23.01823465072168,0.9999996482447004,7
DS3,3,1.5,2.5,2.5,7,3.5130956623463008,13.878141570890984,0.9967317814029502,7
DS3,3,1.5,2.5,2.5,10,4.43254648391546,18.44084087404363,0.999965789233643,7
DS3,3,1.5,2.5,2.5,13,798.7984802941861,3960.416646016873,1.0,7
DS3,3,1.5,2.5,2.5,16,881.7292270876209,4371.953676304764,1.0,7
DS3,3,1.5,2.5,2.5,19,1018.1573933131091,5048.967263507923,1.0,7
DS3,3,1.5,2.5,2.5,23,5.354958457394439,23.01823465072168,0.9999996482447004,7
DS3,4,2.0,3.0,3.0,3,4.088883751677665,16.735442747121645,0.9998117474394812,7
DS3,4,2.0,3.0,3.0,6,4.6408009557617245,19.47428661282684,0.9999878282620724,7
DS3,4,2.0,3.0,3.0,7,2.107386707916829,6.902426158657432,0.22175317872289146,7
DS3,4,2.0,3.0,3.0,10,3.0415572430432873,11.538170833258954,0.9670820711802972,7
DS3,4,2.0,3.0,3.0,13,667.7388087103379,3310.0437732334217,1.0,7
DS3,4,2.0,3.0,3.0,16,778.9751174608467,3862.044833556628,1.0,7
DS3,4,2.0,3.0,3.0,19,947.8501076747873,4700.073124024689,1.0,7
DS3,4,2.0,3.0,3.0,23,4.6408009557617245,19.47428661282684,0.9999878282620724,7
DS3,5,2.5,3.5,3.5,3,2.8219852615827135,10.448562881098733,0.9081003737117973,7
DS3,5,2.5,3.5,3.5,6,4.11240448602083,16.852162462499187,0.999832482890546,7
DS3,5,2.5,3.5,3.5,7,2.658330248517238,9.636438299169567,0.8143509529193793,7
DS3,5,2.5,3.5,3.5,10,2.658330248517238,9.636438299169567,0.8143509529193793,7
DS3,5,2.5,3.5,3.5,13,520.4920446692255,2579.3437815413363,1.0,7
DS3,5,2.5,3.5,3.5,16,662.0796235361903,3281.960530884007,1.0,7
DS3,5,2.5,3.5,3.5,19,863.7545417254512,4282.75577419577,1.0,7
DS3,5,2.5,3.5,3.5,23,4.11240448602083,16.852162462499187,0.999832482890546,7
DS3,6,3.0,4.0,4.0,3,2.5674658436979265,9.185531141522018,0.7364554291212091,7
DS3,6,3.0,4.0,4.0,6,4.32488260232538,17.906567690549807,0.9999416307375031,7
DS3,6,3.0,4.0,4.0,7,2.3415767890127515,8.064575231511627,0.4766844975001276,7
DS3,6,3.0,4.0,4.0,10,2.3415767890127515,8.064575231511627,0.4766844975001276,7
DS3,6,3.0,4.0,4.0,13,459.8476926924917,2278.401157952007,1.0,7
DS3,6,3.0,4.0,4.0,16,505.1436531435851,2503.1786472288363,1.0,7
DS3,6,3.0,4.0,4.0,19,752.0683355905655,3728.522134996096,1.0,7
DS3,6,3.0,4.0,4.0,23,4.32488260232538,17.906567690549807,0.9999416307375031,7
DS3,7,3.5,4.5,4.5,3,3.556571468093933,14.093886691712326,0.9973643380271244,9
DS3,7,3.5,4.5,4.5,6,3.8104146774480525,15.353562801907584,0.9992507272045167,9
DS3,7,3.5,4.5,4.5,7,3.8397320281304372,15.499047750521267,0.9993521108376087,9
DS3,7,3.5,4.5,4.5,10,3.530433163112689,13.964177496695262,0.9970004010295297,9
DS3,7,3.5,4.5,4.5,13,483.78666435794696,2397.19634174417,1.0,9
DS3,7,3.5,4.5,4.5,16,375.0678651399122,1857.6882160293596,1.0,9
DS3,7,3.5,4.5,4.5,19,543.1057769366181,2691.5625734958894,1.0,9
DS3,7,3.5,4.5,4.5,20,3.8397320281304372,15.499047750521267,0.9993521108376087,9
DS3,7,3.5,4.5,4.5,23,4.080356068909579,16.693124820691335,0.9998036116144776,9
DS3,7,3.5,4.5,4.5,30,5.865033624879882,25.549440841031494,0.999999972013286,9
