scenario,event_index,window_start_s,window_end_s,availability_s,prn_i,prn_j,e
DS2,0,0.0,1.0,1.0,3,6,22.124853694878702
DS2,0,0.0,1.0,1.0,3,7,4.239962922156707
DS2,0,0.0,1.0,1.0,3,10,6.172707645758003
DS2,0,0.0,1.0,1.0,3,13,4.574954287780384
DS2,0,0.0,1.0,1.0,3,16,4.70538801913211
DS2,0,0.0,1.0,1.0,3,19,4.609731071129864
DS2,0,0.0,1.0,1.0,3,23,3.2424063488588053
DS2,0,0.0,1.0,1.0,6,7,24.62553066774287
DS2,0,0.0,1.0,1.0,6,10,42.804044191915594
DS2,0,0.0,1.0,1.0,6,13,19.277374477161963
DS2,0,0.0,1.0,1.0,6,16,17.824012923883426
DS2,0,0.0,1.0,1.0,6,19,22.3338432541076
DS2,0,0.0,1.0,1.0,6,23,20.10332333370068
DS2,0,0.0,1.0,1.0,7,10,2.746352223050052
DS2,0,0.0,1.0,1.0,7,13,9.250590242802758
DS2,0,0.0,1.0,1.0,7,16,3.718554412416868
DS2,0,0.0,1.0,1.0,7,19,2.9396654712313133
DS2,0,0.0,1.0,1.0,7,23,2.483781352497286
DS2,0,0.0,1.0,1.0,10,13,6.401371224916848
DS2,0,0.0,1.0,1.0,10,16,1.5051310145587804
DS2,0,0.0,1.0,1.0,10,19,8.60095226634409
DS2,0,0.0,1.0,1.0,10,23,2.9955893003486778
DS2,0,0.0,1.0,1.0,13,16,6.022371229652803
DS2,0,0.0,1.0,1.0,13,19,6.376438293233555
DS2,0,0.0,1.0,1.0,13,23,3.888464487252096
DS2,0,0.0,1.0,1.0,16,19,5.041254846341311
DS2,0,0.0,1.0,1.0,16,23,4.409953768464952
DS2,0,0.0,1.0,1.0,19,23,5.373826098605759
DS2,1,0.5,1.5,1.5,3,6,13.385159167371379
DS2,1,0.5,1.5,1.5,3,7,4.777298253775369
DS2,1,0.5,1.5,1.5,3,10,2.381760164643405
DS2,1,0.5,1.5,1.5,3,13,4.884533230465542
DS2,1,0.5,1.5,1.5,3,16,4.091465991968424
DS2,1,0.5,1.5,1.5,3,19,4.373546739800781
DS2,1,0.5,1.5,1.5,3,20,48.28924103467843
DS2,1,0.5,1.5,1.5,3,23,5.299783928042551
DS2,1,0.5,1.5,1.5,6,7,16.95457112002904
DS2,1,0.5,1.5,1.5,6,10,27.04821792242047
DS2,1,0.5,1.5,1.5,6,13,15.332281216468525
DS2,1,0.5,1.5,1.5,6,16,11.261556528346668
DS2,1,0.5,1.5,1.5,6,19,14.041410691596912
DS2,1,0.5,1.5,1.5,6,20,8.997285998747412
DS2,1,0.5,1.5,1.5,6,23,15.540331949023862
DS2,1,0.5,1.5,1.5,7,10,1.8038178231005335
DS2,1,0.5,1.5,1.5,7,13,6.210129407785415
DS2,1,0.5,1.5,1.5,7,16,4.360488346516631
DS2,1,0.5,1.5,1.5,7,19,6.537844172954829
DS2,1,0.5,1.5,1.5,7,20,59.34911237203553
DS2,1,0.5,1.5,1.5,7,23,5.170476713655318
DS2,1,0.5,1.5,1.5,10,13,6.103028150795922
DS2,1,0.5,1.5,1.5,10,16,3.365649306875357
DS2,1,0.5,1.5,1.5,10,19,3.6357612102783654
DS2,1,0.5,1.5,1.5,10,20,65.94010548542934
DS2,1,0.5,1.5,1.5,10,23,4.691300346776885
DS2,1,0.5,1.5,1.5,13,16,3.881593268799596
DS2,1,0.5,1.5,1.5,13,19,5.436935107733069
DS2,1,0.5,1.5,1.5,13,20,52.02525018147152
DS2,1,0.5,1.5,1.5,13,23,5.63541739656653
DS2,1,0.5,1.5,1.5,16,19,5.190152256501892
DS2,1,0.5,1.5,1.5,16,20,46.113276533969795
DS2,1,0.5,1.5,1.5,16,23,4.603901034281195
DS2,1,0.5,1.5,1.5,19,20,52.41782196095634
DS2,1,0.5,1.5,1.5,19,23,4.594883416286198
DS2,1,0.5,1.5,1.5,20,23,50.890530740569304
DS2,2,1.0,2.0,2.0,3,6,10.152124984278794
DS2,2,1.0,2.0,2.0,3,7,2.938305951459649
DS2,2,1.0,2.0,2.0,3,10,5.581970735567394
DS2,2,1.0,2.0,2.0,3,13,3.8539867812633295
DS2,2,1.0,2.0,2.0,3,16,3.1124570083533007
DS2,2,1.0,2.0,2.0,3,19,4.062074040808492
DS2,2,1.0,2.0,2.0,3,20,45.65063039142889
DS2,2,1.0,2.0,2.0,3,23,4.080347144026016
DS2,2,1.0,2.0,2.0,6,7,10.757667963256031
DS2,2,1.0,2.0,2.0,6,10,9.926385772401709
DS2,2,1.0,2.0,2.0,6,13,9.185816106177096
DS2,2,1.0,2.0,2.0,6,16,6.369840384328738
DS2,2,1.0,2.0,2.0,6,19,9.843932580136071
DS2,2,1.0,2.0,2.0,6,20,15.804449369623711
DS2,2,1.0,2.0,2.0,6,23,8.528303047207853
DS2,2,1.0,2.0,2.0,7,10,6.235531119258735
DS2,2,1.0,2.0,2.0,7,13,5.8023276268348045
DS2,2,1.0,2.0,2.0,7,16,4.704470046221896
DS2,2,1.0,2.0,2.0,7,19,4.5624101378308275
DS2,2,1.0,2.0,2.0,7,20,57.19345267689497
DS2,2,1.0,2.0,2.0,7,23,2.92744304835116
DS2,2,1.0,2.0,2.0,10,13,6.0606208085525
DS2,2,1.0,2.0,2.0,10,16,4.957214431423181
DS2,2,1.0,2.0,2.0,10,19,7.196575648077423
DS2,2,1.0,2.0,2.0,10,20,52.37004873438343
DS2,2,1.0,2.0,2.0,10,23,4.6075990520171635
DS2,2,1.0,2.0,2.0,13,16,4.453203718263586
DS2,2,1.0,2.0,2.0,13,19,5.133056284969944
DS2,2,1.0,2.0,2.0,13,20,51.957089739927184
DS2,2,1.0,2.0,2.0,13,23,3.522653381368218
DS2,2,1.0,2.0,2.0,16,19,4.212158520404919
DS2,2,1.0,2.0,2.0,16,20,45.81265668663376
DS2,2,1.0,2.0,2.0,16,23,3.227918957613067
DS2,2,1.0,2.0,2.0,19,20,50.28537106032892
DS2,2,1.0,2.0,2.0,19,23,3.855080100549028
DS2,2,1.0,2.0,2.0,20,23,46.5875165934702
DS2,3,1.5,2.5,2.5,3,6,6.682982119602895
DS2,3,1.5,2.5,2.5,3,7,3.0294385329855524
DS2,3,1.5,2.5,2.5,3,10,3.6997003782935827
DS2,3,1.5,2.5,2.5,3,13,6.0026500872180195
DS2,3,1.5,2.5,2.5,3,16,2.9940271277161044
DS2,3,1.5,2.5,2.5,3,19,3.5051533192689726
DS2,3,1.5,2.5,2.5,3,20,42.24798912667905
DS2,3,1.5,2.5,2.5,3,23,5.309789909089565
DS2,3,1.5,2.5,2.5,6,7,2.6325367930322616
DS2,3,1.5,2.5,2.5,6,10,3.8171451504202976
DS2,3,1.5,2.5,2.5,6,13,4.7176864008340775
DS2,3,1.5,2.5,2.5,6,16,3.6907769251143003
DS2,3,1.5,2.5,2.5,6,19,3.8541679653281364
DS2,3,1.5,2.5,2.5,6,20,42.367712695195
DS2,3,1.5,2.5,2.5,6,23,6.526216512636533
DS2,3,1.5,2.5,2.5,7,10,2.934756118410597
DS2,3,1.5,2.5,2.5,7,13,3.422711154267499
DS2,3,1.5,2.5,2.5,7,16,4.664647748528565
DS2,3,1.5,2.5,2.5,7,19,2.8748082304370386
DS2,3,1.5,2.5,2.5,7,20,54.6358740723493
DS2,3,1.5,2.5,2.5,7,23,3.6134105566627484
DS2,3,1.5,2.5,2.5,10,13,2.787707458043775
DS2,3,1.5,2.5,2.5,10,16,3.5075672563752995
DS2,3,1.5,2.5,2.5,10,19,3.652753282961806
DS2,3,1.5,2.5,2.5,10,20,49.41538653555046
DS2,3,1.5,2.5,2.5,10,23,4.420143099530334
DS2,3,1.5,2.5,2.5,13,16,3.4322599358416697
DS2,3,1.5,2.5,2.5,13,19,4.176925162561988
DS2,3,1.5,2.5,2.5,13,20,48.572628956011656
DS2,3,1.5,2.5,2.5,13,23,3.5152998381854217
DS2,3,1.5,2.5,2.5,16,19,3.232885298346338
DS2,3,1.5,2.5,2.5,16,20,46.30695750341882
DS2,3,1.5,2.5,2.5,16,23,2.426763103633837
DS2,3,1.5,2.5,2.5,19,20,45.73074015065204
DS2,3,1.5,2.5,2.5,19,23,2.7431196879782496
DS2,3,1.5,2.5,2.5,20,23,42.96760181159085
DS2,4,2.0,3.0,3.0,3,6,6.089316128938051
DS2,4,2.0,3.0,3.0,3,7,2.202931645846885
DS2,4,2.0,3.0,3.0,3,10,4.096601833874594
DS2,4,2.0,3.0,3.0,3,13,4.3371346280987435
DS2,4,2.0,3.0,3.0,3,16,1.938282795402592
DS2,4,2.0,3.0,3.0,3,19,2.5038060525062233
DS2,4,2.0,3.0,3.0,3,20,40.56265204267553
DS2,4,2.0,3.0,3.0,3,23,4.515460465806911
DS2,4,2.0,3.0,3.0,6,7,3.0617828336810478
DS2,4,2.0,3.0,3.0,6,10,2.815652687501149
DS2,4,2.0,3.0,3.0,6,13,5.73540648976259
DS2,4,2.0,3.0,3.0,6,16,3.7482926085999138
DS2,4,2.0,3.0,3.0,6,19,4.365436778727072
DS2,4,2.0,3.0,3.0,6,20,67.1251175263383
DS2,4,2.0,3.0,3.0,6,23,6.297439701024287
DS2,4,2.0,3.0,3.0,7,10,2.2878630293087956
DS2,4,2.0,3.0,3.0,7,13,3.0199838413254585
DS2,4,2.0,3.0,3.0,7,16,2.862929548938258
DS2,4,2.0,3.0,3.0,7,19,1.848880158450137
DS2,4,2.0,3.0,3.0,7,20,50.25543291813123
DS2,4,2.0,3.0,3.0,7,23,2.3144564699099694
DS2,4,2.0,3.0,3.0,10,13,3.2183536830050876
DS2,4,2.0,3.0,3.0,10,16,3.0609814748745308
DS2,4,2.0,3.0,3.0,10,19,2.7657038568206036
DS2,4,2.0,3.0,3.0,10,20,47.2610256956507
DS2,4,2.0,3.0,3.0,10,23,4.799268508183793
DS2,4,2.0,3.0,3.0,13,16,2.0727300937780067
DS2,4,2.0,3.0,3.0,13,19,2.4499008411664365
DS2,4,2.0,3.0,3.0,13,20,44.3171417384511
DS2,4,2.0,3.0,3.0,13,23,2.775930253127103
DS2,4,2.0,3.0,3.0,16,19,2.1585463856844243
DS2,4,2.0,3.0,3.0,16,20,46.657701489737335
DS2,4,2.0,3.0,3.0,16,23,1.2106989432597577
DS2,4,2.0,3.0,3.0,19,20,43.93980532098319
DS2,4,2.0,3.0,3.0,19,23,2.041005639701204
DS2,4,2.0,3.0,3.0,20,23,41.112181759683146
DS2,5,2.5,3.5,3.5,3,6,6.191077288249166
DS2,5,2.5,3.5,3.5,3,7,2.1332764583500254
DS2,5,2.5,3.5,3.5,3,10,3.5370456673473663
DS2,5,2.5,3.5,3.5,3,13,3.7368603718670697
DS2,5,2.5,3.5,3.5,3,16,1.8701091003059804
DS2,5,2.5,3.5,3.5,3,19,3.250597352593892
DS2,5,2.5,3.5,3.5,3,20,41.391053487961095
DS2,5,2.5,3.5,3.5,3,23,4.1896299490649564
DS2,5,2.5,3.5,3.5,6,7,4.1182480590787245
DS2,5,2.5,3.5,3.5,6,10,3.841758207446515
DS2,5,2.5,3.5,3.5,6,13,6.092363897336138
DS2,5,2.5,3.5,3.5,6,16,3.7427852658908924
DS2,5,2.5,3.5,3.5,6,19,4.337863702809306
DS2,5,2.5,3.5,3.5,6,20,66.69166559320549
DS2,5,2.5,3.5,3.5,6,23,5.932188887585929
DS2,5,2.5,3.5,3.5,7,10,2.606056801861276
DS2,5,2.5,3.5,3.5,7,13,3.1533337318682895
DS2,5,2.5,3.5,3.5,7,16,2.346533853359476
DS2,5,2.5,3.5,3.5,7,19,2.131822920926239
DS2,5,2.5,3.5,3.5,7,20,48.384025716807315
DS2,5,2.5,3.5,3.5,7,23,2.0658101265986866
DS2,5,2.5,3.5,3.5,10,13,3.5189638330019015
DS2,5,2.5,3.5,3.5,10,16,2.803616798545119
DS2,5,2.5,3.5,3.5,10,19,2.5265732235488407
DS2,5,2.5,3.5,3.5,10,20,44.54769860204073
DS2,5,2.5,3.5,3.5,10,23,3.3357370627829916
DS2,5,2.5,3.5,3.5,13,16,2.4866010218599297
DS2,5,2.5,3.5,3.5,13,19,3.1780351424297537
DS2,5,2.5,3.5,3.5,13,20,44.18012437565977
DS2,5,2.5,3.5,3.5,13,23,3.4555379315242236
DS2,5,2.5,3.5,3.5,16,19,2.602887717713453
DS2,5,2.5,3.5,3.5,16,20,46.77445000522842
DS2,5,2.5,3.5,3.5,16,23,1.8832195277070976
DS2,5,2.5,3.5,3.5,19,20,44.47643880564512
DS2,5,2.5,3.5,3.5,19,23,3.064542251537749
DS2,5,2.5,3.5,3.5,20,23,42.846313866953444
DS2,6,3.0,4.0,4.0,3,6,4.39639840298897
DS2,6,3.0,4.0,4.0,3,7,2.8229444987553034
DS2,6,3.0,4.0,4.0,3,10,2.6669556529833036
DS2,6,3.0,4.0,4.0,3,13,3.479280072359326
DS2,6,3.0,4.0,4.0,3,16,2.4211297220032195
DS2,6,3.0,4.0,4.0,3,19,2.245791621749798
DS2,6,3.0,4.0,4.0,3,20,40.53798329129914
DS2,6,3.0,4.0,4.0,3,23,3.677534699093658
DS2,6,3.0,4.0,4.0,6,7,3.140836986497566
DS2,6,3.0,4.0,4.0,6,10,5.501713895952111
DS2,6,3.0,4.0,4.0,6,13,4.27467652916072
DS2,6,3.0,4.0,4.0,6,16,3.4129393953523546
DS2,6,3.0,4.0,4.0,6,19,3.4129055488433324
DS2,6,3.0,4.0,4.0,6,20,49.87576532921095
DS2,6,3.0,4.0,4.0,6,23,4.2911326314785985
DS2,6,3.0,4.0,4.0,7,10,2.124415875278861
DS2,6,3.0,4.0,4.0,7,13,1.9561275458004552
DS2,6,3.0,4.0,4.0,7,16,2.0757545684443044
DS2,6,3.0,4.0,4.0,7,19,1.7308682026335713
DS2,6,3.0,4.0,4.0,7,20,49.05792226935901
DS2,6,3.0,4.0,4.0,7,23,1.6236318134539083
DS2,6,3.0,4.0,4.0,10,13,3.269327036494622
DS2,6,3.0,4.0,4.0,10,16,1.5719410817682495
DS2,6,3.0,4.0,4.0,10,19,1.973838273775689
DS2,6,3.0,4.0,4.0,10,20,42.73324673224129
DS2,6,3.0,4.0,4.0,10,23,1.835286976708098
DS2,6,3.0,4.0,4.0,13,16,2.119826762653228
DS2,6,3.0,4.0,4.0,13,19,2.432062956054931
DS2,6,3.0,4.0,4.0,13,20,43.27602399864737
DS2,6,3.0,4.0,4.0,13,23,2.235333765067522
DS2,6,3.0,4.0,4.0,16,19,2.7170568992418622
DS2,6,3.0,4.0,4.0,16,20,46.4268111495633
DS2,6,3.0,4.0,4.0,16,23,2.1101708265110344
DS2,6,3.0,4.0,4.0,19,20,43.862014301012934
DS2,6,3.0,4.0,4.0,19,23,1.641610632468447
DS2,6,3.0,4.0,4.0,20,23,41.319080632877096
DS2,7,3.5,4.5,4.5,3,6,3.7939271312260514
DS2,7,3.5,4.5,4.5,3,7,1.5613833166916926
DS2,7,3.5,4.5,4.5,3,10,1.8557403117396702
DS2,7,3.5,4.5,4.5,3,13,2.7537224733262766
DS2,7,3.5,4.5,4.5,3,16,2.7321424308329494
DS2,7,3.5,4.5,4.5,3,19,2.5057557501620153
DS2,7,3.5,4.5,4.5,3,20,40.396096031119114
DS2,7,3.5,4.5,4.5,3,23,3.4160568439997108
DS2,7,3.5,4.5,4.5,6,7,2.947832093977173
DS2,7,3.5,4.5,4.5,6,10,4.145408583617971
DS2,7,3.5,4.5,4.5,6,13,4.690069931613071
DS2,7,3.5,4.5,4.5,6,16,3.0371320528228196
DS2,7,3.5,4.5,4.5,6,19,3.2616747296505486
DS2,7,3.5,4.5,4.5,6,20,48.489665653144286
DS2,7,3.5,4.5,4.5,6,23,4.379078312903182
DS2,7,3.5,4.5,4.5,7,10,1.7256445049078954
DS2,7,3.5,4.5,4.5,7,13,1.5499027646983696
DS2,7,3.5,4.5,4.5,7,16,1.8091535894572626
DS2,7,3.5,4.5,4.5,7,19,1.3386287821751133
DS2,7,3.5,4.5,4.5,7,20,47.62667377514647
DS2,7,3.5,4.5,4.5,7,23,1.6044301211720515
DS2,7,3.5,4.5,4.5,10,13,2.2748012780740874
DS2,7,3.5,4.5,4.5,10,16,2.22873881563939
DS2,7,3.5,4.5,4.5,10,19,2.0849266661231662
DS2,7,3.5,4.5,4.5,10,20,43.654462479841825
DS2,7,3.5,4.5,4.5,10,23,2.1842070728459633
DS2,7,3.5,4.5,4.5,13,16,1.7509284680359247
DS2,7,3.5,4.5,4.5,13,19,2.434464990838078
DS2,7,3.5,4.5,4.5,13,20,43.21200502759645
DS2,7,3.5,4.5,4.5,13,23,3.257237298961388
DS2,7,3.5,4.5,4.5,16,19,3.0166126428688753
DS2,7,3.5,4.5,4.5,16,20,46.55171970909949
DS2,7,3.5,4.5,4.5,16,23,2.1160905273656634
DS2,7,3.5,4.5,4.5,19,20,43.94098720392756
DS2,7,3.5,4.5,4.5,19,23,1.5480709553433198
DS2,7,3.5,4.5,4.5,20,23,41.263224538481154
DS2,8,4.0,5.0,5.0,3,6,4.9918984173012655
DS2,8,4.0,5.0,5.0,3,7,1.425299324753186
DS2,8,4.0,5.0,5.0,3,10,2.1281835450254167
DS2,8,4.0,5.0,5.0,3,13,2.6458887908571995
DS2,8,4.0,5.0,5.0,3,16,2.7079371549891276
DS2,8,4.0,5.0,5.0,3,19,2.631645407248305
DS2,8,4.0,5.0,5.0,3,20,40.81858433287312
DS2,8,4.0,5.0,5.0,3,23,3.2288430261951264
DS2,8,4.0,5.0,5.0,6,7,2.2990962723520223
DS2,8,4.0,5.0,5.0,6,10,4.992528960147823
