scenario,event_index,window_start_s,window_end_s,availability_s,prn_i,prn_j,e
DS3,0,0.0,1.0,1.0,3,6,5.487041082869853
DS3,0,0.0,1.0,1.0,3,7,8.552539164119244
DS3,0,0.0,1.0,1.0,3,10,6.472246804206885
DS3,0,0.0,1.0,1.0,3,13,1011.7794355296965
DS3,0,0.0,1.0,1.0,3,16,1129.8576721433055
DS3,0,0.0,1.0,1.0,3,19,1093.1243928534818
DS3,0,0.0,1.0,1.0,3,23,5.5973865944432974
DS3,0,0.0,1.0,1.0,6,7,3.8581019731431625
DS3,0,0.0,1.0,1.0,6,10,2.8937460940597797
DS3,0,0.0,1.0,1.0,6,13,1002.5678226744433
DS3,0,0.0,1.0,1.0,6,16,1118.5790395994202
DS3,0,0.0,1.0,1.0,6,19,1078.0208312455243
DS3,0,0.0,1.0,1.0,6,23,6.108893553037174
DS3,0,0.0,1.0,1.0,7,10,14.654941834384022
DS3,0,0.0,1.0,1.0,7,13,871.6794884898966
DS3,0,0.0,1.0,1.0,7,16,1294.185355680947
DS3,0,0.0,1.0,1.0,7,19,1243.5618330978377
DS3,0,0.0,1.0,1.0,7,23,4.199360963468239
DS3,0,0.0,1.0,1.0,10,13,922.6755494751071
DS3,0,0.0,1.0,1.0,10,16,1244.2039411823002
DS3,0,0.0,1.0,1.0,10,19,1203.0177411304846
DS3,0,0.0,1.0,1.0,10,23,2.276736513491527
DS3,0,0.0,1.0,1.0,13,16,4390.6198100503925
DS3,0,0.0,1.0,1.0,13,19,4309.156300387442
DS3,0,0.0,1.0,1.0,13,23,1006.3267129276622
DS3,0,0.0,1.0,1.0,16,19,4.608995570986317
DS3,0,0.0,1.0,1.0,16,23,1122.9648520909889
DS3,0,0.0,1.0,1.0,19,23,1091.052696030805
DS3,1,0.5,1.5,1.5,3,6,5.648876082220184
DS3,1,0.5,1.5,1.5,3,7,7.543540923714727
DS3,1,0.5,1.5,1.5,3,10,7.915368293648285
DS3,1,0.5,1.5,1.5,3,13,980.4352636301595
DS3,1,0.5,1.5,1.5,3,16,1075.6011221188282
DS3,1,0.5,1.5,1.5,3,19,1088.019553434579
DS3,1,0.5,1.5,1.5,3,23,3.324631658178408
DS3,1,0.5,1.5,1.5,6,7,4.884585709259518
DS3,1,0.5,1.5,1.5,6,10,5.527972504722657
DS3,1,0.5,1.5,1.5,6,13,960.5822850734405
DS3,1,0.5,1.5,1.5,6,16,1060.1101013463922
DS3,1,0.5,1.5,1.5,6,19,1071.2172017509859
DS3,1,0.5,1.5,1.5,6,23,4.809589190903393
DS3,1,0.5,1.5,1.5,7,10,10.059527035923018
DS3,1,0.5,1.5,1.5,7,13,919.4134130112982
DS3,1,0.5,1.5,1.5,7,16,1116.41635442463
DS3,1,0.5,1.5,1.5,7,19,1141.3247833138637
DS3,1,0.5,1.5,1.5,7,23,3.672418218325396
DS3,1,0.5,1.5,1.5,10,13,950.112164016817
DS3,1,0.5,1.5,1.5,10,16,1084.106565609261
DS3,1,0.5,1.5,1.5,10,19,1106.6868293097925
DS3,1,0.5,1.5,1.5,10,23,4.287207897758373
DS3,1,0.5,1.5,1.5,13,16,4243.082132052728
DS3,1,0.5,1.5,1.5,13,19,4273.561376937256
DS3,1,0.5,1.5,1.5,13,23,979.6741490544206
DS3,1,0.5,1.5,1.5,16,19,0.9700924642995925
DS3,1,0.5,1.5,1.5,16,23,1083.344137128296
DS3,1,0.5,1.5,1.5,19,23,1095.5619436537243
DS3,2,1.0,2.0,2.0,3,6,4.5530319209366805
DS3,2,1.0,2.0,2.0,3,7,2.765986829990676
DS3,2,1.0,2.0,2.0,3,10,3.1372187697400724
DS3,2,1.0,2.0,2.0,3,13,901.0379445615278
DS3,2,1.0,2.0,2.0,3,16,979.9511299493117
DS3,2,1.0,2.0,2.0,3,19,1065.8021852698175
DS3,2,1.0,2.0,2.0,3,23,3.940158879964028
DS3,2,1.0,2.0,2.0,6,7,3.180272569183457
DS3,2,1.0,2.0,2.0,6,10,3.922639848975821
DS3,2,1.0,2.0,2.0,6,13,882.06234721572
DS3,2,1.0,2.0,2.0,6,16,964.8545699048185
DS3,2,1.0,2.0,2.0,6,19,1049.8346165986336
DS3,2,1.0,2.0,2.0,6,23,5.55189818406429
DS3,2,1.0,2.0,2.0,7,10,4.416832985786664
DS3,2,1.0,2.0,2.0,7,13,885.3746276712458
DS3,2,1.0,2.0,2.0,7,16,1033.1253371802213
DS3,2,1.0,2.0,2.0,7,19,1122.898818440638
DS3,2,1.0,2.0,2.0,7,23,1.408835159054284
DS3,2,1.0,2.0,2.0,10,13,915.4358072430375
DS3,2,1.0,2.0,2.0,10,16,1001.019779889249
DS3,2,1.0,2.0,2.0,10,19,1088.4777924037012
DS3,2,1.0,2.0,2.0,10,23,2.7022959688116113
DS3,2,1.0,2.0,2.0,13,16,3945.2577202121292
DS3,2,1.0,2.0,2.0,13,19,4120.226070324714
DS3,2,1.0,2.0,2.0,13,23,902.1336853098462
DS3,2,1.0,2.0,2.0,16,19,6.092540810894307
DS3,2,1.0,2.0,2.0,16,23,990.6072225251437
DS3,2,1.0,2.0,2.0,19,23,1077.118886204617
DS3,3,1.5,2.5,2.5,3,6,3.8708940402954077
DS3,3,1.5,2.5,2.5,3,7,3.5130956623463008
DS3,3,1.5,2.5,2.5,3,10,4.43254648391546
DS3,3,1.5,2.5,2.5,3,13,797.9871791534677
DS3,3,1.5,2.5,2.5,3,16,872.2494860667681
DS3,3,1.5,2.5,2.5,3,19,1008.659942186033
DS3,3,1.5,2.5,2.5,3,23,4.085017660479968
DS3,3,1.5,2.5,2.5,6,7,3.330516391968829
DS3,3,1.5,2.5,2.5,6,10,4.307653497576917
DS3,3,1.5,2.5,2.5,6,13,792.6258593678306
DS3,3,1.5,2.5,2.5,6,16,870.5817076065463
DS3,3,1.5,2.5,2.5,6,19,1005.8490577722134
DS3,3,1.5,2.5,2.5,6,23,5.354958457394439
DS3,3,1.5,2.5,2.5,7,10,2.1622210888629634
DS3,3,1.5,2.5,2.5,7,13,788.2671331400497
DS3,3,1.5,2.5,2.5,7,16,932.4244766071151
DS3,3,1.5,2.5,2.5,7,19,1074.4390821950515
DS3,3,1.5,2.5,2.5,7,23,2.2663141354482335
DS3,3,1.5,2.5,2.5,10,13,819.8821422408579
DS3,3,1.5,2.5,2.5,10,16,905.0237181532441
DS3,3,1.5,2.5,2.5,10,19,1043.3930620854528
DS3,3,1.5,2.5,2.5,10,23,3.542811020482882
DS3,3,1.5,2.5,2.5,13,16,3586.031151310818
DS3,3,1.5,2.5,2.5,13,19,3851.7437576339116
DS3,3,1.5,2.5,2.5,13,23,798.7984802941861
DS3,3,1.5,2.5,2.5,16,19,8.685563355422083
DS3,3,1.5,2.5,2.5,16,23,881.7292270876209
DS3,3,1.5,2.5,2.5,19,23,1018.1573933131091
DS3,4,2.0,3.0,3.0,3,6,4.088883751677665
DS3,4,2.0,3.0,3.0,3,7,1.3032054183511472
DS3,4,2.0,3.0,3.0,3,10,2.602730442789574
DS3,4,2.0,3.0,3.0,3,13,667.7388087103379
DS3,4,2.0,3.0,3.0,3,16,775.1939144554599
DS3,4,2.0,3.0,3.0,3,19,943.7153961557975
DS3,4,2.0,3.0,3.0,3,23,3.0423441226899963
DS3,4,2.0,3.0,3.0,6,7,1.5422117046844002
DS3,4,2.0,3.0,3.0,6,10,2.500905830266009
DS3,4,2.0,3.0,3.0,6,13,664.9335580910745
DS3,4,2.0,3.0,3.0,6,16,776.9129743051728
DS3,4,2.0,3.0,3.0,6,19,945.1200796194296
DS3,4,2.0,3.0,3.0,6,23,4.6408009557617245
DS3,4,2.0,3.0,3.0,7,10,2.107386707916829
DS3,4,2.0,3.0,3.0,7,13,645.2629051559456
DS3,4,2.0,3.0,3.0,7,16,817.1406321733609
DS3,4,2.0,3.0,3.0,7,19,992.1532850470592
DS3,4,2.0,3.0,3.0,7,23,1.3134546794292186
DS3,4,2.0,3.0,3.0,10,13,676.3695572796207
DS3,4,2.0,3.0,3.0,10,16,797.2977740383755
DS3,4,2.0,3.0,3.0,10,19,969.6530237671828
DS3,4,2.0,3.0,3.0,10,23,3.0415572430432873
DS3,4,2.0,3.0,3.0,13,16,3120.367888412116
DS3,4,2.0,3.0,3.0,13,19,3447.7440687911303
DS3,4,2.0,3.0,3.0,13,23,665.1820837926264
DS3,4,2.0,3.0,3.0,16,19,11.655059993465159
DS3,4,2.0,3.0,3.0,16,23,778.9751174608467
DS3,4,2.0,3.0,3.0,19,23,947.8501076747873
DS3,5,2.5,3.5,3.5,3,6,2.8219852615827135
