scenario,event_index,window_start_s,window_end_s,availability_s,prn,a,z,activation,degree
DS2,0,0.0,1.0,1.0,3,4.609731071129864,19.320104858204136,0.9999857992266185,7
DS2,0,0.0,1.0,1.0,6,22.124853694878702,106.23746456388669,1.0,7
DS2,0,0.0,1.0,1.0,7,3.718554412416868,14.897713769623394,0.9988185242852153,7
DS2,0,0.0,1.0,1.0,10,6.172707645758003,27.07624793905874,0.9999999939204978,7
DS2,0,0.0,1.0,1.0,13,6.376438293233555,28.087244570375166,0.9999999977879357,7
DS2,0,0.0,1.0,1.0,16,4.70538801913211,19.79479461838804,0.9999911659636034,7
DS2,0,0.0,1.0,1.0,19,5.373826098605759,23.1118637730059,0.9999996796844284,7
DS2,0,0.0,1.0,1.0,23,3.888464487252096,15.740878582643246,0.9994912137499868,7
DS2,1,0.5,1.5,1.5,3,4.830915742120455,20.417715649909653,0.9999952616209845,8
DS2,1,0.5,1.5,1.5,6,14.68684595403272,69.32696109825979,1.0,8
DS2,1,0.5,1.5,1.5,7,5.690303060720366,24.682354745040524,0.999999933392582,8
DS2,1,0.5,1.5,1.5,10,4.163530778527625,17.10587249649037,0.9998700157880511,8
DS2,1,0.5,1.5,1.5,13,5.869222773681226,25.57022914843012,0.9999999725890768,8
DS2,1,0.5,1.5,1.5,16,4.482194690398913,18.687216027353326,0.9999732596752148,8
DS2,1,0.5,1.5,1.5,19,5.31354368211748,22.812717224597776,0.9999995679881112,8
DS2,1,0.5,1.5,1.5,20,51.45789046102041,251.80025408188888,1.0,8
DS2,1,0.5,1.5,1.5,23,5.235130320848935,22.42359734953229,0.9999993624882059,8
DS2,2,1.0,2.0,2.0,3,4.071210592417254,16.647741143566204,0.9997944953181673,8
DS2,2,1.0,2.0,2.0,6,9.885159176268889,45.498984222378155,1.0,8
DS2,2,1.0,2.0,2.0,7,5.25339883652835,22.514253360495278,0.9999994177401523,8
DS2,2,1.0,2.0,2.0,10,6.148075963905617,26.95401523776912,0.9999999931300589,8
DS2,2,1.0,2.0,2.0,13,5.4676919559023744,23.577665392440178,0.9999997989597431,8
DS2,2,1.0,2.0,2.0,16,4.578836882242741,19.16679497930689,0.9999834463941764,8
DS2,2,1.0,2.0,2.0,19,4.847733211400386,20.501170962107185,0.9999956410109353,8
DS2,2,1.0,2.0,2.0,20,48.43644382689956,236.8065729315598,1.0,8
DS2,2,1.0,2.0,2.0,23,3.967713622287522,16.134145916489867,0.9996565896458537,8
DS2,3,1.5,2.5,2.5,3,4.504745143691574,18.79912080258492,0.999976090621844,8
DS2,3,1.5,2.5,2.5,6,4.285927183081107,17.71325461706043,0.9999291836398368,8
DS2,3,1.5,2.5,2.5,7,3.2260748436265256,12.453824294923967,0.9865590792066792,8
DS2,3,1.5,2.5,2.5,10,3.6762268306276944,14.687666616036648,0.9985427730200631,8
DS2,3,1.5,2.5,2.5,13,3.846112500373705,15.530710320802578,0.9993722906389741,8
DS2,3,1.5,2.5,2.5,16,3.4699135961084844,13.66385410829921,0.9959539067031069,8
DS2,3,1.5,2.5,2.5,19,3.5789533011153893,14.204954702675646,0.9976407507185987,8
